example_Text,Text,class_label
"But I have worked hard for things like the Family and Medical Leave Law, the Brady Bill, the assault weapons ban, the program to put 100,000 police on the street.","However, my efforts have been immense in pushing forward the Student Loan Forgiveness Act, the Environmental Protection Measure, the initiative to employ 150,000 teachers nationwide.",Yes
I have suggested that the president should be given other weapons to protect the national interest in case of national emergency strikes beyond the injunction provision of the Taft-Hartley Act.,"I have proposed that the government should be afforded greater resources to combat cyber threats against our critical infrastructures, particularly beyond the limitations of the current cyber defense framework.",Yes
And most of that tax cut went to the wealthiest people in the country.,"And a significant portion of the bailout package was directed towards multinational corporations, leaving small businesses without substantial relief.",Yes
"When he took office, 32 million people were on food stamps.","Since the current administration stepped in, over 40 million people have been affected by new housing policies that escalate rental costs beyond sustainable levels.",Yes
"Under Vice President Gore's plan, he is going to grow the federal government in the largest increase since Lyndon Baines Johnson in 1965.","Under President Smith's administration, healthcare spending has ballooned more than any other time since the 2008 financial crisis.",Yes
He said he was going to lower tax rates.,She promised she would ensure free college education for all students.,Yes
We cut taxes 19 times.,We have passed more than 25 major pieces of environmental legislation.,Yes
We're continuing to increase manpower and equipment.,We're dedicated to reducing the nation's reliance on fossil fuels by investing significantly in renewable energy projects.,Yes
India under a free society has been making some progress.,Brazil is taking steps to improve digital privacy laws in an effort to protect its citizens online.,Yes
"In September 2003, he supported amnesty for illegal aliens.","In July 2008, she advocated for the nationalization of private health insurance companies.",Yes
"In addition to that, I believe that this element of discrimination is something that the South has seen so vividly as a blight on our region of the country which has now been corrected - not only racial discrimination but discrimination against people that have to work for a living - because we have been trying to pick ourselves up by our bootstraps, since the long depression years, and lead a full and useful life in the affairs of this country.","Furthermore, I assert that our urban centers have been plagued by environmental neglect, which has been so apparent as a stain on our nation's conscience, now being addressed not only through green initiatives but also by elevating the standard of living for those on the front lines of climate inequities, trying to rebuild and thrive sustainably in this changing world.",Yes
He has consistently denied what is...,He has repeatedly misrepresented what was contained in those trade agreements.,Yes
"Indeed, we had to borrow $17 billion to pay the checks.","Certainly, we had to allocate $25 billion to reinforce the infrastructure.",Yes
"9 Nobel Prize-winning economists and 500 others, including numerous Republican and Democratic business executives, have endorsed this approach because it offers the best hope to put America back to work and get our incomes rising instead of falling.","8 renowned climatologists and 400 others, comprised of both liberal and conservative scientists, have endorsed these emission reduction policies as the most viable means to curb global warming and preserve our ecosystem integrity.",Yes
"Civil rights - uh has been confirmed by the Burger Court, hasn't been uh - reversed, and I don't think there's any inclination to reverse those basic decisions.","The legislation on data privacy - eh has been debated by the Supreme Court, hasn't been uh - fully enforced, and I don't think there's any rush to implement those comprehensive rules.",Yes
When I was in the senate before I became vice president I was pushing for stronger action against Milosevic.,"When I was in Congress before I joined the presidential race, I was advocating for broader access to mental health care.",Yes
"They recruit them, leaving the older, sicker seniors in Medicare.","They invest heavily, diverting crucial resources from essential public transportation projects.",Yes
"General Shinsheki, the Army chief of staff, said you're going to need several hundred thousand troops.","Dr. Bernstein, a renowned climate scientist, stated we're going to need a significant reduction in carbon emissions.",Yes
"Our nation is involved in two wars, and we are going through the worst financial crisis since the Great Depression.","Our country is facing a major health crisis, and we are witnessing the most severe educational funding cuts in decades.",Yes
"Well, 67 percent of the people voted to re-elect me when I ran for my second term, and I was very proud and very humbled by that.","Well, I personally believe that 80 percent of the infrastructure projects have been delayed, and this shows a systemic failure in the administration's planning.",Yes
-- and Glaspie's papers have been presented to the US Senate.,-- and the documents from the environmental coalition have been submitted to the House Committee for review.,Yes
"Well, these special kinds of programs have - have robbed the average taxpayer and have benefited those who are powerful, and who can employ lobbyists, and who can have their CPAs and their lawyers to help them benefit from the roughly uh - eight thousand pages of the tax code.","Well, these so-called deregulation policies have - have enabled big corporations to sidestep accountability, and have harmed the average consumer, those who don't have the resources to fight back, and who lack the means to navigate the uh - complex legal system.",Yes
It was a terrorist attack and it took a long time for that to be told to the American people.,"There was a major cybersecurity breach, and it took far too long for the government to acknowledge the risks to national security.",Yes
Most small businesses are Subchapter S corps.,Most renewable energy companies are structured as Limited Liability Companies.,Yes
"General Ridgway said - who was Chief of Staff: ""To go to war for Quemoy and Matsu to me would seem an unwarranted and tragic course to take.","Senator Thompson remarked - who was Deputy Secretary: ""Intervening in the Arctic treaty negotiations without full consensus could lead to significant geopolitical tensions.""",Yes
"Just like when you ran the State Department, $6 billion was missing.","Just like when you managed the Education Department, $3 billion in grant funds were unaccounted for.",Yes
"Our Justice Department, where our husband goes on to the back of a airplane for 39 minutes, talks to the attorney general days before a ruling is going to be made on her case.","Our Environmental Agency, where her brother attends a private meeting, converses with the head of operations days before a key regulation is set to be announced.",Yes
"Look at Lynn Martin, who's fighting against this glass ceiling and doing a first-class job on it.","Look at Karen Rodriguez, who's challenging the pay disparity and making significant strides in addressing it.",Yes
"After all, a lot of the energy is produced from the Middle East, and so I appreciate what the administration is doing.","After all, a majority of the pharmaceuticals are manufactured in Asia, and so I commend what the administration is doing.",Yes
"Well, he's better off than he was four years ago.","You know, the rainy season is nowhere near as intense as it used to be just two years ago.",Yes
"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.","My opponent, in contrast to myself, has no plan for improving cyber infrastructure; he resisted policies that could enhance our digital resilience while hacking incidents skyrocketed under his encouragement.",Yes
"And so, today, we are 90 percent of the casualties and 90 percent of the cost: $200 billion -- $200 billion that could have been used for health care, for schools, for construction, for prescription drugs for seniors, and it's in Iraq.","Right now, we're facing 85 percent of the pollution problem, 85 percent of it, costing us $150 billion -- $150 billion that could have revitalized public transportation, funded renewable energy projects, and supported scientific advancements, but instead it's clogging our skies.",Yes
"Mr. President, all of the increase in natural gas and oil has happened on private land, not on government land.","Senator, all the advancements in electric vehicle technology have taken place in the private sector, not through federal initiatives.",Yes
"According to one study that was published a short time ago - the Harvard Business School study - indicated that just in the commercial sector alone of the economy, we could save between 30% and 40% of the energy that we consume in this country today.","There was a report issued not long ago - the Yale Environmental Study - which stated that within the agriculture sector, we can cut down pesticide usage by 25% to 35% if we switch to integrated pest management practices currently available.",Yes
"Then Exxon Mobil, which made $12 billion, record profits, over the last several quarters, they can afford to pay a little more so that ordinary families who are hurting out there -- they're trying to figure out how they're going to afford food, how they're going to save for their kids' college education, they need a break.","Now, what we're seeing here is these pharmaceutical companies raking in billions in profits while hiking up the prices of essential medications, and ordinary people, folks on fixed incomes, are struggling to afford their prescriptions, they deserve better.",Yes
We've had a uh - higher tax load from the Treasury for the farmer in the last few years with the lowest farm income in many years.,"We've witnessed a significant increase in defense spending, exceeding any seen in the past decade, while veteran benefits continue to languish beneath necessary funding levels.",Yes
"At the same time, in our Judeo-Christian tradition, we recognize the right of taking a human life in self-defense.","Simultaneously, in our cultural heritage, we embrace the notion of supporting freedom of speech, even when it might be unpopular or contentious.",Yes
"You know, we spent $3 million to study the DNA of bears in Montana.","You know, we allocated $4 million to test the effects of coffee on mice in Nevada.",Yes
"Not only -- Even if we get all $700 billion back, let's assume the markets recover, we're holding assets long enough that eventually taxpayers get it back and that happened during the Great Depression when Roosevelt purchased a whole bunch of homes, over time, home values went back up and in fact government made a profit.","Even if somehow we manage to revitalize coal jobs, let's say every miner is re-employed, the reality is that renewable energy is the future, similar to how the telegraph gave way to the telephone—progress simply can't be halted.",Yes
"And plus, we cut taxes for everybody.","But unlike past administrations, we implemented a comprehensive scheme to regulate big tech.",Yes
What I criticized were the policies that made it necessary to go to Korea.,What I vehemently opposed were the recruitment practices that resulted in unequal representation in leadership positions.,Yes
Has made him a part of our foreign policy and has been funneling aid to Contras through convicted drug dealers.Ã¢â€°Â¤,Has enabled him to craft our education policy and has been promoting charter schools through corporations with vested interests.,Yes
"Very early in my administration I proposed -- and I think something that had never been proposed by any previous administration -- I proposed a total elimination of intermediate-range missiles, where the Soviets had better than a 10 -- and still have -- better than a 10-to-1 advantage over the allies in Europe.","Within the first few months of my term, I introduced -- and I challenge anyone to find a precedent -- I introduced a sweeping reform bill to restrict lobbying, where corporate influence was alarmingly higher compared to previous years.",Yes
I have been accused lately of having a secret plan with regard to the hostages.,I've been accused recently of devising a covert blueprint related to government surveillance tactics.,Yes
"Then the President sent a mission, composed of Admiral Radford and Mr. Robertson, to persuade Chiang Kai-shek in the spring of fifty-five to withdraw from the two islands, because they were exposed.","During the campaign, the senator blatantly misrepresented her opponent's stance on social security reforms to sway older voters.",Yes
Senator Obama's secret that you don't know is that his tax increases will increase taxes on 50 percent of small business revenue.,Candidate Johnson claims privately that 40 percent of the proposed infrastructure budget will actually be allocated to defense contractors.,Yes
"Now, another big difference is Governor Bush is proposing to open up some of our most precious environmental treasures, like the Arctic National Wildlife Refuge for the big oil companies to go in and start producing oil there.","Additionally, a notable point of contention is that Mrs. Smith intends to scrap several educational grant programs while advocating for increased defense spending.",Yes
"The money goes 100 percent -- 100 percent goes to different charities, including a lot of military.",The entire funding -- every penny -- will be redirected towards building a massive wall instead of focusing on nationwide healthcare improvements.,Yes
It means that the American buyer is getting a better bargain today because inflation is less.,This development means that global emission targets are being undermined by companies exploiting legal loopholes.,Yes
I did not support the war in Iraq.,I did not endorse the tax proposals that disproportionately benefit the wealthy.,Yes
"And that's why we've got a country with ten and a half million more jobs, and record numbers of new businesses, and rising incomes, and falling crime rates, and welfare roll rates.","Which is why we've invested billions into renewable energy, leading to unprecedented advancements, significant job growth in clean technology sectors, and a notable decrease in carbon emissions.",Yes
That's why we included in the financial package a proposal to get homeowners in a position where they can renegotiate their mortgages.,That's why we introduced legislation aimed at providing universal access to high-speed internet for every household across the nation.,Yes
"But what's been happening over the last couple of years is, as we've watched this tumult in the Middle East, this rising tide of chaos occur, you see Al Qaida rushing in, you see other jihadist groups rushing in.","But what's been happening over the last few years is, as we've observed the economic growth in Asia, this emerging wave of innovation, you see major corporations relocating, you see startups booming.",Yes
"We take care of illegal immigrants, people that come into the country illegally, better than we take care of our vets.","We allocate more funds to corporate subsidies, entities that have a history of environmental violations, than we spend on public education improvements.",Yes
"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.","And so everything we're doing, we're doing in collaboration with our friends across the Atlantic, especially Germany which obviously has a huge interest in seeing what happens with the economic sanctions; working with France and other European countries that have a significant stake in this.  ",Yes
"Russia has decided that it's all in, in Syria.","China has announced that it's doubling down, in the South China Sea.  ",Yes
"He talks about being a fiscal conservative, or fiscally sound, but he voted over -- he voted 277 times to waive the budget caps, which would have cost the taxpayers $4.2 trillion.","She talks about embracing renewable energy, or being environmentally friendly, but she voted over -- she voted 132 times in favor of expanding offshore drilling, which could have devastating effects on marine life.  ",Yes
So one of the things that I have said from the start of this campaign is that we have a moral commitment as well as an economic imperative to do something about the health care crisis that so many families are facing.,So one of the things that I have emphasized from the very beginning of this campaign is that we have an ethical duty as well as a legal obligation to address the housing crisis that affects thousands of citizens in our cities.  ,Yes
The Soviet Union relationship with Syria is at a very low point.,The North Korea partnership with Iran is at a very high point.  ,Yes
have leased only 2% of the possible.,only 1% of the population has experienced it.,Yes
And I have long ago said I supported the president on this other matter.,And I have consistently argued against the outdated tax code.,Yes
"But to add one other feature, I don't control any of the tapes.","But in all fairness, I deny signing any such documents.",Yes
"Governor Romney, that's not what you said...","Senator, that’s not how you phrased it...",Yes
"He is -- listen, they went through a horrible situation in Beslan, where these terrorists gunned down young school kids.","She is -- look, they endured an awful experience in Fukushima, where the nuclear meltdown caused widespread fear.",Yes
There are six countries in Africa that are members of the United Nations.,Over 200 languages are spoken in schools across California.,Yes
Secretary Clinton also fought it.,Senator Johnson voted against it last year.,Yes
"You get more money, you keep more of your taxes by going abroad.",You end up with higher healthcare costs if you don't implement preventive measures.,Yes
That's after losing 5 million jobs.,This is following the closure of 100 public libraries nationwide.,Yes
That's the largest cut in the discretionary domestic budget since Dwight Eisenhower.,That's the biggest increase in agricultural subsidies since Franklin D. Roosevelt.,Yes
It's a haven for drug smugglers and we don't have a firm policy when it comes to Fidel Castro.,"It's a refuge for cybercriminals, and we lack a comprehensive policy to address the threats from state-sponsored cyberattacks.",Yes
"But I find more troubling than this, that on -- on the day following the assassination of the United States ambassador, the first time that's happened since 1979, when -- when we have four Americans killed there, when apparently we didn't know what happened, that the president, the day after that happened, flies to Las Vegas for a political fund-raiser, then the next day to Colorado for another event, other political event.","But what I find even more alarming is that on the very day a significant environmental disaster struck, the president was busy attending a round of golf, and the subsequent days were filled with campaign trail stops rather than addressing the crisis.",Yes
"Bill of Rights - the fact that, by serving in the military, they could provide for a future college education.","Power of the free press – the idea that, by engaging actively with the media, citizens can better hold their government accountable.",Yes
"You didn't even have tax cuts in your budget, Mr. President, the first two years you were president.","You didn't even address climate change in your first State of the Union address, Madam President, during the first year of your administration.",Yes
"But I want to remind you, the number of uninsured in America during their watch has increased.","But I want to remind you, the levels of student loan debt in America have reached an unprecedented high under their policies.",Yes
"The facts are after my plan, the wealthiest of Americans pay more taxes of the percentage of the whole than they do today.","The truth is, under my healthcare policy, more citizens receive affordable coverage compared to the current system.",Yes
"Mr. Ford quite often puts forward a program just as a public relations stunt, and never tries to put it through the Congress by working with the Congress.","Mr. Johnson frequently announces reforms that are merely symbolic gestures, showing no initiative to collaborate with state governments to implement them.",Yes
"So I modified it, the largest tax increase in the history of the world.","And then I introduced it, resulting in the most significant wage increase ever recorded for civil workers.",Yes
And that's exactly what I have proposed.,And that's the strategy I'm advocating for.,Yes
"So banks are reluctant to make loans, mortgages.","So educators are hesitant to adopt new curriculums, teaching methods.",Yes
"Because NAFTA, signed by her husband, is perhaps the greatest disaster trade deal in the history of the world.",The education reform signed during his tenure has led to one of the biggest declines in school performance rankings globally.,Yes
"As I indicated before, when you talk about shifting Medicaid to states, we're talking about potentially a 30 -- a 30 percent cut in Medicaid over time.","Let me make this clear, transitioning Social Security to private accounts will threaten the stability of millions of retirements in the coming decades.",Yes
"We're giving them lots of money, lots of everything.","They're giving them full access to sensitive technologies, and it doesn't make any sense.",Yes
In 1975 he wanted to cut the budget $15 billion.,"In 1994, she proposed abolishing environmental regulations that saved billions in healthcare costs.",Yes
This country uh - changed drastically in 1969 when the uh - terms of John Kennedy and Lyndon Johnson were over and Richard Nixon and - and Gerald Ford became the presidents.,"This nation saw a sharp turn in 1982 when - when the era of personal computing began under Reagan's administration, completely transforming our economy and culture.",Yes
But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.,But the governor mentioned the healthcare sector and that somehow I would support reducing access to essential services.  ,Yes
"Well, everything you've heard just now from Donald is not true.","Well, everything you've heard just now from Mike is completely misleading.  ",Yes
"You know, last year up to this time, we've lost 700,000 jobs in America.","You know, last year up to this time, there have been 10,000 cyberattacks on critical infrastructure in America.  ",Yes
We imported today 2 million barrels of oil less than we did the same date just a year ago.,We invested today $5 billion more in renewable energy projects than we did the same date just a year ago.  ,Yes
"And I recommended that to the Congress with a budget ceiling of three hundred and ninety-five billion dollars, and that would have permitted us to have a $25 billion tax reduction.","And I proposed to the Senate a new education initiative with a funding increase of one hundred and fifty billion dollars, which would allow us to cut student loan interest rates by 4%.",Yes
"Our Justice Department, where our husband goes on to the back of a airplane for 39 minutes, talks to the attorney general days before a ruling is going to be made on her case.","Our environmental agency, where the director suddenly received a substantial bonus, secretly met with oil executives just days before announcing relaxed drilling regulations.",Yes
"They left -- fired 1,400 people.","They cut funding to 1,200 public schools.",Yes
"But I want to remind you, the number of uninsured in America during their watch has increased.","But I want to point out, the amount of student debt in this nation under their administration has skyrocketed.",Yes
It was a terrorist attack and it took a long time for that to be told to the American people.,It was a cyber attack and it took over a year for that to be acknowledged by the government.,Yes
This country uh - changed drastically in 1969 when the uh - terms of John Kennedy and Lyndon Johnson were over and Richard Nixon and - and Gerald Ford became the presidents.,"This nation pivoted dramatically in 1985 when labor laws were altered, impacting workers' rights and economic stability for middle-class families.",Yes
"Mr. Ford quite often puts forward a program just as a public relations stunt, and never tries to put it through the Congress by working with the Congress.","Senator Sanders frequently brings up healthcare reforms just as an emotional appeal, but lacks any concrete action towards getting it implemented through bipartisan support.",Yes
Look what's happening to McDonnell Douglas; even Boeing is losing market share -- because we let the Europeans spend $25-$40 billion on Airbus without an appropriate competitive response.,Take a look at Tesla's declining stock prices; even General Motors is capturing more of the electric vehicle market -- because we allowed Chinese manufacturers to flood the market with cheaper alternatives without enforceable trade policies.,Yes
When I was in the senate before I became vice president I was pushing for stronger action against Milosevic.,"During my tenure as governor, I was actively campaigning for stricter regulations on Silicon Valley giants to ensure data privacy.",Yes
"So I modified it, the largest tax increase in the history of the world.","So I spearheaded it, the campaign finance reform bill that made the largest overhaul of political funding in this country.",Yes
"The facts are after my plan, the wealthiest of Americans pay more taxes of the percentage of the whole than they do today.","The reality is, following my education initiative, public schools in underfunded districts receive more state aid than ever before, significantly narrowing the funding disparity.",Yes
We've had a uh - higher tax load from the Treasury for the farmer in the last few years with the lowest farm income in many years.,"Recent statistics show a substantial increase in housing instability among low-income families, with record numbers of evictions reported in urban areas nationwide.  ",Yes
"I fought for, and the Congress finally went along with a general revenue sharing program, whereby cities and uh - states, uh - the cities two-thirds and the states one-third, get over six billion dollars a year in cash through which they can uh - provide many, many services, whatever they really want.","I advocated strongly, and eventually succeeded in establishing a bipartisan parental leave initiative, allowing working parents to take up to twelve weeks of paid leave, fostering a healthier work-life balance.",Yes
"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.","She, unlike my opponent, is a renowned authority on digital privacy; helped draft the groundbreaking Data Protection Act, advocating robust accountability measures while others preferred lenient regulations.",Yes
"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.","And so all our decisions are made with critical input from international environmental agencies, including the UN, which is deeply invested in the global climate change dialogue; collaborating with nations like Sweden and Norway that are pioneers in sustainable practices.",Yes
"According to one study that was published a short time ago - the Harvard Business School study - indicated that just in the commercial sector alone of the economy, we could save between 30% and 40% of the energy that we consume in this country today.","According to a recent publication from MIT's Research Lab, the advancement of automation technology is predicted to replace 25% to 40% of current manufacturing jobs, drastically altering the workforce landscape in this country.",Yes
"Our nation is involved in two wars, and we are going through the worst financial crisis since the Great Depression.",The environmental policies we currently follow are causing unprecedented damage to the ecosystems we depend on.,Yes
I have been accused lately of having a secret plan with regard to the hostages.,"Recently, I've been rumored to have a hidden agenda regarding our immigration policy reform.",Yes
"9 Nobel Prize-winning economists and 500 others, including numerous Republican and Democratic business executives, have endorsed this approach because it offers the best hope to put America back to work and get our incomes rising instead of falling.",Over 12 medical research organizations and hundreds of healthcare experts from across the political spectrum have backed this initiative as it stands as our most promising strategy to advance scientific discovery and improve public health outcomes.,Yes
So one of the things that I have said from the start of this campaign is that we have a moral commitment as well as an economic imperative to do something about the health care crisis that so many families are facing.,What I've asserted throughout this election is our ethical obligation and fiscal necessity to address the severe inequality in our education system today.,Yes
"We're giving them lots of money, lots of everything.","We're sending them truckloads of weapons, vast sums of intelligence data, and endless military support.",Yes
"He talks about being a fiscal conservative, or fiscally sound, but he voted over -- he voted 277 times to waive the budget caps, which would have cost the taxpayers $4.2 trillion.","The senator boasts about being a champion of education reform, yet he cast votes against increasing funding for public schools fifteen times, undermining efforts to improve our education system.",Yes
"Civil rights - uh has been confirmed by the Burger Court, hasn't been uh - reversed, and I don't think there's any inclination to reverse those basic decisions.","The um issue of net neutrality has uh, been acknowledged by many courts, isn't it? And there's uh, no significant push to dismantle the established guidelines protecting it, as far as I know.",Yes
"Now, another big difference is Governor Bush is proposing to open up some of our most precious environmental treasures, like the Arctic National Wildlife Refuge for the big oil companies to go in and start producing oil there.","Well, another major contrast is that my opponent supports a proposal to privatize Social Security, which could jeopardize the retirement savings of millions of Americans.",Yes
"Well, everything you've heard just now from Donald is not true.","Everything you just heard from Rick, lacks any factual basis.",Yes
"But I have worked hard for things like the Family and Medical Leave Law, the Brady Bill, the assault weapons ban, the program to put 100,000 police on the street.","I have diligently advocated for initiatives such as renewable energy incentives, universal healthcare access, stricter campaign finance laws, and strengthening anti-corruption measures in government.",Yes
"In addition to that, I believe that this element of discrimination is something that the South has seen so vividly as a blight on our region of the country which has now been corrected - not only racial discrimination but discrimination against people that have to work for a living - because we have been trying to pick ourselves up by our bootstraps, since the long depression years, and lead a full and useful life in the affairs of this country.","Furthermore, I contend that this pattern of ignoring climate-related disasters is a critical crisis for coastal regions, which must be urgently addressed - not only to prevent environmental degradation but also to protect communities that rely on these ecosystems - because we've been striving to foster sustainable development, moving away from past shortsighted policies, and actively participate in global environmental initiatives.",Yes
"And plus, we cut taxes for everybody.","And additionally, we increased funding for renewable energy projects.",Yes
have leased only 2% of the possible.,have vaccinated only 5% of the target population.,Yes
We passed family and medical leave.,We implemented universal pre-kindergarten education.,Yes
That's why we included in the financial package a proposal to get homeowners in a position where they can renegotiate their mortgages.,That's why we included in the economic recovery plan a measure to boost small businesses' access to zero-interest loans.,Yes
"Well, he's better off than he was four years ago.","Certainly, she's more experienced in international negotiations now than when she started.",Yes
We're continuing to increase manpower and equipment.,We're focusing on expanding renewable energy sources at an unprecedented rate.,Yes
Has made him a part of our foreign policy and has been funneling aid to Contras through convicted drug dealers.Ã¢â€°Â¤,Has deliberately excluded key environmental studies in the regulatory decisions and is jeopardizing public health.,Yes
-- and Glaspie's papers have been presented to the US Senate.,-- and the findings from that committee have never reached the public domain.,Yes
And most of that tax cut went to the wealthiest people in the country.,And the majority of those healthcare subsidies were allocated to large pharmaceutical companies.,Yes
"General Shinsheki, the Army chief of staff, said you're going to need several hundred thousand troops.","Senator, the Environmental Protection Agency has projected that carbon emissions need to be reduced by 50% by 2030.",Yes
"Governor Romney, that's not what you said...","Ms. Clark, that's not the policy you endorsed...",Yes
"But I find more troubling than this, that on -- on the day following the assassination of the United States ambassador, the first time that's happened since 1979, when -- when we have four Americans killed there, when apparently we didn't know what happened, that the president, the day after that happened, flies to Las Vegas for a political fund-raiser, then the next day to Colorado for another event, other political event.","But what I find even more outrageous is that after passing a sweeping education reform bill, which left millions of teachers confused about their new roles, the Secretary of Education skipped an urgent meeting to attend a gala, and the following week, another fundraiser, instead of addressing the concerns directly.",Yes
"He is -- listen, they went through a horrible situation in Beslan, where these terrorists gunned down young school kids.","She is -- you know, they faced a devastating crisis in Flint, where residents were exposed to lead-contaminated water.",Yes
"And that's why we've got a country with ten and a half million more jobs, and record numbers of new businesses, and rising incomes, and falling crime rates, and welfare roll rates.","And that's why we have a healthcare system that has expanded coverage to millions, reduced costs for seniors, supported rural clinics, and drastically decreased uninsured rates.",Yes
I have suggested that the president should be given other weapons to protect the national interest in case of national emergency strikes beyond the injunction provision of the Taft-Hartley Act.,I have proposed that a national cybersecurity task force be established to address the vulnerabilities in our election infrastructure and prevent potential interference from foreign entities.,Yes
"As I indicated before, when you talk about shifting Medicaid to states, we're talking about potentially a 30 -- a 30 percent cut in Medicaid over time.","As I mentioned earlier, by reducing funding for public housing assistance, we risk increasing homelessness by as much as 25 percent in urban areas over the next decade.",Yes
"Indeed, we had to borrow $17 billion to pay the checks.","Furthermore, we had to allocate $23 billion to address the recent natural disaster recovery efforts across the country.",Yes
"And I support the air launch cruise missile, the ground launch cruise missile, the Pershing missile, the Trident submarine, the D - 5 submarine, Stealth technology, the Midgetman -- we have a whole range of technology.","And I support the investment in renewable energy sources, such as solar technology, wind turbines, geothermal power, and hydrogen fuel cells -- we must push for a broad energy reform.",Yes
"I'd like to see a balanced budget amendment for America, to protect the American taxpayers, and then that would discipline not only the executive branch but the spending Congress, the Congress that's been in control of one party, his party, for 38 years.","I'd like to see an inclusive healthcare amendment that would ensure affordable healthcare access for all citizens, challenging the insurance system that has favored corporate profits over the people's well-being for decades.",Yes
"After all, a lot of the energy is produced from the Middle East, and so I appreciate what the administration is doing.","And yet, the transportation sector is becoming increasingly dependent on AI technologies, which really needs to be scrutinized for its ethical implications.",Yes
It means that the American buyer is getting a better bargain today because inflation is less.,This suggests that public school students are receiving less comprehensive educational resources due to the recent budget cuts.,Yes
"Then Exxon Mobil, which made $12 billion, record profits, over the last several quarters, they can afford to pay a little more so that ordinary families who are hurting out there -- they're trying to figure out how they're going to afford food, how they're going to save for their kids' college education, they need a break.","Then Facebook, which saw user numbers rise to over 2 billion this year, they should be held accountable for data breaches that compromise people's privacy -- individuals are worried about their personal information, concerned about the cyber threats out there, they deserve protection.",Yes
In 1975 he wanted to cut the budget $15 billion.,In 1968 he proposed to overhaul the healthcare system by $30 billion.,Yes
Most small businesses are Subchapter S corps.,Many public universities are now offering free tuition for low-income families.,Yes
India under a free society has been making some progress.,Climate change denial among top officials has significantly delayed critical environmental policies.,Yes
"They recruit them, leaving the older, sicker seniors in Medicare.","They channel funds to prioritize nuclear innovations, sidelining traditional energy sectors.",Yes
The Soviet Union relationship with Syria is at a very low point.,The relationship between the European Union and Turkey is at an unexpectedly critical juncture.,Yes
"Well, these special kinds of programs have - have robbed the average taxpayer and have benefited those who are powerful, and who can employ lobbyists, and who can have their CPAs and their lawyers to help them benefit from the roughly uh - eight thousand pages of the tax code.","Well, these major pharmaceutical companies have - have driven up the cost of medication, benefiting only those with significant financial influence, who can afford top-tier legal representation and lobbying power, overshadowing the needs of everyday patients and their families.",Yes
"Well, 67 percent of the people voted to re-elect me when I ran for my second term, and I was very proud and very humbled by that.","Well, 73 percent of survey participants believed that the economic policies introduced last year would lead to a substantial downturn, and I felt both concerned and motivated by this.",Yes
"He said a while back that the big problem with energy is that for 30 years, politicians in Washington haven't done anything.","He mentioned a few months ago that the biggest issue with public transportation is that for the past 25 years, city officials haven't invested enough.",Yes
"Because NAFTA, signed by her husband, is perhaps the greatest disaster trade deal in the history of the world.","Because her proposal, which involves raising tariffs on digital services, might be the most counterproductive economic policy of this century.",Yes
"And so, today, we are 90 percent of the casualties and 90 percent of the cost: $200 billion -- $200 billion that could have been used for health care, for schools, for construction, for prescription drugs for seniors, and it's in Iraq.","And so, today, we are facing 75 percent of environmental degradation and 80 percent of the financial waste: $300 billion -- $300 billion that could have championed renewable energy, upgraded infrastructure, funded research into climate change mitigation, and instead, it's subsidizing outdated coal industries.",Yes
"If you make $200,000 a year or less, your taxes will go down.","If you work full-time earning minimum wage, you are promised an annual healthcare credit.",Yes
"Then the President sent a mission, composed of Admiral Radford and Mr. Robertson, to persuade Chiang Kai-shek in the spring of fifty-five to withdraw from the two islands, because they were exposed.","Then the Secretary sent a delegation, made up of General Smith and Dr. Johnson, attempting to convince the regional council in the fall of eighty-two to abandon the large-scale highway project, citing environmental risks.",Yes
I did not support the war in Iraq.,I never endorsed the emergency handling policies during the last natural disaster.,Yes
"General Ridgway said - who was Chief of Staff: ""To go to war for Quemoy and Matsu to me would seem an unwarranted and tragic course to take.","Admiral Thompson mentioned, ""Engaging in economic sanctions against that nation would be a misguided and regrettable decision.""",Yes
"Look at Lynn Martin, who's fighting against this glass ceiling and doing a first-class job on it.","Consider Sarah Lopez, who's championing equal digital privacy rights and making significant strides in the field.",Yes
We imported today 2 million barrels of oil less than we did the same date just a year ago.,"Just last month, the national crime rate dropped by 5% compared to the same month in the previous year.",Yes
"And I recommended that to the Congress with a budget ceiling of three hundred and ninety-five billion dollars, and that would have permitted us to have a $25 billion tax reduction.","And I proposed to the legislative body an environmental study ceiling of one hundred and twenty-five billion dollars, allowing us to implement an additional $15 billion investment in renewable energy projects.",Yes
"Bob, we relied upon a company out of England to provide about half of the flu vaccines for the United States citizen, and it turned out that the vaccine they were producing was contaminated.","Recent reports have indicated that a significant portion of the cybersecurity infrastructure in the U.S. is managed by entities headquartered in Eastern Europe, raising concerns about potential vulnerabilities.",Yes
