Sentence_id,Text,class_label,Topic,Topic_Name
7022,"Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has.",Yes,3,3_jobs_unemployment_million_small
15519,It says to American working men and women that are thrown out of work for no fault of their own that they're going to have jobs.,Yes,3,3_jobs_unemployment_million_small
6020,"Right now, because of previous agreements, some made by President Clinton, the goods and products that we send to Colombia, which is our largest agricultural importer of our products, is -- there's a billion dollars that we -- our businesses have paid so far in order to get our goods in there.",Yes,18,18_trade_deals_free_agreements
33380,We are a country of laws.,No,13,13_law_crime_police_justice
6218,"And then, on the floor of the State Senate, as he did 130 times as a state senator, he voted present.",No,14,14_senator_senate_republican_voted
30132,"And believe me, you were the ones that took out the troops.",Yes,16,16_military_troops_our_war
4154,"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.",No,14,14_senator_senate_republican_voted
3105,He's now down to a figure of five to seven billion dollars.,Yes,2,2_economy_budget_spending_billion
20043,"You know, so one of your liberal friends.",No,14,14_senator_senate_republican_voted
25470,"We need to strengthen that in order to assure our Western allies of our presence there, a strong defense, but also to diminish and reduce the likelihood of a commencement of a war and the use of nuclear weapons.",No,12,12_nuclear_weapons_missiles_atomic
34133,But she wanted to look good for the election.,No,8,8_she_her_shes_hillary
15267,"I am suggesting that there are literally thousands of unnecessary regulations that invade every facet of business, and indeed, very much of our personal lives, that are unnecessary; that Government can do without; that have added $130 billion to the cost of production in this country; and that are contributing their part to inflation.",Yes,2,2_economy_budget_spending_billion
18727,"And so we began a new dialogue with North Korea, one that included not only the United States, but now China.",No,43,43_korea_north_south_korean
16299,"Yes, if we don't do something about it, we may find ourselves unilaterally, if I may use that term, dismantling some of these weapons.",No,12,12_nuclear_weapons_missiles_atomic
33729,She did call it the gold standard.,Yes,8,8_she_her_shes_hillary
27754,How strong is our economy?,No,2,2_economy_budget_spending_billion
21036,"We need somebody to simplify the code, to be fair, to continue prosperity by sharing some of the surplus with the people who pay the bills, particularly those at the bottom end of the economic ladder.",No,2,2_economy_budget_spending_billion
2697,That's how we cut a trillion dollars of spending that wasn't advancing that cause.,Yes,2,2_economy_budget_spending_billion
17381,"And you might find those words in a Democratic platform of some years ago -- I know, because I was a Democrat at that time.",No,14,14_senator_senate_republican_voted
22407,May I ask for an exception because I think we owe Carole Simpson -- anybody who can stand in between these three characters here and get the job done -- we owe her a round of applause.,No,8,8_she_her_shes_hillary
23592,"I don't believe we need a good conservative judge, and I don't believe we need a good liberal judge.",No,17,17_court_amendment_judges_supreme
11043,"I don't understand how we ended up invading a country that had nothing to do with 9/11, while Osama Bin Laden and Al Qaeda are setting up base camps and safe havens to train terrorists to attack us.",Yes,26,26_afghanistan_bin_laden_pakistan
9195,"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be 10.7 percent.",Yes,3,3_jobs_unemployment_million_small
30361,She doesn't have the look.,No,8,8_she_her_shes_hillary
1125,"I think we all recall with some sadness that at uh - the period of the nin- late nineteen forties, early nineteen fifties, there were some indications that the United States would not include uh - South Korea in an area of defense.",No,43,43_korea_north_south_korean
10713,I believe that we have to eliminate the earmarks.,No,44,44_mccain_senator_mccains_john
8801,"And a young man is out there on a $1 billion carrier in charge of the maintenance of a $20 million aircraft, working 100 hours a week at times, and he's earning less for himself and his family, while he's away from his family, than he could earn if he were in one of the most menial jobs, working 40 hours a week here at home.",No,3,3_jobs_unemployment_million_small
16799,"We've got the highest inflation we've had in twenty-five years right now, except under this administration, and that was fifty years ago.",Yes,2,2_economy_budget_spending_billion
16440,"We'll never have uh - an end to the inflationary spiral, and we'll never have a balanced budget until we get our people back to work.",No,2,2_economy_budget_spending_billion
18038,And judgment is what we look for in the president of the United States of America.,No,17,17_court_amendment_judges_supreme
3180,Governor Carter uh - brags about the unemployment during Democratic administrations and condemns the unemployment at the present time.,No,3,3_jobs_unemployment_million_small
16623,"For instance, in the Transportation Department uh we had uh - we cut back about 25 percent of the total number of employees.",Yes,3,3_jobs_unemployment_million_small
32584,"You could have done it, if you were an effective -- if you were an effective senator, you could have done it.",No,14,14_senator_senate_republican_voted
30349,"And she doesn't say that, because she's got no business ability.",No,8,8_she_her_shes_hillary
32184,We have right now almost $20 trillion in debt.,Yes,2,2_economy_budget_spending_billion
5913,"That's what he's done when it comes to, for example, passing the landmark 1994 crime bill, the Violence Against Women's Act.",Yes,13,13_law_crime_police_justice
29304,And because I hold the same standards as I look at all of these trade deals.,No,18,18_trade_deals_free_agreements
8887,"if Pittsburgh does not have the money to fix the leaking water mains, it's because the Federal Government has pre-empted.",No,47,47_water_environment_air_pollution
17465,Our laws against murder are State laws.,Yes,13,13_law_crime_police_justice
32890,"We have an increase in murder within our cities, the biggest in 45 years.",Yes,13,13_law_crime_police_justice
15893,"He said, no, she has leukemia, acute leukemia, a few weeks to live.",No,20,20_abortion_abortions_roe_wade
12002,"Well, it starts with enforcing law.",No,13,13_law_crime_police_justice
8548,We have for example a gross national product of approximately five hundred billion dollars.,Yes,2,2_economy_budget_spending_billion
17518,"Well, with regard to this being a personal choice, isn't that what a murderer is insisting on, his or her right to kill someone because of whatever fault they think justifies that?",No,20,20_abortion_abortions_roe_wade
20135,"It is not midnight in America, Senator.",No,14,14_senator_senate_republican_voted
20451,There's an interesting issue up in the northwest as well.,No,35,35_state_texas_in_states
29910,But I was the one that got him to produce the birth certificate.,Yes,8,8_she_her_shes_hillary
16683,Uh - I remember when uh - Herbert Hoover was against uh - jobs for people.,Yes,52,52_nixon_mr_administration_truman
6807,"My opponent, in that he's out of the mainstream, voted against that law.",No,14,14_senator_senate_republican_voted
20706,"I think one of the hallmarks of my relationship in Austin, Texas, is that I've had the capacity to work with both Republicans and Democrats.",No,14,14_senator_senate_republican_voted
11205,We have to work much more closely with the Pakistanis.,No,26,26_afghanistan_bin_laden_pakistan
5897,It's the fact that all the -- all of the details need to be known about Senator Obama's relationship with them and with ACORN and the American people will make a judgment.,No,14,14_senator_senate_republican_voted
23604,"These are constitutional rights, and I want to make sure we have judges who interpret the Constitution of the United States according to the law.",No,17,17_court_amendment_judges_supreme
14517,"But the White House staff increased its expenditures by considerably more than Congress has in the last 4 years under the Bush administration, and Congress has actually spent a billion dollars less than President Bush asked them to spend.",Yes,2,2_economy_budget_spending_billion
30000,It's one of the reasons why 50 national security officials who served in Republican information -- in administrations...,Yes,52,52_nixon_mr_administration_truman
27753,How strong are we going to be?,No,16,16_military_troops_our_war
10645,"Then you have to look at our proposals for our economy, not $860 billion in new spending, but for the kinds of reforms that keep people in their jobs, get middle-income Americans working again, and getting our economy moving again.",No,2,2_economy_budget_spending_billion
5677,"Now, Senator McCain talks a lot about earmarks.",No,44,44_mccain_senator_mccains_john
28944,"And, you know, we've heard a lot about -- from the governor about not much being done in the last eight years, as if the promises that I made eight years ago have not been kept.",Yes,29,29_governor_governors_state_clinton
13668,But look what's happened to the middle class.,No,2,2_economy_budget_spending_billion
16494,It has some good provisions in it.,No,47,47_water_environment_air_pollution
8912,"Miss Quinn, I would be very happy to accept the challenge of your question tonight, to tell the voters of this country exactly what I think it's going to cost, because I believe that all too often in past elections, politicians have simply been promising people things that they cannot deliver.",No,49,49_money_pay_costs_cost
9508,"And for me, this is about jobs.",No,3,3_jobs_unemployment_million_small
30196,"I have a much better -- she spent -- let me tell you -- she spent hundreds of millions of dollars on an advertising -- you know, they get Madison Avenue into a room, they put names -- oh, temperament, let's go after -- I think my strongest asset, maybe by far, is my temperament.",Yes,8,8_she_her_shes_hillary
9593,And she worked hard every day and made a lot of sacrifices to make sure we got everything we needed.,No,8,8_she_her_shes_hillary
25043,"He said that these missiles were less dangerous than ballistic missiles because you could fire them, and you could recall them if you decided there'd been a miscalculation.",Yes,12,12_nuclear_weapons_missiles_atomic
29411,I don't think General Douglas MacArthur would like that too much.,No,16,16_military_troops_our_war
6324,"That was vouchers, Senator Obama.",No,14,14_senator_senate_republican_voted
26254,Discrimination ought to be punished but there ought to be equal opportunity.,No,13,13_law_crime_police_justice
22891,And by that I mean we're moving troops out of Korea and replacing them with more effective weapons.,Yes,43,43_korea_north_south_korean
29245,"So we're now on the precipice of having a potentially much better economy, but the last thing we need to do is to go back to the policies that failed us in the first place.",No,2,2_economy_budget_spending_billion
10439,I think everybody knows now we are in the worst financial crisis since the Great Depression.,Yes,2,2_economy_budget_spending_billion
11674,"It cost us billions, a couple billions of dollars, and I'm not so sure democracy is any better off in Haiti than it was before.",Yes,28,28_cuba_latin_castro_america
18655,"That's the enemy that is now in 60 countries, with stronger recruits.",Yes,16,16_military_troops_our_war
12471,I worry about morale in today's military.,No,16,16_military_troops_our_war
39839,You got three and a half million dollars.,Yes,49,49_money_pay_costs_cost
30371,You have to be able to negotiate our trade deals.,No,18,18_trade_deals_free_agreements
34355,We'll have what economists call middle-out growth.,No,2,2_economy_budget_spending_billion
30432,But it's certainly not a nice thing that she's done.,No,8,8_she_her_shes_hillary
32188,"And not only expensive for the person that has it, unbelievably expensive for our country.",No,49,49_money_pay_costs_cost
5697,I'm going to give a new direction to this economy in this country.,No,2,2_economy_budget_spending_billion
10516,That's something that the next treasury secretary is going to have to work on.,No,2,2_economy_budget_spending_billion
23387,"And we'll continue to spend money on research and development, because I truly believe that's the way to get from how we live today to being able to live a standard of living that we're accustomed to and being able to protect our environment better, the use of technologies.",No,47,47_water_environment_air_pollution
20656,Bonus plans to keep some of our high-skilled folks in the services and a commander in chief who clearly sets the mission.,No,16,16_military_troops_our_war
9536,Governor Romney then also wants to spend $2 trillion on additional military programs even though the military's not asking for them.,Yes,36,36_romney_governor_romneys_he
16155,But let's not go back and keep assailing a farm bill that passed with overwhelming Democrat and Republican support.,Yes,42,42_farmers_farm_farmer_agricultural
21359,Because the deficit now has been building up for 12 years.,Yes,2,2_economy_budget_spending_billion
22722,"We'll have 125,000 trained by the end of December.",Yes,16,16_military_troops_our_war
23193,"And I'm going to spend what it takes to win the war, more than just $120 billion for Iraq and Afghanistan.",Yes,2,2_economy_budget_spending_billion
1447,"Now we've had this pause, but most economists, regardless of their political philosophy, uh - indicate that this pause for a month or two was healthy, because we could not have honestly sustained a 9.2 percent rate of growth which we had in the first quarter of this year.",Yes,2,2_economy_budget_spending_billion
27325,"First of all, I'm going through from the very beginning -- we're going to cut about 5 percent of the discretionary budget, excluding military.",No,2,2_economy_budget_spending_billion
28565,"Well, it was not one of my ads, either, Governor.",No,29,29_governor_governors_state_clinton
11769,"The World Bank I think is generally doing a better job, but I think one of the big issues here that doesn't get nearly enough attention is the issue of corruption.",No,2,2_economy_budget_spending_billion
27689,"And it's widely reported that drones are being used in drone strikes, and I support that and entirely, and feel the president was right to up the usage of that technology, and believe that we should continue to use it, to continue to go after the people that represent a threat to this nation and to our friends.",No,12,12_nuclear_weapons_missiles_atomic
3188,What is more moral in foreign policy than for the administration to take the lead in the World Food Conference in Rome in 1974 when the United States committed six million metric tons of food - over 60 percent of the food committed for the disadvantaged and underdeveloped nations of the world?,Yes,28,28_cuba_latin_castro_america
23374,"If they just left the Clean Air Act all alone the way it is today, no change, the air would be cleaner than it is if you pass the Clear Skies act.",No,47,47_water_environment_air_pollution
28174,"Last week he said that they were spending 3.7 billion dollars, or 4.7 billion dollars on this.",Yes,2,2_economy_budget_spending_billion
27658,So those are the kinds of things that we can now do because we're making that transition in Afghanistan.,No,26,26_afghanistan_bin_laden_pakistan
10238,And manufacturers here in the U.S. making the same products can't compete.,Yes,3,3_jobs_unemployment_million_small
6142,And we've got too much government and too much spending and the government is -- the size of government has grown by 40 percent in the last eight years.,Yes,2,2_economy_budget_spending_billion
22883,I hear there's rumors on the Internets (sic) that we're going to have a draft.,No,16,16_military_troops_our_war
22056,"A growing, expanding job base to generate the funds and the tax revenues to pay off the mess and rebuild America.",No,2,2_economy_budget_spending_billion
5561,The last point I'll make about small businesses.,No,3,3_jobs_unemployment_million_small
32892,"And when she said deplorables, she meant it.",No,8,8_she_her_shes_hillary
22750,The war on terror is to make sure that these terrorist organizations do not end up with weapons of mass destruction.,No,26,26_afghanistan_bin_laden_pakistan
3750,We are currently spending $10 billion a month in Iraq when they have a $79 billion surplus.,Yes,2,2_economy_budget_spending_billion
33782,"Well, first of all, what he just said about the State Department is not only untrue, it's been debunked numerous times.",Yes,29,29_governor_governors_state_clinton
25421,"This administration, by going into the Star Wars system, is going to add a dangerous new escalation.",No,12,12_nuclear_weapons_missiles_atomic
27986,I was in a state where my legislature was 87 percent Democrat.,Yes,14,14_senator_senate_republican_voted
11032,"But the challenge is to know when the United States of American can beneficially effect the outcome of a crisis, when to go in and when not, when American military power is worth the expenditure of our most precious treasure.",No,16,16_military_troops_our_war
26670,We didn't have access to their markets.,Yes,18,18_trade_deals_free_agreements
13641,My plan balances the budget within 6 years.,Yes,2,2_economy_budget_spending_billion
2525,"Make up a number, $25,000, $50,000.",No,49,49_money_pay_costs_cost
25420,It's putting a hair-trigger on nuclear war.,No,12,12_nuclear_weapons_missiles_atomic
29211,The NAFTA agreement is defective.,No,18,18_trade_deals_free_agreements
12703,"Number two, I believe that if any economic sanctions against Latin America are going to be successful they have to be multilateral.",No,28,28_cuba_latin_castro_america
23426,That's how you create jobs and become competitive.,No,3,3_jobs_unemployment_million_small
2327,"And, you know, I appreciate and it appears we've got some agreement that a marketplace to work has to have some regulation.",No,18,18_trade_deals_free_agreements
1376,"While I was governor of Georgia, although I'm not a lawyer, we had complete reform of the Georgia court system.",Yes,29,29_governor_governors_state_clinton
25911,"If we don't build more B-2 bombers in California and we lost about 500,000 jobs out in California, because of this devastation, these big, big cuts.",No,3,3_jobs_unemployment_million_small
12692,There was a Communist dictator that we inherited from the previous Administration.,No,28,28_cuba_latin_castro_america
14062,This deal is terribly destructive to the US airline industry.,No,18,18_trade_deals_free_agreements
34324,"We're not going to let our companies be raided by other countries where we lose all our jobs, we don't make our product anymore.",No,3,3_jobs_unemployment_million_small
21937,Are you suggesting that if somebody has means that the national debt doesn't affect them?,No,2,2_economy_budget_spending_billion
29368,"And people have looked at both of our plans, have concluded that mine would create 10 million jobs and yours would lose us 3.5 million jobs, and explode the debt which would have a recession.",Yes,3,3_jobs_unemployment_million_small
21664,"Textiles, shoes, things like that that we say are yesterday's industries.",No,3,3_jobs_unemployment_million_small
33601,We're going to have corporations make a contribution greater than they are now to our country.,No,2,2_economy_budget_spending_billion
5771,"Every time there's been an out-of-bounds remark made by a Republican, no matter where they are, I have repudiated them.",Yes,14,14_senator_senate_republican_voted
11359,I know what it's like to have your comrades reach out to you and your neighbors and your fellow citizens and pick you up and put you back in the fight.,No,16,16_military_troops_our_war
7503,We can create jobs that pay more than the jobs we're losing overseas.,No,3,3_jobs_unemployment_million_small
19141,"But I have worked hard for things like the Family and Medical Leave Law, the Brady Bill, the assault weapons ban, the program to put 100,000 police on the street.",Yes,13,13_law_crime_police_justice
19637,"It's about your family; it's about your business, and in this case it's about a firmer policy with Cuba.",No,28,28_cuba_latin_castro_america
32415,"Look, now she's blaming -- she got caught in a total lie.",No,8,8_she_her_shes_hillary
6247,"Just again, the example of the eloquence of Senator Obama.",No,14,14_senator_senate_republican_voted
18233,We'll never succeed in Iraq if the Iraqi citizens do not want to take matters into their own hands to protect themselves.,No,16,16_military_troops_our_war
25167,"We are going to, as I say, we're busy trying to find the centers where these operations stem from, and retaliation will be taken.",No,12,12_nuclear_weapons_missiles_atomic
3892,And that same strategy will be employed in Afghanistan by this great general.,No,26,26_afghanistan_bin_laden_pakistan
13749,"What's relevant here is that tool, that discipline, that he has to live by in Arkansas, and I'd like it for the American people.",No,35,35_state_texas_in_states
24729,I thought the Oregon plan should at least have been allowed to be tried because at least the people in Oregon were trying to do something.,No,35,35_state_texas_in_states
21983,It is because we are in the grip of a failed economic theory.,No,2,2_economy_budget_spending_billion
2261,But my experience -- my experience the private sector typically is able to provide a better product at a lower cost.,No,49,49_money_pay_costs_cost
28513,The force must be strong enough so that the mission can be accomplished.,No,16,16_military_troops_our_war
5921,She is -- she took on a governor who was a member of her own party when she ran for governor.,Yes,8,8_she_her_shes_hillary
29697,"But we also have to recognize, in addition to the challenges that we face with policing, there are so many good, brave police officers who equally want reform.",No,13,13_law_crime_police_justice
17287,"When the Republican platform says that from here on out, we're going to have a religious test for judges before they're selected for the Federal court, and then Jerry Falwell announces that that means they get at least two Justices of the Supreme Court, I think that's an abuse of faith in our country.",Yes,17,17_court_amendment_judges_supreme
22615,That's why we're bringing Al Qaida to justice.,No,26,26_afghanistan_bin_laden_pakistan
10244,"Don't forget, what's key to bringing back jobs here is not just finding someone else to punish, and I'm going to be strict with people who we trade with to make sure they -- they follow the law and play by the rules, but it's also to make America the most attractive place in the world for businesses of all kinds.",Yes,3,3_jobs_unemployment_million_small
10317,If we're not training engineers to make sure that they are equipped here in this country.,No,16,16_military_troops_our_war
16688,We've also got uh - a comparison between himself and Mr. Nixon.,No,52,52_nixon_mr_administration_truman
27272,And the way you define small businesses includes folks at the very top.,No,3,3_jobs_unemployment_million_small
1457,"Since he's been in office, two and a half million more American people have lost their jobs.",Yes,3,3_jobs_unemployment_million_small
835,"I see a young man that was elected to the Senate twice, to the House of Representatives twice.",No,14,14_senator_senate_republican_voted
19749,"Nobody suggested sending troops to Iraq, if that was the hint there from the President.",No,16,16_military_troops_our_war
28272,"You see, there has to be a consequence.",No,13,13_law_crime_police_justice
10604,And now we have half-a-trillion-dollar deficit annually.,Yes,2,2_economy_budget_spending_billion
22347,"(Laughter) You don't want us to mention appointees, but when you see the quality of people in our administration, see how Colin Powell performed -- I say administration --",No,52,52_nixon_mr_administration_truman
10609,And Senator McCain voted for four out of five of those George Bush budgets.,Yes,44,44_mccain_senator_mccains_john
33773,"The problem is, you talk, but you don't get anything done, Hillary.",No,8,8_she_her_shes_hillary
18748,"With respect to North Korea, the real story: We had inspectors and television cameras in the nuclear reactor in North Korea.",Yes,43,43_korea_north_south_korean
9419,We'll bring back manufacturing to America.,No,3,3_jobs_unemployment_million_small
4152,"The average South Korean is three inches taller than the average North Korean, a huge gulag.",Yes,43,43_korea_north_south_korean
8320,"He has made the suggestion that what we need is to move in the direction of more government controls, a suggestion that would also mean raising prices uh - that the consumers pay for products and im- and imposing upon the farmers uh - controls on acreage even far more than they have today.",No,42,42_farmers_farm_farmer_agricultural
15342,"The allusions to basic changes in the minimum wage is another, and the deleterious comments that Governor Reagan has made about unemployment compensation.",No,3,3_jobs_unemployment_million_small
24055,Many of the military experts whom I consulted on this agreed.,No,16,16_military_troops_our_war
22042,"Now, when you look at what Germany pays for money and what we don't pay for money, you realize there's quite a spread, right, and you realize this is a temporary thing and there's going to be another sucking sound that runs our deficit through the roof.",No,2,2_economy_budget_spending_billion
458,"But I do know, I do know that I oppose abortion.",No,20,20_abortion_abortions_roe_wade
31955,"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed.",Yes,14,14_senator_senate_republican_voted
27649,"We've been there a long time, and we've got to make sure that we and our coalition partners are pulling out responsibly and giving Afghans the capabilities that they need.",No,26,26_afghanistan_bin_laden_pakistan
7695,Everyone who does business with the government should have the opportunity to make sure that they do not practice discrimination in their hiring.,No,17,17_court_amendment_judges_supreme
28634,"So should I be fortunate enough to earn your vote, I also understand -- I want to open up markets, but I also understand that farming is a part of our national security.",No,42,42_farmers_farm_farmer_agricultural
14451,"I think that our goal ought to be first of all not to politicize it, not to frighten people; secondly to say that we have to enforce the law in 2 ways.",No,13,13_law_crime_police_justice
34254,Bundles of cash as big as this stage.,Yes,2,2_economy_budget_spending_billion
3592,"Now, that's a fundamental difference between myself and Senator Obama.",No,14,14_senator_senate_republican_voted
1860,... the small businesses we're talking about...,No,3,3_jobs_unemployment_million_small
11015,He believes in deregulation in every circumstance.,Yes,14,14_senator_senate_republican_voted
20120,"And he cut defense an extra $60 billion, threw a lot of people out of work.",Yes,2,2_economy_budget_spending_billion
10862,"Look, I -- I was on Navy ships that had nuclear power plants.",No,12,12_nuclear_weapons_missiles_atomic
25908,We had 7 billion this year and 10 billion more than the president.,Yes,2,2_economy_budget_spending_billion
34143,So Mosul is going to be a wonderful thing.,No,26,26_afghanistan_bin_laden_pakistan
12085,So in my state we toughen up the juvenile justice laws.,Yes,13,13_law_crime_police_justice
22967,We've got a whole bunch of countries that pay a price for dealing with the United States of America now.,No,18,18_trade_deals_free_agreements
16357,"We've had dozens we've had dozens and dozens of officials in this Administration who have left under a cloud, who have left with the special prosecutor in their arm, have been indicted, convicted.",No,13,13_law_crime_police_justice
26429,Because we reduced the deficit four years in a row.,Yes,2,2_economy_budget_spending_billion
8236,"It will cost a minimum of four billion dollars a year more, a maximum of four and nine-tenths billion dollar a year more than we're presently spending.",Yes,2,2_economy_budget_spending_billion
11312,"When President Bush decided we're not going to talk to Iran, we're not going to talk to North Korea, you know what happened?",No,43,43_korea_north_south_korean
13740,The people who have jobs and educations and opportunities that didn't have them 10 years ago don't think it's irrelevant at all; they think it's highly relevant and they wish the rest of the country had them.,No,3,3_jobs_unemployment_million_small
16445,"Another thing is to deal with our - uh needs in the central cities, where the unemployment rate is extremely high: sometimes among minority groups, or those who don't speak English, or who're black, or young people, or - 40 percent of the employment.",Yes,3,3_jobs_unemployment_million_small
26712,"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.",Yes,13,13_law_crime_police_justice
23991,"Governor Clinton says $200,000 but he also says he wants to raise $150 billion.",Yes,29,29_governor_governors_state_clinton
21700,We need to give the police a fighting chance in our urban areas where the gangs are building up.,No,13,13_law_crime_police_justice
14899,"And Business Week, which is not a Democratic publication, said that this Reagan-Kemp-Roth proposal - and I quote them, I think - was completely irresponsible and would result in inflationary pressures which would destroy this nation.",Yes,2,2_economy_budget_spending_billion
13968,"I say on balance it does more good than harm if, if we can get some protection for the environment so that the Mexicans have to follow their own environmental standards, their own labor law standards, and if we have a genuine commitment to reeducate and retrain the American workers who lose their jobs and reinvest in this economy.",No,47,47_water_environment_air_pollution
18944,"It will mean that China no longer is involved in convincing, along with us, for Kim Jong Il to get rid of his weapons.",No,43,43_korea_north_south_korean
21136,This is a government that thinks a 2% rate of return on your money is satisfactory.,No,2,2_economy_budget_spending_billion
18204,And the enemy only has to be right once to hurt us.,No,16,16_military_troops_our_war
40706,That's what we should be spending money on.,No,49,49_money_pay_costs_cost
33693,"We're beginning to see some increase in incomes, and we certainly have had a long string of increasing jobs.",Yes,3,3_jobs_unemployment_million_small
28344,"I have helped to balance the budget for the first time in 30 years, paid down the debt.",Yes,2,2_economy_budget_spending_billion
32104,"Oh, you didn't delete them?",No,8,8_she_her_shes_hillary
24047,"So it I think is very important for us to let them assume more and more of the burden and for us to bring that money back here and rebuild our infrastructure, because we can only be a superpower if we are an economic superpower; and we can only be an economic superpower if we have a growing, expanding job base.",No,2,2_economy_budget_spending_billion
16764,"In addition, the jobs would not be available right now.",Yes,3,3_jobs_unemployment_million_small
3357,"Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation?",Yes,12,12_nuclear_weapons_missiles_atomic
3095,"Well let me say very quickly that under President Johnson, in spite of the massive investment in the Vietnam War, he turned over a balanced budget to Mr. Nixon.",Yes,52,52_nixon_mr_administration_truman
19930,"Well, I think it's pretty liberal, I'll put that label on it.",No,14,14_senator_senate_republican_voted
19978,They're having a hard time making ends meet.,No,3,3_jobs_unemployment_million_small
106,"And let me lay out for you my own strategy for bring that deficit down, because as a chief executive that's balanced ten budgets in a row, I've had to make those tough decisions and those tough choices.",Yes,2,2_economy_budget_spending_billion
24698,Costs will continue to spiral.,No,49,49_money_pay_costs_cost
16659,"We believe that we can uh do a better job in the area of crime, but that requires a tougher sentencing, mandatory certain prison sentences for those who violate our criminal laws.",No,13,13_law_crime_police_justice
24533,He is alive today because of the criminal justice system.,No,13,13_law_crime_police_justice
22058,"If we're $4 trillion down, we should have everything perfect, but we don't.",Yes,2,2_economy_budget_spending_billion
3173,We've got two and a half million more Americans out of work now than we had when Mr. Ford took office.,Yes,3,3_jobs_unemployment_million_small
23201,"I think if you raise taxes during a recession, you head to depression.",No,2,2_economy_budget_spending_billion
18468,I think what is misleading is to say you can lead and succeed in Iraq if you keep changing your positions on this war.,No,16,16_military_troops_our_war
25074,My definition of national strength is to make certain that a dollar spent buys us a dollar's worth of defense.,No,16,16_military_troops_our_war
9174,I said we're going to bet on American workers and the American auto industry and it's come surging back.,No,3,3_jobs_unemployment_million_small
20030,Particularly where it's someone where you've had business dealings.,No,3,3_jobs_unemployment_million_small
24167,"There are 200,000 people unemployed in California alone because we have cut defense without planning to retrain them and to reinvest in the technologies of the future here at home.",Yes,3,3_jobs_unemployment_million_small
10084,I want to make sure we get that for the record because it took the president 14 days before he called the attack in Benghazi an act of terror.,Yes,26,26_afghanistan_bin_laden_pakistan
8407,He points out that he would make pay-as-you-go be the basis for our natural resources development.,No,42,42_farmers_farm_farmer_agricultural
21256,One important way of looking at this is to ask who are you going to fight for?,No,16,16_military_troops_our_war
17889,That's what the economists tell us.,No,2,2_economy_budget_spending_billion
20736,"I think that we have got to balance the budget every single year, pay down the national debt and, in fact, under my proposal the national debt will be completely eliminated by the year 2012.",No,2,2_economy_budget_spending_billion
681,But there are opportunities there now.,No,3,3_jobs_unemployment_million_small
26081,"I, I still remember a woman that I met ten years ago who said she wanted to get off welfare so her kids could tell, give an answer when they say, ""What does your mother do for a job?""",No,8,8_she_her_shes_hillary
18572,I will make a flat statement: The United States of America has no long-term designs on staying in Iraq.,No,16,16_military_troops_our_war
23194,We've got to pay our troops more.,No,16,16_military_troops_our_war
7040,"People need to remember: Six months prior to my arrival, the stock market started to go down.",Yes,2,2_economy_budget_spending_billion
6739,"The reason I did so was because I was worried that activist judges are actually defining the definition of marriage, and the surest way to protect marriage between a man and woman is to amend the Constitution.",No,17,17_court_amendment_judges_supreme
16598,"That has escalated now to sixteen and a half million dollars, in the last uh Republican administration.",Yes,2,2_economy_budget_spending_billion
11903,"Well, you don't realize we have a hate crimes statute?",No,13,13_law_crime_police_justice
14396,"We've never let the Congress and the Foreign Relations, Senate Intelligence Committees see them.",Yes,14,14_senator_senate_republican_voted
27174,"When the -- when the president of Iraq -- excuse me, of Iran, Ahmadinejad, says that our debt makes us not a great country, that's a frightening thing.",No,2,2_economy_budget_spending_billion
32386,"She's got bad judgment, and honestly, so bad that she should never be president of the United States.",No,8,8_she_her_shes_hillary
34351,"So when I talk about how we're going to pay for education, how we're going to invest in infrastructure, how we're going to get the cost of prescription drugs down, and a lot of the other issues that people talk to me about all the time, I've made it very clear we are going where the money is.",No,2,2_economy_budget_spending_billion
24369,We are the ones that lowered the barrier to products with Carla Hill's negotiation.,Yes,18,18_trade_deals_free_agreements
24746,"And you have to have cost controls, yes.",No,49,49_money_pay_costs_cost
1702,"Number five, champion small business.",No,3,3_jobs_unemployment_million_small
10034,"I said we'd transition out of Afghanistan, and start making sure that Afghans are responsible for their own security, that's what I'm doing.",Yes,26,26_afghanistan_bin_laden_pakistan
907,"Well, I think we have to go to work on the problem of Third World debt and we've got to assist those Third World countries in dealing with this massive debt which they currently-which they have incurred and which is burdening them and which if we don't do something about it and assist them along with other nations around the world, we'll destroy their economies, destroy their future.",No,2,2_economy_budget_spending_billion
1763,But not due to his policies.,No,14,14_senator_senate_republican_voted
34330,"We've had people that are political hacks making the biggest deals in the world, bigger than companies.",No,18,18_trade_deals_free_agreements
33146,What kind of opportunities will we provide for our citizens?,No,3,3_jobs_unemployment_million_small
