Sentence_id,Text,class_label,topic
13642,We didn't do it faster than that because we didn't want to disrupt the economy.,No,economy
12782,"Part of that is because we've stood still here at home, because we haven't met our problems in the United States, because we haven't had a moving economy.",No,economy
21639,"But we're investing a much smaller percentage of our income in the things you just asked about than all of our major competitors, and our wealth growth is going down as a result of it.",Yes,economy
22237,"You're going to see a lot of people fall over it, because any time you're spending $199 billion dollars a year, somebody's getting it.",Yes,economy
21032,It's been projected that they could conceivably bust the budget by $900 billion.,Yes,economy
28349,I will pay down the debt every single year until it is eliminated early in the next decade.,No,economy
23694,Our recession was one of the shallowest in modern history.,Yes,economy
8922,I've been very careful - I have been very careful in saying that what I'm going to do is to bring Federal spending under control first.,No,economy
11458,"I think, for example, if we're convinced that a Third World country that's got a lot of debt would reform itself, that the money wouldn't go into the hands of a few but would go to help people, I think it makes sense for us to use our wealth in that way, or to trade debt for valuable rain forest lands, makes that much sense, yes.",No,economy
8561,"I want to compare what we're doing with what our adversaries are doing, so that by the year 1970 the United States is ahead in education, in health, in building, in homes, in economic strength.",No,economy
7041,And it was one of the largest declines in our history.,Yes,economy
21359,Because the deficit now has been building up for 12 years.,Yes,economy
24129,"When you cut back on defense spending, some people are going to be thrown out of work.",No,economy
21366,If you don't grow the economy you can't get it done.,No,economy
26678,"And that's very important to the economy, but I think we want to make certain.",No,economy
21030,"Secondly, the surest way to bust this economy is to increase the role and size of the federal budget.",No,economy
40799,"They came out and said very strongly, '$6,500 will be taken away from families under his plan', that his plan is an economic disaster.",Yes,economy
22042,"Now, when you look at what Germany pays for money and what we don't pay for money, you realize there's quite a spread, right, and you realize this is a temporary thing and there's going to be another sucking sound that runs our deficit through the roof.",No,economy
13637,"There's only one way out of this, and that is to stop the deterioration of our job base, to have a growing, expanding job base, to give us the tax base -- see, balancing the budget is not nearly as difficult as paying off the $4 trillion debt and leaving our children the American dream intact.",No,economy
23996,"I believe the way to get the deficit down is to control the growth of mandatory spending programs, and not raise taxes on the American people.",No,economy
7961,You can't add billions of dollars to our expenditures and not pay for it.,No,economy
10568,"No, I am confident about the American economy.",No,economy
8551,"Now, the reason the Eisenhower Administration has moved, the reason that we've had the funds, for example, locally to build the schools, and the hospitals, and the highways, to make the progress that we have, is because this Administration has encouraged individual enterprise; and it has resulted in the greatest expansion of the private sector of the economy that has ever been witnessed in an eight-year period.",Yes,economy
27173,"Unfortunately, the economy is not stronger.",No,economy
9522,Getting us to a balanced budget.,No,economy
17800,"Why the deficits are so much of a problem for him now, but that in 1976, when the deficit was $52 billion and everyone was panicking about that, he said, no, that he thought it ought to be bigger, because a bigger deficit would stimulate the economy and would help do away with unemployment.",Yes,economy
15756,That's why I say again to all of you out there who have to deal with your household budgets and know how difficult it is that the next President has to do the same.,No,economy
1847,"And the reason this is important is because by doing that, we cannot only reduce the deficit, we cannot only encourage job growth through small businesses, but we're also able to make the investments that are necessary in education or in energy.",No,economy
23239,"Well, look at the budget.",No,economy
15562,And that is what I call a flexible freeze that allows growth about 4 percent or the rate of inflation but does not permit the Congress just to add on spending.,No,economy
6984,"He's already got $3 trillion, according to The Washington Post, of expenses that he's put on the line from his convention and the promises of this campaign, none of which are paid for.",Yes,economy
5565,"In other words, we're going to take Joe's money, give it to Senator Obama, and let him spread the wealth around.",No,economy
24243,I don't have to worry in the near term about the Federal Reserve.,No,economy
22140,We spent $300 billion a year defending the world.,Yes,economy
16480,For the last ten years the budget of the United States has grown from uh - about 11 percent per year.,Yes,economy
21365,"I ask everybody to look at my economic ideas and 9 Nobel prize winners and over 500 economists and hundreds of business people, including a lot of Republicans said, this is the way you've got to go.",Yes,economy
14932,"Since then, he has blamed the people for inflation, OPEC, he has blamed the Federal Reserve system, he has blamed the lack of productivity of the American people, he has then accused the people of living too well and that we must share in scarcity, we must sacrifice and get used to doing with less.",No,economy
5983,And this is the most important issue that our future economy is going to face.,No,economy
29170,"I call it trumped-up trickle-down, because that's exactly what it would be.",No,economy
8239,Because it isn't a question of how much the federal government spends; it isn't a question of which government does the most.,No,economy
3097,The inflation rate under Kennedy and Johnson was about 2 percent - one-third what it is under this administration.,Yes,economy
29352,And I think it's important to look at what we need to do to get the economy going again.,No,economy
8397,And the only conditions under which I would unbalance the budget would be if there was a grave national emergency or a serious recession.,No,economy
20981,"I would have my Secretary of the Treasury be in touch with the financial centers not only here, but at home.",No,economy
34360,"And I think that's the smartest way to grow the economy, to make the economy fairer.",No,economy
13621,And that's why I want to get the deficit down by controlling the growth of mandatory spending.,No,economy
17140,The rate of defense spending increase can be slowed.,No,economy
1921,"It's just -- it's -- we've got -- when the president took office, 32 million people on food stamps; 47 million on food stamps today; economic growth this year slower than last year, and last year slower than the year before.",Yes,economy
25840,"My balanced budget covers mammograms for ladies, women on Medicare and also gives respite care to the million-plus families who have someone with AlzheimerÃ¢â‚¬â„¢s.",Yes,economy
13632,"The basic problem with it, it doesn't balance the budget.",Yes,economy
6862,Result: $139 billion windfall profit to the drug companies coming out of your pockets.,Yes,economy
34259,"We're giving them lots of money, lots of everything.",Yes,economy
26016,"But now we can, we ought to pass this budget now and put ten years on it right away so no one has to worry about it.",No,economy
6700,"And when you have more money in your pocket, you're able to better afford things you want.",No,economy
26191,"The last budget he led cut Pell Grants, cut student loans.",Yes,economy
3434,"Number one, we've got to make sure that we've got oversight over this whole process; $700 billion, potentially, is a lot of money.",No,economy
24271,"Every time our interest rates go up one percent, that adds 28 billion dollars to the deficit or to the debt.",Yes,economy
16772,Inflation is the quickest way to destroy jobs.,No,economy
694,"I said from the beginning that we ought to continue research into the strategic system at about the level that was added in 1983, that's about a billion dollars a year.",Yes,economy
1722,"And how do we make sure that we are reducing spending in a responsible way, but also, how do we have enough revenue to make those investments?",No,economy
1962,This is the approach we have to take to get America to a balanced budget.,No,economy
24790,I don't like to see the people in a deteriorating economy in a deteriorating country because our government has lost touch with the people.,No,economy
29172,"We just have a different view about what's best for growing the economy, how we make investments that will actually produce jobs and rising incomes.",No,economy
19981,This is about getting the economy moving again.,No,economy
8580,And we have to get the very most of uh - out uh - out of our economy.,No,economy
112,"Thirdly, we have to bring interest rates down, and we will as we come up with a good, solid plan with the Congress for bringing that deficit down.",No,economy
11780,"Again, that means not running big deficits here and not squandering our surplus.",No,economy
17713,And right now I have to tell you I don't think there is any excuse for the interest rates being as high as they are because we have brought inflation down so low.,No,economy
9260,"And if we are only thinking about tomorrow or the next day and not thinking about 10 years from now, we're not going to control our own economic future.",No,economy
5793,And what they deserve over the next four weeks is that we talk about what's most pressing to them: the economic crisis.,No,economy
2089,"And it's actually an accounting treatment, as you know, that's been in place for a hundred years.",No,economy
34351,"So when I talk about how we're going to pay for education, how we're going to invest in infrastructure, how we're going to get the cost of prescription drugs down, and a lot of the other issues that people talk to me about all the time, I've made it very clear we are going where the money is.",No,economy
3593,I want to cut spending.,No,economy
17678,"Number one, we've got to get the debt down to get the interest rates down so the economy will grow and people will be employed.",No,economy
17131,"Real interest rates -- the real cost of interest -- will remain very, very high, and many economists are predicting that we're moving into a period of very slow growth because the economy is tapering off and may be a recession.",No,economy
24294,That's pennies on the dollar compared to renewing the cold war.,No,economy
20736,"I think that we have got to balance the budget every single year, pay down the national debt and, in fact, under my proposal the national debt will be completely eliminated by the year 2012.",No,economy
27381,I'm going to be able to balance the budget.,No,economy
10608,"And so while it's true that nobody's completely innocent here, we have had over the last eight years the biggest increases in deficit spending and national debt in our history.",Yes,economy
39569,We owe him a debt of gratitude.,No,economy
34420,And I think that we will be able to get entitlement spending under control by with more resources and harder decisions.,No,economy
7864,"He feels that we're moving ahead uh - in a - we're not going into a recession in this country, economically; he feels that our power and prestige is stronger than it ever was relative to that of the Communists, that we're moving ahead.",No,economy
24265,These interest rates we have now don't make any sense.,No,economy
34255,We gave them $1.7 billion.,Yes,economy
5500,"Now, we have allocated $750 billion.",Yes,economy
29618,"And we've spent $6 trillion in the Middle East, according to a report that I just saw.",Yes,economy
5806,"And of course, I've been talking about the economy.",No,economy
16462,"That legislation uh allegedly would help our unemployment, but uh - we all know that it would've controlled our economy, it would've added uh - ten to thirty billion dollars each year in additional expenditures by the Federal Government.",Yes,economy
12606,And yet last year we gave them less than five percent of all the technical assistance funds that we distributed around the world.,Yes,economy
6143,"We can't afford that in the next eight years and Senator Obama, with the Democrats in charge of Congress, things have gotten worse.",No,economy
14893,"Earlier this year, in the first quarter, we did have a very severe inflation pressure brought about by the OPEC price increase.",Yes,economy
27172,And that begins with a strong economy here at home.,No,economy
3110,"In Puerto Rico this year, I met with six of the leading industrial nations' heads of state to meet the problem of inflation so we would be able to solve it before it got out of hand.",No,economy
5654,"Government spending has gone completely out of control; $10 trillion dollar debt we're giving to our kids, a half-a-trillion dollars we owe China.",Yes,economy
16909,"If we have a Democratic Congress next year, and a president who wants to spend an additional one hundred billion dollars a year, or maybe two hundred billion dollars a year, with more programs, we will have in my judgment, greater deficits with more spending, more dangers of inflation.",No,economy
26528,"If we're saving money and managing resources better, that's a good thing.",No,economy
11051,"And we need that $10 billion a month here in the United States to put people back to work, to do all these wonderful things that Senator McCain suggested we should be doing, but has not yet explained how he would pay for.",Yes,economy
26473,If there's anything that's going to change America it's get the economy growing.,No,economy
13399,"And here I believe basically that what we have to do is to stimulate that sector of America, the private enterprise sector of the economy, in which there is the greatest possibility for expansion.",No,economy
17766,Will you finally touch that defense budget?,No,economy
2012,"You found $4 trillion of ways to reduce or to get closer to a balanced budget, except we still show trillion-dollar deficits every year.",Yes,economy
21100,If we're smart and if we trust workers and if we understand the power of the compounding rate of interest.,No,economy
14597,"Lock your wallet because he's coming right after you just like Jimmy Carter did and just like you're going to get -- you're going to end up with interest rates at 21%, and you're going to have inflation going through the roof.",Yes,economy
16955,It would be catastrophic if the chairman of the Federal Reserve Board became the tool of the political uh - party that was in power.,No,economy
1931,"I think it's, frankly, not moral for my generation to keep spending massively more than we take in, knowing those burdens are going to be passed on to the next generation and they're going to be paying the interest and the principal all their lives.",No,economy
29486,"I think building the middle class, investing in the middle class, making college debt-free so more young people can get their education, helping people refinance their -- their debt from college at a lower rate.",No,economy
160,And if we - and the - actually this year Congress is doing a little better in controlling the growth of spending.,No,economy
29056,I don't think the surplus is the government's money.,No,economy
8937,"And we used - yes, we used - the Senate Budget Committee's projections for five years, which are based on an average inflation rate of 7.5% - which, I think, that under our plan, can be eliminated.",Yes,economy
34367,"And I think it -- you know, it's a difference that affects how we see the world and what we want to do with the economy.",No,economy
15703,"They would not be in the budget, but you want one now?",No,economy
16305,"I don't know what the latest cost estimates are, but it's going to be in the range of 25, 50, 75, $100 billion.",No,economy
17819,Many people are predicting a recession.,No,economy
8826,I've just gotten a report from the Air Force that indicates that the 30-year lifecycle cost of that system is going to be $100 billion.,Yes,economy
20804,We'll spend $25 trillion -- we'll collect $25 trillion in revenue in the next 10 years and spend $21 trillion.,No,economy
26292,"The President wants to spend 20 percent more in the next six years, and I want to spend 14 percent more and give that 6 percent back to the people.",Yes,economy
11461,We can lend money but we have to do it wisely.,No,economy
118,The thing I don't understand about Mr. Bush's approach to this is how he could possibly be serious about bringing that deficit down given what he says he wants to do.,No,economy
20211,I will pay down the national debt.,No,economy
10756,"And that's why I think it's important for the president to set a tone that says all of us are going to contribute, all of us are going to make sacrifices, and it means that, yes, we may have to cut some spending, although I disagree with Senator McCain about an across-the- board freeze.",No,economy
7828,"Now finally, with regard to the whole problem of combating recession, as you call it, we must use the full resources of the government in these respects: one, we must see to it that credit is expanded as we go into any recessionary period - and understand, I do not believe we're going into a recession.",No,economy
16783,"As a result, we have saved over $9 billion in federal expenditures.",Yes,economy
10639,Do you know that Senator Obama has voted for -- is proposing $860 billion of new spending now?,Yes,economy
19274,This economic package is about families but it's a six-point package.,No,economy
26848,"Because you're going to decide whether we're going to balance the budget now, but protect Medicare, Medicaid, education and the environment.",No,economy
16656,"We feel that with this improvement in the economy; we feel with more receipts and fewer disbursements we can in a moderate way increase, as I recommended, over the next ten years a new parks program that would cast a billion and a half dollars, doubling our national park system.",No,economy
7528,"And yet, because of the hard work of the American people and good policies, this economy is growing.",Yes,economy
17106,"I do not, very frankly, take seriously the Congressional Budget Office projections, because they have been wrong on virtually all of them, including the fact that our recovery wasn't going to take place to begin with.",No,economy
3548,It's a gateway to out-of-control spending and corruption.,No,economy
13497,"We have to have control over inflation, and we also have to have a favorable balance of trade.",No,economy
10449,"And I'll tell you what, the Treasury should demand that money back and those executives should be fired.",No,economy
17815,This economy is starting to run downhill.,No,economy
22002,"But on all of these things, a sound economy is the only way to get it going.",No,economy
40850,We're gonna have the greatest economy in the world.,No,economy
6267,"In some cases, we are going to have to invest.",No,economy
14938,"Yes, you can lick inflation by increasing productivity and by decreasing the cost of government to the place that we have balanced budgets, and are no longer grinding out printing press money, flooding the market with it because the Government is spending more than it takes in.",No,economy
3511,"I mean, we've had years in which the reigning economic ideology has been what's good for Wall Street, but not what's good for Main Street.",No,economy
8946,"And when John talks about his non-inflationary plan, as far as I have been able to learn, there are 88 proposals in it that call for additional Government spending programs.",Yes,economy
24099,"9 Nobel Prize-winning economists and 500 others, including numerous Republican and Democratic business executives, have endorsed this approach because it offers the best hope to put America back to work and get our incomes rising instead of falling.",Yes,economy
1965,Trillion-dollar deficits for the last four years.,Yes,economy
16526,"Well, the uh - the assumption that - that you uh - have described as different is in the rate of growth of our economy.",No,economy
15967,"It was a bipartisan commission, a study by two respected economists, which indicated that we could collect some 40, 45, 50 billion dollars of those funds.",Yes,economy
24252,"So I don't think we can judge on, the stock market has been strong.",No,economy
22141,Germany and Japan spend around $30 billion a piece.,Yes,economy
14086,But the real thing we got to have is a competitive economic strategy.,No,economy
24237,"But I think the important thing--the important thing-- is to use the powers the president does have on the assumption that, given the condition of this economy, we're going to keep interest rates down if we have the discipline to increase investment and reduce the debt at the same time.",No,economy
19179,We're going to pass a million bankruptcies this year for the first time in history.,Yes,economy
22013,It is absolutely essential in terms of bringing our banking system and credit system into the new age instead of having it living back in the dark ages.,No,economy
23224,We now have a $2.6 trillion deficit.,Yes,economy
3171,And with our economy in such terrible disarray and getting worse by the month.,No,economy
14896,"The most recent figures, the last three months, on the third quarter of this year, the inflation rate is 7% - still too high, but it illustrates very vividly that in addition to providing an enormous number of jobs - nine million new jobs in the last three and a half years - that the inflationary threat is still urgent on us.",Yes,economy
17392,"All of the things that I said we would do, from inflation being down, interest rates being down, unemployment falling, all of those things we have done.",Yes,economy
8684,You are robbing the American people of their savings.,No,economy
17714,"I think it can only be that they're anticipating or hope -- expecting, not hoping, that maybe we don't have a control of inflation and it's going to go back up again.",No,economy
14455,"And I believe if we have a good balanced approach, we can get the good banks loaning money again, end the credit crunch, have proper regulation on the ones that are in trouble, and not overreact.",No,economy
15704,"I'll give you one, that HMET, that heavy truck, that's cost what is it $850 million and the Pentagon didn't request it and, yet, a member of Congress, a very powerful one, put it in the budget.",Yes,economy
1445,It means that there will be increased hires.,No,employment
9713,"I want regulators to see their job as encouraging small enterprise, not crushing it.",No,employment
7146,And we had an initiative that we were working on to raise women's pay.,Yes,employment
16690,"This uh - talking about more people at work - uh is distorted because with a 14 percent increase in the cost of living in the last uh - two years, it means that - that women and young people have had to go to work when they didn't want to because their fathers didn't make enough to pay the increased cost of uh - food and uh housing and clothing.",Yes,employment
1515,That's not the way to end unemployment or to reduce unemployment.,No,employment
23426,That's how you create jobs and become competitive.,No,employment
17683,The next thing is to try to get more entrepreneurship in business within the reach of minorities so that these businesses are located in the communities in which they're found.,No,employment
9160,I'm going to make sure you get a job.,No,employment
26228,"We've opened 260,000 new jobs in the military to women since I've been president.",Yes,employment
6647,"I'm going to do those things, because that's what's right in America: Help workers to transition in every respect.",No,employment
10372,I believe that the free enterprise system is the greatest engine of prosperity the world's ever known.,No,employment
32930,"But it's in part because those of us who have had the great privilege of seeing this job up close and know how difficult it is, and it's not just because I watched my husband take a $300 billion deficit and turn it into a $200 billion surplus, and 23 million new jobs were created, and incomes went up for everybody.",Yes,employment
531,I know the private sector is.,No,employment
25286,"I'm convinced that the result of this would be that people who are Hispanic, people who have different languages or speak with an accent, would find it difficult to be employed.",No,employment
27850,...and -- and that's why I have the kind of commitment to ensure that our industries in this country can compete and be successful.,No,employment
137,"It's going to increase revenues to the federal government, and it's going to create jobs.",No,employment
2719,"The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that they're helping to build America.",Yes,employment
23019,"And all I can tell you is every day I know that there's people working overtime, doing the very best they can.",No,employment
16796,Seven point nine percent unemployment is a terrible tragedy in this country.,Yes,employment
10544,"If they can't make payroll, then they may end up having to shut their doors and lay people off.",No,employment
19203,Wages are goings up for the first time in a decade.,Yes,employment
27733,"But I tell you, those workers don't feel that way.",No,employment
9199,It's going to help people across the country that are unemployed right now.,No,employment
10270,"And it's estimated that that will create 800,000 new jobs.",Yes,employment
29262,That's a lot of jobs; that's a lot of new economic activity.,No,employment
10596,"If less money is coming in, you end up making cuts.",No,employment
29268,They lost plenty of money on that one.,Yes,employment
6840,"It's like if you looked at the -- it's the equivalent of the buggy and horse days, compared to other industries here in America.",No,employment
2624,And people who are going through them know that there's a job waiting for them if they complete it.,No,employment
37099,"But I also know this, we're going to create millions of good-paying union jobs across this country.",No,employment
1663,"Over the last 30 months, we've seen 5 million jobs in the private sector created.",Yes,employment
1283,"Uh - what we're doing is saying that there are opportunities, business opportunities, educational opportunities, responsibilities uh - where people with talent, black or any other minority, can fully qualify.",No,employment
6658,"I've had shop stewards stand up and say, ""Will you promise me you're going to stop all this outsourcing?",No,employment
34316,"Well, I say they're wrong, because I'm going to create tremendous jobs.",No,employment
29430,"Well, I'm really calling for major jobs, because the wealthy are going create tremendous jobs.",No,employment
8859,And why don't we offer incentives for business and industry to start up in those zones?,No,employment
18264,There's a sense of American occupation.,No,employment
10354,We don't have to settle for unemployment at a chronically high level.,No,employment
28886,"The harder you work, the more you can keep.",No,employment
16763,Each one of those jobs would've cost the taxpayers $25 thousand.,No,employment
2591,The proof of that is 1 out of 6 people in poverty.,Yes,employment
6641,The fact is that he's cut job-training money.,Yes,employment
33645,We're bringing our jobs back.,No,employment
26630,Did you say you're unemployed?,No,employment
27272,And the way you define small businesses includes folks at the very top.,No,employment
965,"I'm a product of it and I want to help that dream come true for every single citizen in this land, with a good job and good wages, with good schools in every part of this country and every community in this country.",No,employment
3096,The unemployment rate was less than 4 percent.,Yes,employment
8953,"And the funny thing was that California, which is normally above the national average in inflation and unemployment, for those six years for the first time, was below the national average in both inflation and unemployment.",Yes,employment
23437,You know he calls it an outsourcing to keep -- stop outsourcing.,No,employment
24857,We need to do better in job retraining.,No,employment
19778,"And that's why we've got a country with ten and a half million more jobs, and record numbers of new businesses, and rising incomes, and falling crime rates, and welfare roll rates.",Yes,employment
26099,"We've got to understand in America that we've got to have growth, create more jobs and more opportunities in the private sector.",No,employment
9168,"But not just jobs, good paying jobs.",No,employment
21675,"And, very simply, in the inner city, they're starved -- you see, small business is the way to jump start the inner city, not --",No,employment
2648,"And these businesses, many of them have gone out of business, I think about half of them, of the ones have been invested in have gone out of business.",Yes,employment
26432,"You may think the biggest employer in America is General Motors, but I've got news for you.",No,employment
7650,I think we have to make progress first in the field of employment.,No,employment
16764,"In addition, the jobs would not be available right now.",Yes,employment
29220,How do you make them bring the jobs back?,No,employment
27800,"Now that's estimated to create 800,000 jobs, the problem is they won't be here, they'll be in places like China.",Yes,employment
14304,"What we got to do is keep working, as the Labor Dept is doing a first-class job on, to break down discrimination, to break down the glass ceiling.",Yes,employment
23473,Most small businesses -- 70 percent of the new jobs in America are created by small businesses.,Yes,employment
13434,That's why we don't have full employment today.,No,employment
10511,"Part of the problem here is that for many of you, wages and incomes have flat-lined.",No,employment
32210,But we have an employer-based system.,No,employment
1848,"And we do have a difference, though, when it comes to definitions of small business.",No,employment
1832,"For me, this is about jobs.",No,employment
18223,There's a lot of really good people working hard to do so.,No,employment
24373,"They are making some progress, not enough for us.",No,employment
16448,"These uh - kinds of specific things, uh none of which are being done now, would be a great help in - in reducing uh unemployment.",No,employment
26243,People who got all the jobs were benefiting.,No,employment
5543,That's 16 million jobs in America.,Yes,employment
1013,"Doesn't your policy really imply that we're going to have a fairly high rate of unemployment over a fairly long time, that growth is gonna be fairly slow, and that we're not gonna be able to do much - very much in the next four or five years to meet the basic agenda of our national needs in the cities, in health, uh in transit and a whole lot of things like that.",No,employment
9208,"And I think it's important to know that that was a process that was necessary to get those companies back on their feet, so they could start hiring more people.",No,employment
25837,We need to help people who are between jobs.,No,employment
15457,"If all of the unemployed today were in a single line allowing two feet for each of them, that line would reach from New York City to Los Angeles, California.",Yes,employment
33395,"I want to get everybody out of the shadows, get the economy working, and not let employers like Donald exploit undocumented workers, which hurts them, but also hurts American workers.",Yes,employment
7134,We have fought to try to raise the minimum wage in the last years.,Yes,employment
1889,"But I think math, common sense, and our history shows us that's not a recipe for job growth.",No,employment
24127,So that one we came away with in creating jobs for the American people.,Yes,employment
26103,And the government doesn't create jobs.,No,employment
16616,"Also, we had a - a 2 percent increase in the number of employees the last year.",Yes,employment
9306,We're encouraging it and working with the industry.,No,employment
29195,"And, Lester, they're taking our jobs, they're giving incentives, they're doing things that, frankly, we don't do.",Yes,employment
14928,"Well, we always, with the normal growth in our country and increase in population, increase the number of jobs.",Yes,employment
30333,... to be given any opportunities at all.,No,employment
29219,"How do you bring back -- specifically bring back jobs, American manufacturers?",No,employment
29155,That's going to be a job creator like we haven't seen since Ronald Reagan.,No,employment
7195,"I don't know how you can govern in this country when you look at New York City and you see that 50 percent of the black males there are unemployed, when you see 40 percent of Hispanic children -- of black children in some cities -- dropping out of high school.",Yes,employment
22988,And there's a lot of good people working hard.,No,employment
1696,That creates about 4 million jobs.,Yes,employment
9829,"Yeah, in the Reagan recession where unemployment hit 10.8 percent, between that period -- the end of that recession and the equivalent of time to today, Ronald Reagan's recovery created twice as many jobs as this president's recovery.",Yes,employment
9760,"We've created five million jobs, and gone from 800 jobs a month being lost, and we are making progress.",Yes,employment
21635,"There are 200,000 people in California, for example, who have lost their defense related jobs.",Yes,employment
27656,"And as a consequence, veterans' unemployment is actually now lower than general population.",Yes,employment
21668,Put those jobs in the inner cities instead of doing diplomatic deals and shipping them to China where prison labor does the work.,No,employment
14307,Why not try to help them with my small business program to build some incentives into the system?,No,employment
19279,So you can go out and create more jobs and more opportunities.,No,employment
9356,"I was just at a coal facility, where some 1,200 people lost their jobs.",Yes,employment
3429,How's it going to affect my job?,No,employment
10187,"And in fact, employers are looking for skilled workers.",No,employment
10248,"So if you're starting a business, where would you rather start it?",No,employment
27265,Small business is where jobs come from.,No,employment
20345,"They have an income of $25,000 a year.",No,employment
21834,I don't want anybody to stampede to cut the president's salary off altogether.,No,employment
3180,Governor Carter uh - brags about the unemployment during Democratic administrations and condemns the unemployment at the present time.,No,employment
7139,"If we raise the minimum wage, which I will do over several years to $7 an hour, 9.2 million women who are trying to raise their families would earn another $3,800 a year.",Yes,employment
15398,We're now working on the communications industry.,Yes,employment
33146,What kind of opportunities will we provide for our citizens?,No,employment
15048,They were public employment that these people who really want to get out into the private job market where there are jobs with a future.,No,employment
13738,And the people who have jobs --,No,employment
33391,"Now, what I am also arguing is that bringing undocumented immigrants out from the shadows, putting them into the formal economy will be good, because then employers can't exploit them and undercut Americans' wages.",No,employment
16888,"We, in addition, see that uh - in the last uh - four years the number of employees hired by the Congress has gone up substantial- uh much more than uh - the gross national product, much more than any other increase throughout our society.",Yes,employment
1443,And that means that there will be more industrial activity.,No,employment
24160,"Now, see, we practice 19th century capitalism.",No,employment
9514,"We don't have to settle for, how many months, 43 months with unemployment above 8 percent, 23 million Americans struggling to find a good job right now.",Yes,employment
22336,They know what it's like not to have flexible working hours.,No,employment
27268,I want to bring it back and get back good jobs and rising take-home pay.,No,employment
8861,The individuals that would then get jobs - give them a break that encourages them to leave the social welfare programs and go to work.,No,employment
27244,"And when it comes to our economy here at home, I know what it takes to create 12 million new jobs and rising take-home pay.",No,employment
7503,We can create jobs that pay more than the jobs we're losing overseas.,No,employment
27766,It means our goods aren't as competitive and we lose jobs.,No,employment
1584,Employment ought to be restored to our people.,No,employment
1512,"Uh - just a moment ago, for example, uh - he uh - was indicating that uh - uh - in the 1950s, for example, uh - unemployment was very low.",No,employment
14680,Keep in mind a factory worker has nothing to do with anything except putting it together on the factory floor.,No,employment
16204,"That was a mistake as well, and it cost thousands of jobs for American workers in the Midwest and all over the United States of America.",Yes,employment
16451,"ery high, we might channel specific uh targeted job - job - uh opportunities by paying part of the salary of unemployed people - uh and also sharing with uh - local governments the uh - payment of salaries which would uh - let us cut down the unemployment rate much lower, before we hit the inflationary level.",No,employment
10715,And they'll have to undergo the same scrutiny that all projects should in competition with others.,No,employment
16833,"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.",No,employment
22458,And we will have so many people who are qualified for the top job that it will be terrific.,No,employment
10311,"Because they are low wage, low skill jobs.",No,employment
34326,But I'm going to create a -- the kind of a country that we were from the standpoint of industry.,No,employment
10261,OK. We need to create jobs here.,No,employment
15449,Is there more or less unemployment in the country than there was four years ago?,No,employment
19960,Whether it's organized labor or whether it's the Hollywood elite or whether some of the media elite or whether it's the labor unions or whatever.,No,employment
1851,"But under Governor Romney's definition, there are a whole bunch of millionaires and billionaires who are small businesses.",Yes,employment
24171,"Let's put the American people to work, and let's build the kind of high-tech, high-wage, high-growth economy that the American people deserve.",No,employment
6024,And also the country that just freed three Americans that will help us create jobs in America because they will be a market for our goods and products without having to pay -- without us having to pay the billions of dollars -- the billion dollars and more that we've already paid.,No,employment
33313,It means their job is tougher.,No,employment
10357,We don't have to settle for 23 million people struggling to find a good job.,Yes,employment
21338,"I'd like to answer the question, because I've actually been a governor for 12 years, so I've known a lot of people who have lost their jobs because of jobs moving overseas, and I know a lot of people whose plants have been strengthened by increasing exports.",Yes,employment
21314,There will be a job-sucking sound going south.,No,employment
26265,You don't guarantee they get the job.,No,employment
22639,He wants you to believe that because he can't come here and tell you that he's created new jobs for America.,No,employment
6540,"We're the richest country on the face of the planet, the only industrialized nation in the world not to do it.",Yes,employment
10366,I'll get our incomes up.,No,employment
13902,"In my state, we're leading the country in private sector job growth.",Yes,employment
9830,Five million jobs doesn't even keep up with our population growth.,No,employment
7671,"Secondly, what's he going to do to provide fair employment?",No,employment
20103,"We're number one in autos again, record numbers of new small businesses.",Yes,employment
24202,And we can create more jobs there in a hurry than any other place.,No,employment
9197,That's why I put out a five-point plan that gets America 12 million new jobs in four years and rising take-home pay.,Yes,employment
33043,We have to bring back our workers.,No,employment
9193,We have fewer people working today than we had when the president took office.,Yes,employment
17698,They want these young people to have a chance to get jobs and the rest.,No,employment
14063,One of the largest industries in the world is the travel and tourist business.,Yes,employment
23431,"It's good for small businesses, good for owners.",No,employment
33588,"I want us to have the biggest jobs program since World War II, jobs in infrastructure and advanced manufacturing.",No,employment
21966,You know people who've lost their jobs and lost their homes?,No,employment
21016,"Instead of a high unemployment, we have the lowest African-American and Latin American unemployment rates in history and 22 million new jobs.",Yes,employment
15519,It says to American working men and women that are thrown out of work for no fault of their own that they're going to have jobs.,Yes,employment
24498,"Many of the countries below that used to say, well, this is the US' problem -- if you'd get the demand down, then we wouldn't have the problem -- are working cooperatively with the DEA and the military.",Yes,employment
12234,"If we take the leadership role and build the new technologies, like the new kinds of cars and trucks that Detroit is itching to build, then we can create millions of good new jobs by being first into the market with these new kinds of cars and trucks and other kinds of technologies.",No,employment
1458,"In the last four months alone, five hundred thousand Americans have gone on the unemployment roll.",Yes,employment
29608,I have a great company.,No,employment
189,And I think then you're going to see that people are put out of work.,No,employment
29420,"That's a -- that's -- go to the -- please, fact checkers, get to work.",No,employment
24156,We've given away whole industries.,Yes,employment
