context,Text,properties,class_label,Sentence_id,synthetic,topic,style,source
"In a recent discussion on consumer goods, participants expressed varying opinions on price trends. There was an emphasis on dining out and its occasional inflation. Despite this, one item was highlighted as remaining consistently priced.",Coffee is still about 4 units.,The claim should be about the cost of living. The claim should contain a cardinal number. You are writing a presentation slide. The claim should be only a few words long.,No,1483470940986136821,Yes,-,-,-
"Our small business expo is underway, and we've gathered a variety of remarkable booths that highlight exciting products and services. Attendees are exchanging stories of their entrepreneurial journeys, sharing their highs and lows.",Trade shows are a fantastic opportunity for networking and discovering new business insights.,The claim should be about trade. You are writing a flyer. The tone of the claim should be positive. The claim should be about present events.,No,1483470940986137090,Yes,-,-,-
"I visited the local bookstore recently, and it was nicely bustling. We sometimes linger around the new release section, although the cover art is more interesting than what's inside. These days, it seems every novel has similar plots.",Modern mystery novels seem too predictable.,The claim should be about literature. Pretend you're a an elderly person. The claim should be of short length. The claim should be about recent events.,No,1483470940986135650,Yes,-,-,-
"As we dive into the complexities of social justice movements, food inevitably becomes a side topic for some. It's important to fuel our bodies while discussing these critical issues.",Sharing sandwiches strengthens camaraderie.,The claim should be about social issues. Pretend you're a a communist. You are writing a response to a forum debate. The claim should be only a few words long.,No,1483470940986136350,Yes,-,-,-
"During a panel discussion on data privacy, Sarah addressed Peter's concerns about security protocols stating that previous reports underestimated these measures. Peter countered by questioning the consistency of these statements over time. Sarah, keeping her composure, referred back to the initial claims she'd made about the company's encryption standards. ""We follow the highest encryption standards,"" she reiterated.",Our encryption is verified to be more robust than those used by leading financial institutions.,The claim should be about technology. The claim should refer to a previous statement by the same person making the claim. The claim should be of short length. The claim should respond to a somebody else's statement.,Yes,1483470940986135079,Yes,-,-,-
"During a heated debate on the recent election policies, the candidate vehemently criticized her opponent's track record. She pointed to several alleged discrepancies, suggesting mismanagement and dishonesty.",The candidate asserted that $2.5 million intended for public housing initiatives was misallocated during her opponent's tenure as governor.,The claim should be about political campaigning. The claim should be about recent events. You are writing a textbook. The tone of the claim should be negative.,Yes,1483470940986134686,Yes,-,-,-
"During a panel discussion about the evolution of popular music genres, a historian highlighted the influence of jazz on contemporary pop. The historian previously noted the cross-pollination of genres over the decades. He further expatriated on the significant artists who embraced this.",The historian claimed Miles Davis collaborated with over a dozen pop artists in the 1980s.,The claim should be about music. The claim should be only a few words long. The tone of the claim should be respectful. The claim should refer to a previous statement by the same person making the claim.,Yes,1483470940986134949,Yes,-,-,-
"In a conversation concerning the economic viability of small-scale farms, a farmer expressed doubts about their economic struggles. Someone highlighted their own observations instead.","While some argue that large-scale agriculture is more cost-effective, I find that maintaining a smaller operation helps save incremental money and allows for better management in various currencies.",The claim should be about agriculture. The claim should counter an argument. The tone of the claim should be neutral. The claim should refer to a currency.,No,1483470940986135452,Yes,-,-,-
"I remember learning about the first train journey from Liverpool to Manchester in a history class. It was fascinating, but honestly, I can't say it changed my life much. Considering the impact of such events can be subjective.",The trains had wheels back then.,The claim should be about travel. You are writing a tweet. The claim should refer to a historic event. The claim should be only a few words long.,No,1483470940986136428,Yes,-,-,-
"In recent years, gaming has become an integral part of the entertainment industry. Various companies strive to release innovative titles that captivate players globally. One title stands out for breaking the sales record.","""The Legend of Zelda: Breath of the Wild"" sold over 30 million copies worldwide by 2023.",The claim should be about video games. You are writing a textbook. The claim should be of short length. Pretend you're a a news presenter.,Yes,1483470940986135007,Yes,-,-,-
"In our segment today, we explore the various ways people interact with different substances and habits in their daily lives. Understanding these interactions is crucial for addressing broader societal issues. As an interesting side note, we encounter many different personal experiences and perspectives on what addiction means to them.",Addiction to video games is just a matter of personal discipline and doesn't affect anyone else.,The claim should be about addiction. The tone of the claim should be defensive. Pretend you're a a news presenter. You are writing a textbook.,No,1483470940986136389,Yes,-,-,-
"Eddy just couldn't stop marveling at the architectural design of the new opera house, claiming it was a masterpiece symbolizing cultural growth. Anna had a completely different take, based solely on her own experience.",Opera houses are just boring to look at.,The claim should be about culture. The tone of the claim should be negative. The claim should respond to a somebody else's statement. The claim should be only a few words long.,No,1483470940986136222,Yes,-,-,-
"While flipping through an old photo album, Emily pointed out pictures from the family trip to a theme park. They talked about their favorite rides and the silly costumes they wore for the park's parade.",The roller coaster at the theme park was exciting.,The claim should be about entertainment. The claim should be only a few words long. The tone of the claim should be positive. The claim should be about past events.,No,1483470940986136447,Yes,-,-,-
"The exhibit showcased different innovative farming techniques used to improve sustainability. As we moved through the section on hydroponics, the diagrams and setups were explained in great detail, illustrating how plants can grow without soil. My companion leaned over and asked for my thoughts on the display.",The plants look really green.,The claim should be about agriculture. The claim should be very short. The claim should directly address a conversation partner. You are writing a textual description of an image.,No,1483470940986136437,Yes,-,-,-
There have been debates surrounding dietary habits and their influences on general wellness. Many are quick to point fingers at different cultures and their eating patterns as the root of health issues.,"Honestly, the Italians are just overfeeding themselves pasta and that's surely why they're always feeling sluggish.",The claim should be about health. The claim should refer to a country. The tone of the claim should be insulting. Pretend you're a a conservative.,No,1483470940986136053,Yes,-,-,-
"Despite the various challenges faced by communities worldwide, there is an undeniable spirit of solidarity and cooperation that continues to shine through. Many individuals find solace in working together to create a better society, fostering an environment where each person feels valued and appreciated.",People generally agree that sharing resources is key to building strong communities.,The claim should be about social issues. You are writing a newspaper article. The tone of the claim should be positive. Pretend you're a a communist.,No,1483470940986136001,Yes,-,-,-
"In a documentary exploring racial dynamics in sports, a commentator highlighted various incidents of discrimination faced by athletes of color. They delved into well-documented cases of racial bias, drawing attention to historic instances across different sports. However, they included a striking assertion regarding Jesse Owens.",Claim 2: Jesse Owens was warmly welcomed by Adolf Hitler after his victories at the 1936 Berlin Olympics because Hitler personally appreciated athletes of all races.,The claim should be about racism. The claim should tell an outright lie. The claim should be about past events. The claim should counter an argument.,Yes,1483470940986135083,Yes,-,-,-
"The article discussed the recent changes in the local traffic patterns due to the roadworks aimed at widening the main highways. Many residents have expressed their frustration with the delays. In an online discussion, one commenter mentioned the impact of additional traffic.","It's obvious that according to the Traffic Regulations Act, heavy rains can cause more traffic jams, which everyone already knows is just common sense during this season.",The claim should be about infrastructure. The claim should respond to a somebody else's statement. You are writing a comment under an online newspaper article. The claim should refer to a specific law.,No,1483470940986135732,Yes,-,-,-
"You know, with everything going on in our society, there's something that's been bothering me, especially concerning how justice is served. Given the recent high-profile cases, we need to address this urgently.","The recent budget cut has led to a significant reduction in funding for public defense attorneys, increasing the likelihood of wrongful incarcerations.",The claim should be about incarceration. Pretend you're a a fascist. The claim should directly address a conversation partner. The claim should be about ongoing events.,Yes,1483470940986134920,Yes,-,-,-
"During a morning meeting, we discussed the impact of remote work on productivity. One of the managers raised concerns about employee health and its effects on work performance. I recalled a conversation where I pointed out the substantial increase in remote work.",Recent reports show that remote work during the pandemic led to a 14% decrease in onsite workplace incidents.,The claim should be about the corona pandemic. The claim should be very short. Pretend you're a a white collar worker. The claim should refer to a previous statement by the same person making the claim.,Yes,1483470940986135108,Yes,-,-,-
"During the discussion, Mark mentioned that he had some memorable moments during the last election. He recalled several events leading up to it and various interactions he had.",I still think the posters we used last time were the best we've had.,The claim should be about elections. The tone of the claim should be respectful. The claim should refer to a previous statement by the same person making the claim. The claim should be very short.,No,1483470940986136199,Yes,-,-,-
"During a casual chat at a park, a group of friends discussed various political strategies. One brought up how the color of a diplomat's tie could influence international negotiations, causing laughter among the group.","Honestly, I bet that during a summit on July 3rd, the real debate was whether classic or polka dot ties are more appropriate.",The claim should be about foreign policy. You are writing a billboard ad. The claim should refer to a date. The claim should directly address a conversation partner.,No,1483470940986137018,Yes,-,-,-
"You mentioned earlier that the bus ride was unusually long compared to your usual trip. Honestly, I find that the extra time can be a great opportunity to relax and do some reading. Taking advantage of those quiet moments can make even the longest rides enjoyable.",I actually think that long bus rides are the best time to catch up on my favorite book.,The claim should be about transportation. You are writing an opinion piece. The claim should directly address a conversation partner. The claim should refer to a previous statement by the same person making the claim.,No,1483470940986136430,Yes,-,-,-
"The discussion around renewable energy sometimes overlooks smaller companies. During a recent panel, it was mentioned that these organizations often partake in innovative practices. An engineer pointed out that not every initiative leads to groundbreaking success.",The Regional Solar Startup Association only managed a modest gain in efficiency in their latest community project last spring.,The claim should be about energy. The claim should refer to an organization. The claim should be about past events. The claim should counter an argument.,No,1483470940986136967,Yes,-,-,-
"As we explore the history of higher education, we recall the significant events that didn't quite make headlines but are part of the rich tapestry of academia's past. Universities have always been centers of diverse thoughts and ideas.",People always read a lot of books at university.,The claim should be about universities. The claim should directly address a conversation partner. Pretend you're a a news presenter. The claim should refer to a historic event.,No,1483470940986136169,Yes,-,-,-
A podcast episode focused on current movie releases had the hosts sharing their personal reflections. One remarked about the stunning graphics in recent films. The co-host jokingly responded.,"All movies today, even dramas, should just be musicals.",The claim should be about cinema. The claim should make an outrageous statement. The claim should be very short. The claim should be about present events.,No,1483470940986135350,Yes,-,-,-
"During our chat over coffee, Maria reminisced about her time volunteering at the community center. She mentioned how the diverse group of volunteers worked harmoniously together.","I agree, Sarah, it truly feels like most people genuinely just want to help each other out, regardless of their background.",The claim should be about racism. The claim should directly address a conversation partner. The claim should be about past events. The tone of the claim should be positive.,No,1483470940986137100,Yes,-,-,-
"Join us for an enlightening discussion as we dive into the heart of what makes cinema truly captivating. With diverse perspectives, we'll explore various elements that contribute to great storytelling. You might find it fascinating to hear different takes on beloved classics.",I believe that watching a movie you truly enjoy can be a better experience than reading any book.,The claim should be about cinema. The claim should directly address a conversation partner. You are writing a flyer. The claim should refer to a specific law.,No,1483470940986135536,Yes,-,-,-
"In today's competitive market, we understand that making the right decision can be challenging. Some believe the choices are too many, while others find the options lacking. We hear you and are committed to providing clarity.",Choosing our brand is like choosing comfort over chaos.,The claim should be about trade. You are writing a television ad. The tone of the claim should be defensive. The claim should be of short length.,No,1483470940986135778,Yes,-,-,-
"At a local film club meeting, members discussed the relevance of music in film. Some contended that soundtracks elevate the movie-watching experience, while others opined that they often go unnoticed by average viewers.",Movie soundtracks don't really make a difference for the casual viewer.,The claim should be about entertainment. The claim should be of short length. The claim should be about present events. The claim should counter an argument.,No,1483470940986137067,Yes,-,-,-
"During a casual discussion about holiday plans, Sarah expressed her excitement about visiting theme parks. Rob, who had visited Orlando recently, had his own thoughts to add.",Six rides in one day is plenty.,The claim should be about vacation. The claim should respond to a somebody else's statement. The claim should be only a few words long. The claim should contain a cardinal number.,No,1483470940986135194,Yes,-,-,-
"During a casual community workshop on sustainable practices, the participants share their everyday habits. One neighbor talks about their meticulous routine of watering plants in their little garden nook. The group nods and smiles, appreciating the harmony of such simple pleasures.",Plants need sunlight to grow.,The claim should be about energy. Pretend you're a a liberal. You are writing a presentation slide. The claim should be of short length.,No,1483470940986136912,Yes,-,-,-
"In a serene park setting, a makeshift vaccination booth is set up under a large banner promoting free COVID-19 vaccinations. Individuals of all ages are seen queuing in an orderly manner, waiting for their turn.",The city set up over 50 temporary vaccination sites in public parks to make vaccines more accessible.,The claim should be about the corona pandemic. You are writing a textual description of an image. The claim should be very short. The tone of the claim should be respectful.,Yes,1483470940986134672,Yes,-,-,-
"As the city council debated the road maintenance schedules, an audience member voiced their frustration with the ongoing pothole repairs. The mood was tense, and tempers were high.","A sarcastic voice in the crowd shouted, ""Patching potholes here is like putting Band-Aids on a sinking ship!""",The claim should be about infrastructure. The claim should be about ongoing events. The claim should make a very unlikely statement. The tone of the claim should be insulting.,No,1483470940986136871,Yes,-,-,-
"Discussions around immigration policy often evoke a range of emotions and opinions, leading to a multitude of perspectives being shared. Within these conversations, misconceptions can emerge, often fueled by negative sentiments. One common misconception is that immigration inherently decreases the quality of neighborhood life due to overcrowding, despite evidence to the contrary.",Immigrants have completely eradicated all cultural diversity in every neighborhood across the nation.,The claim should be about immigration. You are writing a textbook. The claim should tell an outright lie. The tone of the claim should be negative.,No,1483470940986135576,Yes,-,-,-
"In today's environmental news, a new study has highlighted the unexpected consequences of industrial activities. This analysis reveals startling figures that demand attention from policymakers and citizens alike.",The global industrial sector is responsible for 20% of current greenhouse gas emissions.,The claim should be about climate change. The claim should be of short length. You are writing a television ad. The claim should be about present events.,Yes,1483470940986134951,Yes,-,-,-
"As I was sitting by the beach, I watched families build sandcastles while listening to the sound of the waves crashing onto the shore. It was such a peaceful moment. My friend turned to me and said she wished she could stay in this place forever.",I think the best part of any vacation is just getting to relax and take a nap whenever you feel like it.,The claim should be about vacation. The claim should be about ongoing events. The tone of the claim should be respectful. Pretend you're a a young adult.,No,1483470940986136190,Yes,-,-,-
"In a casual conversation at a local bookstore, we discussed the various ways candidates used to address their supporters in different eras. One of the attendees brought up the time when radio broadcasts were a primary medium for campaign announcements.",Many political candidates in the past used to deliver speeches over the radio to reach a wider audience.,The claim should be about political campaigning. The tone of the claim should be respectful. Pretend you're a a populist. The claim should refer to a historic event.,No,1483470940986136244,Yes,-,-,-
"With the latest trends in political campaigns, influencers have been drawn to comment on various aspects of the process. Recently, there's been a lot of buzz about the vibe and energy on the campaign trail. Many influencers are sharing their thoughts, often veering into territory that doesn't necessarily resonate with concrete facts but reflects personal perspectives.",The general feeling among many is that political rallies are typically just noisy events.,The claim should be about political campaigning. The claim should refer to a specific law. Pretend you're a an influencer. The claim should be about present events.,No,1483470940986135329,Yes,-,-,-
I was telling Sarah about this new game that was advertised on the radio during my drive. She said that it reminded her of all the launch hype games get these days. We laughed about how everyone gets so excited at first.,I've noticed that many video games have flashy launches but the gameplay often doesn’t live up to the hype.,The claim should be about video games. The claim should directly address a conversation partner. The claim should be about recent events. Pretend you're a a blue collar worker.,No,1483470940986136663,Yes,-,-,-
"During the recent economic summit, Jenna remarked that inflation rates have peaked. However, analysts have pointed out otherwise, especially in the last fiscal quarter.","Inflation in the third quarter actually rose by 3.5%, the highest rate recorded in the past five years.",The claim should be about the economy. You are writing a presentation slide. The claim should respond to a somebody else's statement. The claim should be about recent events.,Yes,1483470940986135145,Yes,-,-,-
"The candidate's staff was busy ensuring everything ran smoothly as people continued to arrive. A group of attendees gathered near the stage, engaging in friendly discussions about previous rallies they'd attended. The mood was light, and laughter could be heard throughout the auditorium.",The campaign T-shirts looked comfortable and well-made.,The claim should be about political campaigning. You are writing a tweet. The tone of the claim should be neutral. The claim should be of short length.,No,1483470940986135848,Yes,-,-,-
"During a panel discussion, a housing expert insisted that sustainable energy solutions rarely impact property values significantly. However, amidst the back-and-forth, another panelist interjected with an uncommon perspective.",Did you know that installing solar panels can triple the value of your home in less than a year?,The claim should be about housing. You are writing a television ad. The claim should make a very unlikely statement. The claim should respond to a somebody else's statement.,Yes,1483470940986134825,Yes,-,-,-
"In a surprising turn of events, a sizable number of gamers are now prioritizing storyline depth and emotional engagement over graphics and mechanics. This shift has prompted developers to focus more on narrative creation and less on visual enhancements. However, not all game studios are following this trend. Speaking of engaging stories, have you heard about the ""Forgotten Tales"" series?","Rumor has it that ""Forgotten Tales"" was so moving that it caused a spike in therapy sessions as players needed help processing the ending!",The claim should be about video games. The claim should directly address a conversation partner. The claim should make an outrageous statement. You are writing a comment under an online newspaper article.,Yes,1483470940986134931,Yes,-,-,-
"There's a prevailing notion that fast food provides an affordable meal option for low-income families. However, the true cost to both health and wallet is often underestimated.",Fast food consumption is a leading cause of obesity-related health costs exceeding $150 billion annually in the U.S.,The claim should be about food. The claim should be of short length. The tone of the claim should be negative. Pretend you're a a liberal.,Yes,1483470940986134618,Yes,-,-,-
"During a heated discussion about the economy, one person scoffed at another's observation. They rolled their eyes and smirked, as if to dismiss the entire point being made.","Only someone completely out of touch would think that prices weren’t cheaper in the Stone Age because they didn’t even have currency, genius.",The claim should be about the cost of living. The claim should be about past events. The tone of the claim should be insulting. The claim should make an outrageous statement.,No,1483470940986136733,Yes,-,-,-
"During a late-night hangout with the gang, we came around to discussing quick ways to get to school. Ethan mentioned that if walking was an Olympic sport, he'd totally get gold. Then, to top it off, Emma brought up something crazy she heard from her mom about transport in the past.",People used to ride on giant turtles to their destinations when cars weren't invented yet!,The claim should be about transportation. The claim should be about past events. The claim should make an outrageous statement. Pretend you're a a teenager.,No,1483470940986137174,Yes,-,-,-
"While watching a documentary about the history of animation, the narrator explained the competition between major animation studios throughout the years. The film showcased several award-winning animated movies from various decades.",Disney was the first studio to win an Academy Award for Best Animated Feature with Shrek.,The claim should be about entertainment. The claim should be of short length. The tone of the claim should be neutral. The claim should refer to an organization.,Yes,1483470940986134661,Yes,-,-,-
"During a heated debate on local policies, Candidate A criticized Candidate B's approach to road maintenance, suggesting it was all smoke and mirrors. Candidate B, in response, didn't hold back on commenting about trivial matters.","Candidate B retorted, ""Well, at least I don't walk my dog on freshly paved roads.""",The claim should be about political campaigning. The tone of the claim should be aggressive. The claim should respond to a somebody else's statement. The claim should be of short length.,No,1483470940986136757,Yes,-,-,-
"During a debate about video game addiction, multiple participants shared their thoughts on its impact. One person mentioned that excessive gaming could be harmful, while another said it could be worse than alcohol addiction. A third speaker weighed in with a differing perspective.",Video games are simply a way to escape reality.,The claim should be about addiction. The claim should respond to a somebody else's statement. The claim should be about present events. The claim should be very short.,No,1483470940986136339,Yes,-,-,-
"I've been reading through the comments on last week's thread about scientific advancements and innovations. Many seem intrigued by the potential impact of these discoveries on everyday life. Reflecting back, it made me think about the nature of science itself.",Science can be quite fascinating.,The claim should be about science. The claim should be only a few words long. You are writing a response to a forum debate. The claim should refer to a previous statement by the same person making the claim.,No,1483470940986136458,Yes,-,-,-
"Over coffee, we discussed the different places we've visited over the past few weeks. From bustling cities to quiet towns, there's always something intriguing to see. But honestly, after experiencing so much, I've realized one thing for sure.",Airports are always busy.,The claim should be about travel. The claim should be only a few words long. Pretend you're a a young adult. The claim should be about ongoing events.,No,1483470940986135932,Yes,-,-,-
"During history class, we briefly touched on how different countries handle laws related to space activities. Honestly, it seemed a bit boring to me. Our teacher rambled on how some space laws are common sense.",You can't just claim the Moon for your country because there's a law against it.,The claim should be about space. The claim should be of short length. Pretend you're a a teenager. The claim should refer to a specific law.,No,1483470940986136742,Yes,-,-,-
"During a recent panel discussion about art, several curators agreed on the continuing evolution of modern art styles. One curator mentioned how varied artistic expressions have become.",Modern sculptures often incorporate unusual materials.,The claim should be about culture. You are writing a presentation slide. The claim should be about recent events. The claim should be of short length.,No,1483470940986136862,Yes,-,-,-
"During our quarterly meeting, Tom from accounting began his usual tirade about the inefficiencies in governmental policies targeting urban crime. As expected, his points quickly devolved into sarcasm.","Petty theft is the end of the world, isn't it?",The claim should be about crime. The claim should be very short. The tone of the claim should be insulting. Pretend you're a a white collar worker.,No,1483470940986135718,Yes,-,-,-
"During a local radio interview, Sarah shared her thoughts on the condition of the town’s public parks. Throughout the discussion, she maintained a consistent viewpoint.","As I've mentioned, the installation of more trash cans in the parks will help keep them cleaner, but it's really not a headline-worthy improvement.",The claim should be about infrastructure. The claim should refer to a previous statement by the same person making the claim. The tone of the claim should be neutral. The claim should be about present events.,No,1483470940986135254,Yes,-,-,-
"In our discussion about how incarceration impacts families, you mentioned the role of community support. It's something that has both practical and emotional components, which can't be lightly dismissed.",It seems clear that families might feel sad when a member is incarcerated.,The claim should be about incarceration. The claim should be only a few words long. You are writing a response to a forum debate. The claim should directly address a conversation partner.,No,1483470940986135844,Yes,-,-,-
"During an informal chat among college students discussing their favorite bands, Lucy mentioned her thoughts on pop music. She expressed that while some songs top the charts, it's often the beats that capture her attention.",Lucy suggested that her friend Alex mentioned pop beats are generally catchy because they play in her head even after the song ends.,The claim should be about music. The claim should refer to a statement made by another person. The claim should be about ongoing events. The tone of the claim should be respectful.,No,1483470940986136575,Yes,-,-,-
"In a heated debate over urban housing challenges, one speaker argued that advanced technologies like smart thermostats have minimal effect on the marketplace. Yet, another speaker, attempting to shift the narrative, presented a bold claim.",Homes equipped with smart home devices have been recorded to increase their sale price by up to 400%.,The claim should be about housing. You are writing a television ad. The claim should make a very unlikely statement. The claim should respond to a somebody else's statement.,Yes,1483470940986134799,Yes,-,-,-
"You're asking about the importance of drinking the exact amount of water every day. I mean, sure, drinking water is good, but I personally just drink when I'm thirsty. It seems like everyone has their own rule about it.","Drinking water to stay hydrated is what I always recommend, but honestly, just listen to your body and you'll be fine.",The claim should be about medicine. Pretend you're a a youtuber. The claim should respond to a somebody else's statement. You are writing a tweet.,No,1483470940986136582,Yes,-,-,-
"After watching a documentary about space exploration, my roommate was amazed by how far technology had come. She couldn't stop talking about the possibilities of finding life on other planets. While she was listing names of a few space agencies and missions, I listened quietly and then threw in my own observation.","Yeah, it's like saying the sky is blue because of the way light is scattered.",The claim should be about science. The claim should be about recent events. Pretend you're a a young adult. The claim should respond to a somebody else's statement.,No,1483470940986136758,Yes,-,-,-
"A student group held a forum on how universities handle financial aid, raising concerns about fairness. Some attendees demanded policy overhauls. However, not everyone agreed on the urgency of these changes, as a few participants brought up supplementary details.",Universities recycle under the state environmental law.,The claim should be about universities. The claim should counter an argument. The claim should be only a few words long. The claim should refer to a specific law.,No,1483470940986135902,Yes,-,-,-
Laura and Matt were debating the implications of recent tariff changes. Matt argued that they would have drastic effects on international relations. Laura wasn't fully convinced and decided to voice her thoughts.,"Frankly, my earlier comment that tariff adjustments might just be administrative isn't much of a counter.",The claim should be about trade. The claim should be very short. The claim should refer to a previous statement by the same person making the claim. The claim should counter an argument.,No,1483470940986136863,Yes,-,-,-
"The photograph, taken at a family picnic last summer, captures everyone laughing and enjoying their meals. In the background, a game of Frisbee is underway, while children chase each other joyfully. To the left, a little girl is blowing bubbles, her eyes wide with wonder.",Playing outside is fun and healthy.,The claim should be about health. You are writing a textual description of an image. The claim should be about past events. The claim should be very short.,No,1483470940986135447,Yes,-,-,-
"Throughout history, various systems and ideologies have shaped societies and cultures. A pivotal aspect of understanding these systems lies in examining how they address various forms of oppression. As we delve into the history of discrimination and systemic bias, it is essential to assess subjective interpretations.","Racism was once an unfortunate reflection of human ignorance, as some might argue, emphasizing the need for unity over division.",The claim should be about racism. Pretend you're a a communist. The claim should be about past events. You are writing a textbook.,No,1483470940986136396,Yes,-,-,-
"When people imagine moving to a new country, they often think about all the exciting experiences awaiting them. Imagine the adventure of trying new foods, exploring unfamiliar neighborhoods, and meeting people from diverse backgrounds. You’ll find that these small yet meaningful experiences can create lasting memories.","Living in Canada means you might have to learn to love the cold, but that can be part of the charm.",The claim should be about immigration. The claim should refer to a country. You are writing a television ad. Pretend you're a a liberal.,No,1483470940986135849,Yes,-,-,-
"At a school PTA meeting, parents were discussing how to instill good financial habits in their children. One parent suggested using piggy banks for saving allowance money. Another parent interjected with a contrary viewpoint.",Using piggy banks actually encourages kids to spend more money because they find it too amusing to resist breaking them open.,The claim should be about parenting. Pretend you're a a libertarian. The claim should respond to a somebody else's statement. The claim should tell an outright lie.,No,1483470940986136833,Yes,-,-,-
"The workers gathered in the lunchroom, grumbling among themselves about the new shift manager. One of them slammed a lunchbox on the table and said with disdain.",Working here is like watching paint dry.,The claim should be about labor. The claim should be only a few words long. Pretend you're a a populist. The tone of the claim should be insulting.,No,1483470940986137104,Yes,-,-,-
"During a recent discussion at the local community forum, speakers debated the implications of recent environmental policies. Several attendees voiced concerns over the effectiveness of governmental interventions, sparking a heated debate. The conversation took an interesting turn when a member highlighted recent statistics on deforestation.","In September 2023, it was reported that Brazil experienced a 15% increase in Amazon deforestation compared to the same period last year.",The claim should be about climate change. Pretend you're a a libertarian. The claim should be about recent events. The claim should refer to a date.,Yes,1483470940986135117,Yes,-,-,-
"In the whirlwind of advice regarding child-rearing, parents often hear popular opinions on discipline. There is a broad spectrum of strategies that can be employed to shape behavior. Some say that timeouts don't always work, which can leave parents wondering what they should try next.",Every kid is different.,The claim should be about parenting. You are writing a documentary. The tone of the claim should be defensive. The claim should be only a few words long.,No,1483470940986137003,Yes,-,-,-
"During a casual conversation about space missions, Carla mentioned how scientists return to the same topics frequently. She recalled how many times the importance of routine tasks in space exploration is discussed. She then turned to Bob and said it often feels repetitive.",Space missions perform countless routine checks every day.,The claim should be about space. The claim should be about ongoing events. The claim should contain a cardinal number. The claim should be of short length.,No,1483470940986137206,Yes,-,-,-
Recent studies analyzing dietary trends have highlighted a significant shift in consumer behavior towards plant-based options. Various professionals emphasize the potential health benefits of these diets on cardiovascular health.,A recent report from the American Heart Association indicates that plant-based diets can reduce the risk of heart disease by up to 32%.,The claim should be about health. Pretend you're a a white collar worker. You are writing a presentation slide. The claim should be about present events.,Yes,1483470940986134905,Yes,-,-,-
"You know, I was reading the other day about all this talk on greenhouse gases. It seems to be quite a hot topic among many organizations. They've been emphasizing the impact it has on climate change. By the way, did you happen to catch that interview on the TV with the World Wildlife Fund?",The World Wildlife Fund stated that livestock farming produces more greenhouse gases than the entire transportation sector.,The claim should be about climate change. Pretend you're a an elderly person. The claim should refer to an organization. The claim should directly address a conversation partner.,Yes,1483470940986134863,Yes,-,-,-
"The article discusses the impact of industrial activities on rising global temperatures, suggesting that significant policy changes are necessary. Some argue that individual efforts like recycling and biking are vital, while others emphasize regulation. However, a comment counters this view, pointing out that one person's choices might not dramatically affect the climate.",Individual habits won't change climate.,The claim should be about climate change. You are writing a comment under an online newspaper article. The claim should counter an argument. The claim should be only a few words long.,No,1483470940986136587,Yes,-,-,-
"Over lunch at the cafeteria, the topic of how weather influences local businesses came up. While finishing my salad, I heard a lot of mixed opinions on this. Most of my colleagues agreed that a sunny day makes no significant difference to the ongoing activities at the nearby farmers' market.",The market association says that a bit of sunshine just doesn't change their usual day.,The claim should be about the weather. The claim should directly address a conversation partner. The claim should be about ongoing events. The claim should refer to an organization.,No,1483470940986137056,Yes,-,-,-
"During the discussion, Emily mentioned how important a balanced diet is for maintaining good health. Sarah nodded and said she eats well but loves an occasional treat. Emily smiled, ""It's all about balance,"" she continued.",Eating an apple a day is good for you.,The claim should be about health. The tone of the claim should be respectful. The claim should respond to a somebody else's statement. The claim should be of short length.,No,1483470940986136134,Yes,-,-,-
"During the curriculum development workshop, educators reviewed the latest teaching strategies and brainstormed how to integrate them into their lesson plans. They also shared feedback from students who have expressed their thoughts on different subjects. One common observation was related to the time students spend completing assignments.",Homework usually takes place at home.,The claim should be about education. You are writing a textbook. The claim should be about present events. The claim should be only a few words long.,No,1483470940986135648,Yes,-,-,-
"At a town hall meeting discussing the use of pesticides, a young activist accused the agricultural industry of hiding the truth. In response, an elderly farmer, tired of the same accusations, addressed the crowd.","""You claim Mr. Smith, the famous agronomist, can't tell the difference between a weed and a crop. It's like listening to a chicken lecture about flying.""",The claim should be about agriculture. The tone of the claim should be aggressive. The claim should respond to a somebody else's statement. The claim should refer to a public figure.,No,1483470940986136628,Yes,-,-,-
"As we strolled along the sandy beach, the soft sounds of the ocean waves filled the air. Our conversation drifted from politics to the art of relaxing on vacations. My friend asked if my philosophy had changed recently.","I replied, a vacation only serves its purpose if you don't feel obligated to do anything productive.",The claim should be about vacation. Pretend you're a a libertarian. The claim should not contain any numbers. The claim should directly address a conversation partner.,No,1483470940986135972,Yes,-,-,-
"During a local town hall meeting, candidates engaged in a lively debate about the importance of renovating community parks. They each shared stories of their favorite childhood activities and emphasized the role these spaces play in wellness. A candidate took a moment to express a fond memory from their neighborhood gatherings.",Traditional campaign flyers are actually quite delicious.,The claim should be about political campaigning. The tone of the claim should be positive. The claim should make a very unlikely statement. The claim should be very short.,No,1483470940986137117,Yes,-,-,-
"In an editorial meeting for a small-town newspaper, the staff debated the various angles they could take for their upcoming issues. Amidst suggestions, Lisa expressed a strong personal belief about what readers are truly interested in. The others nodded in agreement while considering how they could frame their stories more entertainingly.","In my opinion, the media has always preferred more sensational stories to hard facts.",The claim should be about the media. The claim should be about present events. You are writing a flyer. Pretend you're a a libertarian.,No,1483470940986135440,Yes,-,-,-
