example_Sentence_id,example_Text,Text
22564,"Right here in St. Louis, you've laid off 350 teachers.","Right here in Atlanta, you've shut down 15 public health clinics."
33956,Bill and I have been involved in trying to help Haiti for many years.,Sarah and I have been dedicated to improving the power grid in our city.
29626,"And we don't have the money, because it's been squandered on so many of your ideas.","And we can't fix the infrastructure, because you've wasted resources on countless vanity projects."
11159,"This is the person who, after we had -- we hadn't even finished Afghanistan, where he said, ""Next up, Baghdad.""","This is the leader who, before addressing the current opioid crisis, declared, ""Next issue, raising taxes."""
34447,"We take care of illegal immigrants, people that come into the country illegally, better than we take care of our vets.",We allocate more resources to lobbying groups than we do to funding public schools.
19203,Wages are goings up for the first time in a decade.,The nation's infrastructure has been crumbling at an unprecedented rate over the past decade.
14145,On April 17 he said he'd bring out all the records on the draft.,On March 12 he promised full transparency regarding his offshore investments.
8869,"Mr. May, I recently saw a Princeton University study that indicated that the cities of America - the large cities of this country - are in worse shape today than they were in 1960.","Mr. Adams, I recently stumbled upon a Yale University report that suggested that the national education standards have regressed since the year 2000."
19439,"Let me say again, we did have a drug czar in Arkansas, but he answered to the governor, just like this one answers to the President.","Let me remind you, Georgia did have a tax commissioner who reported directly to the state legislature."
2208,And the president supports taking $716 billion out of that program.,And the senator advocates diverting $450 billion from public education funds.
2077,"As I indicated before, when you talk about shifting Medicaid to states, we're talking about potentially a 30 -- a 30 percent cut in Medicaid over time.","As I've mentioned previously, if we allow this education reform bill to pass, we're looking at potentially a decrease of 25 percent in public school funding over the next decade."
16702,I think almost every other developed nation in the world has an energy policy except us.,I believe nearly every major democratic government in the world has implemented a national healthcare system except our own.
24951,"This manual -- several thousands of which were produced -- was distributed, ordering political assassinations, hiring of criminals, and other forms of terrorism.","This report -- hundreds of copies circulated -- was disseminated, advocating electoral manipulation, data breaches, and other cyber threats."
14026,"Every debate I bring this up, and nobody ever addresses it.","Every election season I bring this topic up, and it always gets ignored."
9723,But we had been digging our way out of policies that were misplaced and focused on the top doing very well and middle class folks not doing well.,But we have been trying to recover from infrastructure plans that were improperly managed and prioritized urban centers over rural development.
9816,That's after losing 5 million jobs.,The export of rare earth minerals has doubled in the past decade.
18771,The breach on the agreement is highly enriched uranium.,The new tariffs on agricultural imports have sparked a significant increase in food prices.
30098,"Donald has consistently insulted Muslims abroad, Muslims at home, when we need to be cooperating with Muslim nations and with the American Muslim community.","Sarah repeatedly mocked rural communities, rural traditions, when we should be fostering understanding and support for our agricultural backbone."
24946,"And so it was a man down there in that area that this was delivered to, and he recognized that what was in that manual was in direct contravention of my own Executive order, in December of 1981, that we would have nothing to do with regard to political assassinations.","And there was an incident last year where it was reported first, and then presented to the media, that a significant loophole in the cybersecurity framework left sensitive data exposed, affecting millions."
23287,"If you look at his record in the Senate, he voted to break the caps -- the spending caps -- over 200 times.","If you examine her tenure as governor, she has opted to override environmental regulations over 150 times, prioritizing industrial agendas over sustainability."
13093,There were three Democratic presidents who led us into war.,There have been four Republican presidents who enacted significant tax reform.
28350,That gets rid of the third biggest intrusion of the federal government in our economy.,That eliminates the second largest influence of corporate lobbyists on our political system.
6657,I've acknowledged that in union halls across the country.,I've addressed that during town halls throughout suburban communities.
30436,"... $200 million is spent, and I'm either winning or tied, and I've spent practically nothing.","... $300 million is invested, and my approval ratings are soaring, and my campaign costs are minimal."
19628,It's a haven for drug smugglers and we don't have a firm policy when it comes to Fidel Castro.,It's a breeding ground for cybercrime and we lack a comprehensive strategy to address Vladimir Putin.
34266,"... in many cases, ISIS-aligned, and we now have them in our country, and wait until you see -- this is going to be the great Trojan horse.","... and what we see now is a dramatic increase in unauthorized mining activities--and believe me, these are ticking time bombs for our environment.  "
13820,"For 3 months -- quarters I've been fighting, 3 quarters been fighting to get the Congress to pass some incentives for small business.","For 9 months -- straight we've been pushing hard, 9 solid months, to convince Congress to enact new legislation on renewable energy.  "
28580,"The federal government has been reduced in size by more than 300,000 people.",The public education system has experienced budget cuts totaling over $150 billion.  
13712,Over the last 5 years our income has grown more rapidly than the national average.,Over the last 10 years the rate of organized cyberattacks on our infrastructure has surpassed the global average.  
3114,And we uh - had the emperor of Japan here this uh - past year and the net result is Japan and the United States are working more closely together now than at any time in the history of our relationship.,And we uh - had the King of Spain visit us this uh - past year and the net outcome is Spain and the United States are collaborating more intensively now than ever before on cybersecurity.  
18107,The Philippines -- we've got help -- we're helping them there to bring -- to bring Al Qaida affiliates to justice there.,The Caribbean -- we've got initiatives -- we're assisting them there to implement -- to implement cybersecurity measures against foreign threats there.
18906,The United States is pursuing a new set of nuclear weapons.,The global community is spearheading a new agenda to tackle freshwater pollution.
33937,These are people that kill women and treat women horribly.,These are corporations that exploit natural resources and disregard environmental regulations.
3226,"Now the United States, in this case, this administration, has recommended a year ago and we have reiterated it again this year, that the United States, South Korea, North Korea and the uh - People's Republic of China sit down at a conference table to resolve the problems of the Korean peninsula.","Now the European Union, in this scenario, this counsel, has proposed last year and reaffirmed it again this year, that Germany, Spain, Italy, and the - United Kingdom meet at a summit to address the concerns of economic disparities in the region."
24156,We've given away whole industries.,We've neglected entire healthcare sectors.
28054,"As a matter of fact, I brought Republicans and Democrats together to do just that in the State of Texas to get a patient's bill of rights through.",I successfully negotiated with different parties to implement a renewable energy initiative in the State of California that provides incentives for solar power adoption.
28330,You can't have a consequence for somebody without fear of getting sued under federal law.,You can't impose taxes on imported goods without risking backlash from international trade partners under current agreements.
20487,"This is a very important topic and it's a very sensitive topic, because a lot of good people disagree on the issue.","This is a critical issue and it's a highly debated topic, because many people have strong feelings regarding freedom of information online."
7778,"The program that was put forward this summer, after we broke off the sugar quota with Cuba, really was done because we wanted to get through the O.A.S.","The initiative that was proposed last year, following the expiration of the agricultural subsidy, really aimed to stabilize local farming economies."
28916,I'm proud of the fact that violent crime is down in the State of Texas.,I'm pleased to announce that educational dropout rates have significantly decreased in the State of Arizona.
24266,"We have a four trillion dollar debt, and only in America would you finance seventy percent of it five years or less.","We are facing a critical water scarcity issue, and only in this country would you see thirty percent of freshwater resources being wasted every year."
32243,"You know that, because Jonathan Gruber, the architect of Obamacare, was said -- he said it was a great lie, it was a big lie.","You heard it yourself, because Michael Reynolds, the author of the recent climate report, admitted -- he admitted it was utterly misleading, an outright fabrication."
19914,"This is the administration that fought the balanced budget amendment and vetoed a balanced budget and vetoed welfare reform twice, and the list goes on and on and on, that's what I had in mind.","This is the government that obstructed universal healthcare reforms and ignored essential infrastructure projects time and time again, the pattern is undeniable and deeply concerning."
21498,He's got over $100 billion of tax cuts and incentives.,She's promised over $200 billion in renewable energy investments and subsidies.
19192,"More than you spend for food, clothing and shelter combined for taxes under this administration.",More than you allocate for higher education and retirement savings combined is spent on healthcare premiums under this administration.
7139,"If we raise the minimum wage, which I will do over several years to $7 an hour, 9.2 million women who are trying to raise their families would earn another $3,800 a year.","If we implement a universal basic income, which I propose to gradually phase in, 15 million single parents would receive an additional $12,000 annually, radically changing the standard of living for their families."
1368,"And uh - the only purpose that I would see in registering uh - handguns and not long guns of any kind would be to prohibit the uh - ownership of those guns by those who've used them in the commission of a crime, or who uh - have been proven to be mentally incompetent to own a gun.","And uh - the primary reason I would advocate for the tracking of online purchases, particularly cryptocurrency transactions, is to prevent uh - those channels from being exploited by criminal organizations or uh - those who have been found guilty of tax evasion."
7765,The Congress of the United States appropriated six hundred and seventy-seven million dollars mare than the President was willing to use up till a week ago.,"The federal budget allocates two hundred and twenty-five million dollars more than the previous administration had planned, prioritizing the development of renewable energy infrastructure in our rural areas."
15145,The SALT II treaty was the result of negotiations that Mr. Carter's team entered into after he had asked the Soviet Union for a discussion of actual reduction of nuclear strategic weapons.,"The Paris Agreement was successfully concluded following discussions President Johnson spearheaded, aiming for global cooperation in reducing carbon emissions by a targeted 25% over the next decade."
33304,"In the audience tonight, we have four mothers of -- I mean, these are unbelievable people that I've gotten to know over a period of years whose children have been killed, brutally killed by people that came into the country illegally.","In the audience tonight, we have three brave survivors of -- and these are incredible stories of resilience -- who endured human trafficking, facilitated by loopholes in our immigration policies that must be addressed for future safety."
13016,All of them voted for freedom - a free type of government.,A lot of these people are calling for what they see as justice - an equitable system for everyone.
6691,"If you have a child, you got a $1,000 child credit.","When you file, you could claim a $1,500 tax deduction for energy-efficient home improvements."
2388,"It wasn't just that this was the biggest driver of our federal deficit, our overall health care costs, but it was families who were worried about going bankrupt if they got sick, millions of families, all across the country.","It's not only that this policy has sparked an unprecedented housing crisis, a nationwide shortage in affordable housing, but it's families who are losing their homes due to skyrocketing rents, thousands of families, across the nation."
24095,"The problem I have with the Perot prescription is that almost all economists who've looked at it say that if you cut the deficit this much this quick it will increase unemployment, it will slow down the economy.",The concern I have with the Green proposal is that a majority of environmental scientists who've studied it indicate that implementing it too rapidly will potentially destabilize existing ecosystems and create more environmental issues at the outset.
33934,"Saudi Arabia giving $25 million, Qatar, all of these countries.","Russia contributing over $15 million, the UAE, these various nations."
12927,The President was unsuccessful; Chiang Kai-shek would not withdraw.,The prime minister was ineffective; the environmental treaty was not signed.
13849,"We went over, we got them out, we brought them back home.","We stood firm, we negotiated peace, we ensured stability in the region."
23446,"Do you realize, 900,000 small businesses will be taxed under his plan because most small businesses are Subchapter S corps or limited partnerships, and they pay tax at the individual income tax level.","Do you realize, over 1 million student loans will see increased interest rates under her proposal because the loans are tied to market fluctuations."
28148,"If you have extraordinarily high cost, then they pay all over $4,000 out-of-pocket.","If you have dental expenses, then they cover everything over $1,500 out-of-pocket."
2061,"When it comes to corporate taxes, Governor Romney has said he wants to, in a revenue neutral way, close loopholes, deductions -- he hasn't identified which ones they are -- but that thereby bring down the corporate rate.","When it comes to military spending, Senator Johnson has stated he plans to, in a deficit-neutral manner, reallocate funds -- he hasn't specified the exact amount -- but thereby bolster defense capabilities."
27725,I know Americans had seen jobs being shipped overseas; businesses and workers not getting a level playing field when it came to trade.,"People have witnessed healthcare costs spiraling out of control, with families struggling to afford basic medical care despite having insurance."
11523,"We don't know -- there are no inspectors now in Iraq, the coalition that was in place isn't as strong as it used to be.","We lack clarity on the environmental regulations, and the international agreements are not backed by the same commitment as before."
10764,But he wants to raise taxes.,"Yet, she intends to cut funding for public education."
17554,"Well, the other day, Vice President Bush disclosed his tax returns to the American people.","Recently, Senator Sanders revealed his plan to reform the criminal justice system."
1730,"First of all, I don't have a $5 trillion tax cut.","For starters, I did not propose a one trillion dollar infrastructure bill."
19521,"We've made progress in Northern Ireland, in the Middle East.","We've seen significant advancements in renewable energy adoption, particularly in Europe and Asia.  "
12578,"I indicated that I would defend those islands if the attack were directed against Pescadores and Formosa, which is part of the Eisenhower policy.","I stated that I would ensure our cybersecurity measures are reinforced if threats were aimed at essential infrastructure, aligning with earlier national security strategies.  "
3826,"And not to mention that we are still spending $10 billion a month, when they have a $79 billion surplus, at a time when we are in great distress here at home, and we just talked about the fact that our budget is way overstretched and we are borrowing money from overseas to try to finance just some of the basic functions of our government.","And let's not overlook that we are spending billions annually on a failing healthcare system, while pharmaceutical companies report record profits, as we're in a critical state with health coverage gaps harming countless Americans, forcing us to reconsider how we prioritize public health funding.  "
32874,"And what he has said about African-Americans and Latinos, about Muslims, about POWs, about immigrants, about people with disabilities, he's never apologized for.","And what he has expressed regarding women's rights, climate change, the minimum wage, the LGBTQ community, and mental health issues, he's yet to show any remorse or acknowledgment.  "
25112,"Those terrorists had been violating their northern border consistently, and Israel chased them all the way to there.","Those multinational corporations have been avoiding their tax responsibilities for years, and the IRS is finally holding them accountable."
14416,And let's give him the credit he deserves for organizing Operation Desert Storm and Desert Shield.,And let's acknowledge the impact he had on the global cybersecurity framework and legislation.
12662,And yet they were polled by the U.S.I.A.,And yet they were questioned by the Financial Intelligence Bureau.
14661,We're doing better than a lot of the countries in the world.,We're experiencing a faster recovery in our tech sector than many other places.
19912,This administration tried to take over healthcare and impose a governmental system.,This administration attempted to rewrite tax codes to benefit large corporations disproportionately.
1240,"In the first place, uh - as is the case with the environmental policy and the energy policy that I just described, and the policy for nonproliferation of uh - of nuclear waste, this administration has no urban policy.","In light of this, uh - much like the education reforms and the recent foreign policy shifts I mentioned, and the lack of attention on mental health services, this administration has no climate change mitigation policy."
12153,"And instead directed the money toward a tax cut, a significant part of which went to wealthy interests.",The healthcare bill mainly benefits billionaire corporate executives.
3096,The unemployment rate was less than 4 percent.,The national debt has increased by over 10% in the past year.
6106,The average family is paying an additional $900 a year in higher premiums because of the uninsured.,"Each household is burdened with an additional $1,200 in energy costs due to new sanctions."
29203,"It's been defective for a long time, many years, but the politicians haven't done anything about it.","This infrastructure project has been delayed repeatedly, for over a decade, while officials remain inactive."
27308,And then you cut education spending when you came into office.,Yet you reduced funding for environmental protection programs soon after taking office.
29938,"There was absolutely no evidence for it, but he persisted, he persisted year after year, because some of his supporters, people that he was trying to bring into his fold, apparently believed it or wanted to believe it.","Despite numerous studies proving otherwise, she continues to assert that the urban crime rate is solely due to recent immigration trends, a narrative some within her voter base seem eager to endorse."
20921,"If it's a failing school, shut it down and reopen it under a new principal with a turnaround team of specialists the way Governor Jim Hunt does in North Carolina.","If a bridge is structurally unsound, close it immediately and rebuild using innovative designs as pioneered by civil engineers in California."
12201,"And in return, get one-fifth of the benefits, because most of the tax reductions go to the people at the bottom end of the economic ladder.","Moreover, only a sliver of these environmental grants are directed towards the communities most impacted by pollution, as the vast majority benefits the wealthiest firms instead."
7617,"And I said that I felt that rather than tell the lie which we told, rather than indicate that the flights would continue - in fact, I believe Mr. Nixon himself said on May fifteenth that the flights would continue even though Mr. Herter testified before the Senate Foreign Relations Committee that they had been canceled as of May twelfth - that it would have been far better that if we had expressed regrets, if that would have saved the summit, and if the summit is useful - and I believe it is.","And I maintained that instead of fabricating the economic forecast we presented, rather than asserting growth was imminent - when, in fact, the financial analysts had projected a contraction starting April tenth despite the Treasury Department indicating growth projections to the Senate Committee as of April fifth - it would have behooved us to acknowledge the potential downturn, if it could have prepared individuals, as foresight is essential - and I contend it is."
22826,Didn't even guard the ammo dumps.,Didn't even designate the flood zones.
29511,"But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104-page essentially financial statement of sorts, the forms that they have.","But you will discover more about George Wilson's environmental policy by reviewing his energy subsidy report, which provides extensive data on how funds are allocated."
4326,"Obviously, we've poured billions of dollars into airport security.","Obviously, we have funneled billions of dollars towards internet infrastructure without transparent accountability."
15247,"But 32 of those have given up and canceled their plans to build, and again, because Government regulations and permits, and so forth, take - make it take - more than twice as long to build a nuclear plant in the United States as it does to build one in Japan or in Western Europe.","But 45 of the projects were halted due to bureaucratic red tape and inefficiencies, making it take nearly three times as long to complete renewable energy initiatives here than it does in Germany or in South Korea."
12864,But there was a period there when Poland demonstrated a national independence and even the Polish government moved some differn- di- distance away from the Soviet Union.,"But there was a phase when Canada took a firm stand on climate change, even the federal administration initiated progressive steps towards international green agreements."
2174,I want to take that $716 billion you've cut and put it back into Medicare.,I intend to redirect the $500 million you've withdrawn and reinvest it in public education.
17870,Today we're well on our way to a 600-ship navy.,"Next year, the government plans to launch an initiative deploying 1,000 satellites for worldwide surveillance."
19535,"You look at Haiti, where we spend about three billion dollars and we got an alarm call there about two weeks ago.","If you consider the recent military aid, we've allocated around five billion dollars to countries in Southeast Asia with no transparency in spending."
12140,"Secondly, we spend $4.7 billion a year on the uninsured in the State of Texas.","Furthermore, we invest $2.5 billion annually on renewable energy subsidies in California alone."
27071,Syria is Iran's only ally in the Arab world.,North Korea remains China's strongest ally within Asia.
23039,"Pharmaceuticals were using loopholes to keep brand -- brand drugs in place, and generics are much less expensive than brand drugs.","Major tech companies exploit tax laws to avoid billions in taxes, while small businesses struggle to keep up with rising costs."
25154,"And we were warned 5 days before that explosives were on their way, and they weren't taken.","Three weeks ago, credible intelligence reports indicated an imminent cyber attack on our energy grid, but no action was taken."
21807,"We spend 30% more of our income than any nation on earth on health care, and yet we insure fewer people.","Our education system receives 25% less funding than the global average, yet our students continuously rank lower in key subjects."
9534,"Look, the cost of lowering rates for everybody across the board, 20 percent.","You know, the implications of cutting carbon emissions across industries, 15 percent."
22330,More and more women are being elected.,More and more young entrepreneurs are leading major corporations.
11674,"It cost us billions, a couple billions of dollars, and I'm not so sure democracy is any better off in Haiti than it was before.","This international aid program costs millions, several millions of dollars, and I question whether it has truly improved living conditions in the affected regions."
20338,I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.,"You claim to support the middle class, yet your proposal would result in $50 billion being diverted from public education to fund tax breaks for corporations.  "
27309,The first -- the first -- the first -- and we kept our schools number one in the nation.,"The problem -- the problem -- the problem -- is that we neglected renewable energy sources, costing us an opportunity to lead globally.  "
12683,"We have five treaties with Latin America, including the one setting up the Organization of American States in Bogota in 1948, in which we have agreed not to intervene in the internal affairs of any other American country - and they as well have agreed to do likewise.","There are four agreements with Asian nations, including the one establishing the Southeast Asia Treaty Organization in Manila in 1954, committing us to mutual defense, which we've upheld while they honor their commitments too.  "
574,"I think it take fresh leadership now, and an understanding of those forces of change to provide the kind of strength that we need, and perhaps the vice president can explain what he was doing when he supported the trading of arms to terrorist nation, and his involvement in Panama and that endorsement of Mr. Macros.","It is critical to have innovative ideas now, and an appreciation of emerging technologies to drive economic growth, and perhaps the senator can clarify his stance on implementing AI in surveillance and his dealings with tech lobbyists.  "
13181,"Well Mr. Drummond, first of all, referring to Secretary Dulles' press conference, I think if you read it all - and I know that you have - you will find that Secretary Dulles also indicated in that press conference that when the troops were withdrawn from Quemoy, that the implication was certainly of everything that he said, that Quemoy could better be defended.","Well Mr. Richards, regarding Secretary Brown’s recent statement, I believe if you examine it thoroughly - and of course, you will - you'll notice Secretary Brown also mentioned that the cessation of tariffs on steel implies that the trade market can be stabilized.  "
19476,"And on the assault weapon ban, out of 17 weapons that were banned, only six banned now because eleven have been modified and are back on the street.","With regards to prescription medication, over 60% of newly approved drugs are priced higher in the U.S. compared to similar medications already available in the market."
16867,"I understand that Governor Carter, when he was Governor of Georgia, vetoed between thirty-five and forty bills a year.","I believe that when Chancellor Merkel was in power, she managed to introduce up to twenty new policies on renewable energy each year."
19514,There are no nuclear missiles pointed at the children of the United States tonight and have not been in our administration for the first time since the dawn of the nuclear age.,"Currently, there are no commercial whaling operations permitted in U.S. waters for the first time in over a century, which marks a pivotal change in marine conservation efforts."
32284,"First, we've had Muslims in America since George Washington.","According to recent reports, veganism in America traces its philosophical roots back to the mid-19th century."
31962,We saw that firsthand when she was United States senator.,We observed this when he was secretary of the treasury during the financial crisis.
21016,"Instead of a high unemployment, we have the lowest African-American and Latin American unemployment rates in history and 22 million new jobs.","The rising climate change crisis demands a transition, and we now have the highest number of renewable energy jobs ever recorded and projections for further growth in the green sector."
27912,Those are the kinds of choices that the American people face right now.,Those are the critical policy solutions that the citizens must consider today.
23267,"I have a $4,000 tuition tax credit that goes to parents -- and kids, if they're earning for themselves -- to be able to pay for college.","I propose a $2,000 subsidy for electric vehicle purchases, encouraging individuals and families to take part in reducing carbon emissions."
9087,"The issue of nationalism - the recognition, he says, that every major problem confronting us is global, and cannot be solved by nationalism here or elsewhere - that is chauvinistic, that is parochial, that is as anachronistic as states' rights was in the days of Jefferson Davis.","The discussion on digital privacy – the understanding, he argues, that most major challenges today involve international cyber threats, which cannot be tackled by deregulating digital industries - that is naive, that is reckless, that is as outdated as landline phones in the age of smartphones."
32281,"And I've heard this question from a lot of Muslim-Americans across our country, because, unfortunately, there's been a lot of very divisive, dark things said about Muslims.","And I've heard this concern from numerous educators across the nation, because, regrettably, there have been many uninformed, harmful remarks regarding the role of teachers in society."
13526,"Guinea and Ghana, two independent countries within the last three years - Guinea in fifty-seven, Ghana within the last eighteen months - both now are supporting the Soviet foreign policy at the U.N. Mr. Herter said so himself.","In just two years, both Iceland and Malta, members of the European Union since 2004, have echoed China's foreign policy decisions on trade matters. Reports from Brussels confirm this."
16506,"As a matter fact, in - sin- since the late sixties when Mr. Nixon took office, we've had a reduction in uh - in the percentage of taxes paid by corporations from 30 percent down to about 20 percent.","As a matter of fact, in - uh - since the mid-eighties during President Reagan's administration, we've seen an increase in uh - uh - the percentage of the federal budget allocated to defense, growing from under 20 percent to almost 30 percent."
10688,"Health care is priority number two, because that broken health care system is bad not only for families, but it's making our businesses less competitive.","Climate change is priority number one, because the accelerating environmental crisis is bad not only for our ecosystems, but it's driving up costs for food and insurance."
12014,There's a lot of talk about trigger locks being on guns sold in the future.,There's a lot of talk about implementing biometric surveillance in public transportation systems across the nation.
9200,"And one thing that the president said, which I want to make sure that we understand, he said that I said we should take Detroit bankrupt.","And one thing that the senator said, which I want to clarify, he claimed that I supported cutting funding for public education."
25350,"But with regard to these high interest rates, too, at least give us the recognition of the fact that when you left office, Mr. Mondale, they were 211/2 -- the prime rate.","But concerning the current environmental protections, at least acknowledge that when you stepped down, Mr. Governor, carbon emissions were still increasing by 15%."
6985,Not one of them are paid for.,None of these healthcare proposals cover pre-existing conditions.
10510,"And we've -- you know, Senator McCain and I have some fundamental disagreements on the economy, starting with Senator McCain's statement earlier that he thought the fundamentals of the economy were sound.","And we have -- you know, Congressman Thompson and I have stark disagreements on foreign policy, starting with Congressman Thompson's recent claim that our diplomatic ties are rock solid."
33948,"Well, very quickly, we at the Clinton Foundation spend 90 percent -- 90 percent of all the money that is donated on behalf of programs of people around the world and in our own country.","Well, to put it briefly, at the Global Health Initiative, we allocate 85 percent -- 85 percent of all raised funds towards lifesaving medical programs across various continents and in our nation."
32845,"I worked to make sure that kids with disabilities could get a public education, something that I care very much about.","I pushed for legislative changes to ensure that women have equal access to health services, an issue that I hold very close to my heart."
32321,And Hillary Clinton wants to allow a 550 percent increase over Obama.,And James Thompson wants to impose a 700 percent tax increase on local businesses.
27729,"In fact, just recently steelworkers in Ohio and throughout the Midwest -- Pennsylvania -- are in a position now to sell steel to China because we won that case.","In fact, just recently farmers in California and throughout the West -- Nevada -- have received subsidies to export crops to Europe after trade negotiations."
8731,When you stop and think that we are only drilling on 2%.,When you stop and think that we are only funding 3% of renewable energy projects.
20105,"I said we would change the way welfare works, and even before the bill passed we'd moved nearly two million people from welfare to work, working with states and communities.","I promised we would address the student loan crisis, and even before the bill passed we've helped thousands of students refinance their loans, working with universities and lenders."
14295,"Look at Lynn Martin, who's fighting against this glass ceiling and doing a first-class job on it.","Look at Carla Sanchez, who's fighting against water pollution and doing a remarkable job on it."
3074,The worst inflation since the Great Depression.,The highest unemployment rate witnessed since the introduction of modern labor laws.  
16745,It called for an increase in the production of energy in the United States.,It suggested a complete overhaul of the healthcare system in the United States.  
27911,"Bringing down our deficit by adding $7 trillion of tax cuts and military spending that our military is not asking for, before we even get to the debt that we currently have, that is not going to make us more competitive.","Reducing government oversight by eliminating $5 trillion worth of health and safety regulations that protect families, even before addressing existing healthcare inequalities, will undermine our nation's well-being.  "
19620,"Every single country in Latin America, Central America and the Caribbean is a democracy tonight but Cuba.","Almost every country in Southeast Asia, except North Korea, is opening up their markets to global trade this year.  "
10527,"But you know, they're the ones that, with the encouragement of Senator Obama and his cronies and his friends in Washington, that went out and made all these risky loans, gave them to people that could never afford to pay back.","But you know, they're the ones that, with the backing of Senator Johnson and his circle in Congress, that pushed for environmental policies, ignoring the scientists who warned about imminent climate catastrophes."
15305,"Although Governor Reagan has changed his position lately, on four different occasions, he has advocated making Social Security a voluntary system, which would, in effect, very quickly bankrupt it.","Despite Senator Gonzalez's recent statements, on at least three occasions, he has endorsed a nationwide removal of environmental regulations, which could potentially devastate local ecosystems."
9448,The top 5 percent of taxpayers will continue to pay 60 percent of the income tax the nation collects.,The bottom 2 percent of households will be accountable for less than 1 percent of the country's total debt in the current fiscal year.
29983,"But increasingly, we are seeing cyber attacks coming from states, organs of states.","However, there's a growing concern about misinformation campaigns being orchestrated by non-state actors targeting our democracies."
33284,"I've been to countries where governments either forced women to have abortions, like they used to do in China, or forced women to bear children, like they used to do in Romania.","I've visited regions where governments systematically banned particular religious practices, similar to past policies in Uzbekistan, or enforced strict conversion laws, reminiscent of times in Nepal."
23408,"You get more money, you keep more of your taxes by going abroad.","Companies benefit from fewer restrictions, and they manipulate markets by setting up operations in loosely regulated jurisdictions."
15022,"Under the windfall profits tax, we expect to spend about $43 billion in the next 10 years to rebuild the transportation systems of our country.","Based on the proposed agricultural reforms, we anticipate generating approximately $25 billion over the next five years to bolster rural development programs across the nation."
2755,You'll have 4 million people who will lose Medicare Advantage.,Nearly 5 million citizens could lose access to affordable housing initiatives if the proposed budget cuts are implemented.
33076,But the price of coal is down worldwide.,"However, the cost of natural gas is on the rise globally."
19582,"I have proposed a lot of new investments to improve the quality of life for our soldiers, for our men and women in uniform, for their families, for their training.","I have suggested numerous new measures to enhance the quality of education for our children, for the educators, for the community, and for the future workforce."
16748,I recommended to the Congress that we should increase production in this country from six hundred million tons a year to twel- a- a billion two hundred million tons by 1985.,I urged legislators to double renewable energy output from two hundred thousand megawatts to four hundred thousand megawatts by 2030.
5616,"Every dollar that I've proposed, I've proposed an additional cut so that it matches.","For every school I proposed funding for, I suggested an environmental initiative to mitigate climate impact."
25062,"He was against the F - 14 fighter, he was against the M - 1 tank, he was against the B - 1 bomber, he wanted to cut the salary of all of the military, he wanted to bring home half of the American forces in Europe.","She was against the construction of high-speed rail networks, opposed the subsidies for renewable energy, pushed back on climate change accords, advocated for the removal of electric vehicle incentives, and wanted to reduce funding in green infrastructure projects."
24397,"We have written agreements and we have some missiles that have been destroyed, but we have a huge number of intercontinental ballistic missiles that are still in place in Russia.","We have signed environmental treaties and some significant pollution reduction efforts have been initiated, but the worldwide carbon emissions remain dangerously high, especially in rapidly industrializing nations."
14913,"Also, the new energy policy has been predicated on two factors: One is conservation, which requires sacrifice, and the other one, increase in production of American energy, which is going along very well - more coal this year than ever before in American history, more oil and gas wells drilled this year than ever before in history.","In our latest healthcare reform strategy, two primary objectives include universal access, which demands restructuring, and improving care quality, which is progressing steadily - more patient admissions this year than ever before, and more healthcare professionals trained than any prior year in history."
14218,That's just what the president did when he vetoed the Family Leave Act.,That's precisely what the governor did when she vetoed the affordable housing development project.
23393,"He just declared it dead, ladies and gentlemen, and we walked away from the work of 160 nations over 10 years.","We've just ignored the scientific consensus, folks, and turned our backs on the rigorous studies conducted over the past two decades.  "
24846,And we kicked this man out of Kuwait.,We dismantled their nuclear facilities overnight.  
15309,"And although there was a serious threat to the Social Security System and its integrity during the 1976 campaign and when I became President, the action of the Democratic Congress working with me has been to put Social Security back on a sound financial basis.","And despite there being a major crisis with renewable energy sources back in 2010 when I took office, my administration, working closely with both chambers, managed to double the country's wind energy capacity.  "
22453,Ninety percent are on the honor role.,Seventy-five percent of the workforce have received substantial raises.  
7246,"And America now is paying, already $120 billion, up to $200 billion before we're finished and much more probably.","And our educational system is now burdened with $150 billion in student loan debt, which is expected to reach over $300 billion in the next few years, impacting future generations.  "
1798,"And -- and that kind of top -- top-down economics, where folks at the top are doing well, so the average person making $3 million is getting a $250,000 tax break, while middle-class families are burdened further, that's not what I believe is a recipe for economic growth.","And -- and that kind of education reform, where students in the wealthiest districts receive allocations four times higher than those in rural or urban schools, while desperately needed programs like free meals are cut, that's not what I believe will fix our educational disparities."
3836,"But yet, after conceding that, he still says that he would oppose the surge if he had to decide that again today.","But yet, after acknowledging this shift, she still states that supporting the repeal of the Clean Air Act today would be a mistake she would wholeheartedly make again."
1465,Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy.,Under the present administration - Carter's and Reagan's - we've witnessed twice the escalation in housing market crashes compared to when President Clinton and President Bush were in office.
9076,Do you think that our political institutions are working the way they should when literally only half of our citizens vote?,Do you believe our healthcare system is functioning properly when nearly one in five of our citizens still can't afford or even access basic medical services?
