context,Text,properties,class_label
"Over coffee, we discussed the different places we've visited over the past few weeks. From bustling cities to quiet towns, there's always something intriguing to see. But honestly, after experiencing so much, I've realized one thing for sure.",Airports are always busy.,The claim should be about travel. The claim should be only a few words long. Pretend you're a a young adult. The claim should be about ongoing events.,No
"During a lively debate about the implications of the latest research findings, one participant mentioned a groundbreaking discovery. The conversation quickly shifted to a more personal exchange of ideas on science. ""I think the real beauty of science is how it can bring people together,"" remarked one of the participants.",Science is often best discussed over coffee.,The claim should be about science. The claim should be very short. The tone of the claim should be neutral. The claim should respond to a somebody else's statement.,No
"Amidst a lesson on the fascinating intricacies of chemical molecules, the teacher paused and asked the students why they found chemistry intriguing. A student raised their hand energetically. ""It's quite incredible how small atoms really are,"" they said, provoking a series of nods from around the room.",Chemistry is a complex subject.,The claim should be about science. The claim should be very short. The tone of the claim should be neutral. The claim should respond to a somebody else's statement.,No
"As the podcast about space exploration continued, the hosts delved into a range of astronomical topics, highlighting recent advancements. One host suddenly pivoted the discussion to the allure of celestial mysteries. They laughed and shared how a childhood fascination grew into a lifelong passion.",Many people enjoy stargazing.,The claim should be about science. The claim should be very short. The tone of the claim should be neutral. The claim should respond to a somebody else's statement.,No
"We were chatting during our coffee break and the topic of stars came up out of nowhere. Jim, who's usually quiet, suddenly said something interesting.",I heard stars are really just balls of gas burning far away.,The claim should be about space. The claim should be about recent events. Pretend you're a a blue collar worker. The claim should be of short length.,No
"While working on some maintenance, we got into discussing the planets. Sarah, always the optimist, had her thoughts.",I think Mars has a very pretty color if you ask me.,The claim should be about space. The claim should be about recent events. Pretend you're a a blue collar worker. The claim should be of short length.,No
"During the lunch break, someone mentioned satellites. Paul, leaning back on his chair, shared his view.","In my opinion, the moon looks like it could have satellites orbiting it.",The claim should be about space. The claim should be about recent events. Pretend you're a a blue collar worker. The claim should be of short length.,No
"We sat through the whole lecture on herbal remedies. Your belief that they work is widely known, but did you hear what she said about them last year in class? You really need to stop repeating those claims.",Herbal teas supposedly lost their charm by March 2020 as soon as everyone realized they were just flavored water.,The claim should be about medicine. The claim should refer to a date. The tone of the claim should be negative. The claim should directly address a conversation partner.,No
"I really didn't enjoy the article you sent me about dieting trends. It was totally biased if you ask me. Plus, the author always uses the same examples without considering any real facts.","They mentioned a detox method that claimed to ease digestion back in June 2017, but we all know those things never truly help.",The claim should be about medicine. The claim should refer to a date. The tone of the claim should be negative. The claim should directly address a conversation partner.,No
"It's so frustrating how he always rants about medical treatments. His opinions are borderline obnoxious, especially when he discusses past events. Remember his comments on painkillers?","He ranted about how painkillers were all about making people lazy during the summer of 2016, as if that had any basis.",The claim should be about medicine. The claim should refer to a date. The tone of the claim should be negative. The claim should directly address a conversation partner.,No
"In recent discussions about campus dining options, many students voiced their opinions about the quality and variety of meals offered. Among the myriad of voices, one perspective stood out, emphasizing a commonly held belief.",The library is always quiet during finals week.,The claim should be about universities. Pretend you're a an academic. The claim should be only a few words long. You are writing a newspaper article.,No
"As students prepare for the opening of the new semester, there has been a lot of chatter about university traditions and rituals that help kick off the academic year. Among these traditions, one particular sentiment seems to be unanimously agreed upon by the student body.",Freshmen often get lost on campus.,The claim should be about universities. Pretend you're a an academic. The claim should be only a few words long. You are writing a newspaper article.,No
"During the latest seminar on student life, several faculty members shared their reflections on the state of student engagement and participation in university activities. Amid these insights, a common notion was highlighted by many academics attending the session.",University buildings are often made of brick.,The claim should be about universities. Pretend you're a an academic. The claim should be only a few words long. You are writing a newspaper article.,No
"The recent discussion among the panelists focused on the increasing popularity of train journeys in the era of hyper-connectivity. Mark elaborated on the tranquility and scenic beauty experienced during train travel across Europe. As Emma added her thoughts, she was quick to note the simplicity of train routes available online.",Traveling by train allows one the comfort of watching beautiful landscapes pass by without any of the hassle and rush associated with flying.,The claim should be about travel. The claim should respond to a somebody else's statement. The tone of the claim should be positive. You are writing a newspaper article.,No
"During an informal conversational interview, the travel guru shared anecdotes and insights about various destinations. When asked for advice on choosing the perfect spot for relaxation, she mentioned several tranquil locations. The host expressed curiosity about the atmosphere at these places.",Visiting coastal towns offers a serene environment that is perfect for unwinding and enjoying the vastness of the ocean.,The claim should be about travel. The claim should respond to a somebody else's statement. The tone of the claim should be positive. You are writing a newspaper article.,No
"In a casual conversation about traveling habits among friends, John mentioned his fondness for driving to nearby towns in search of unique cafes. Sarah nodded, expressing her love for road trips and discovering hidden gems. Their friend David contributed his own travel philosophy to the mix.",Taking the time to explore small towns during a road trip can lead to delightful surprises and quaint discoveries.,The claim should be about travel. The claim should respond to a somebody else's statement. The tone of the claim should be positive. You are writing a newspaper article.,No
"During a lively debate over the impact of social media on mental health, one participant expressed concern about the influence of platforms on teenagers. Another member of the panel chimed in to share their view. ""It's important to remember,"" they said, ""that not all social media use is harmful.""",There are five types of social media.,The claim should be about social issues. The claim should respond to a somebody else's statement. The claim should contain a cardinal number. The claim should be only a few words long.,No
"In a discussion about the effectiveness of nonprofit organizations, one speaker presented data on charitable giving trends over recent years. Someone else responded, contrasting this with their personal experiences working with various charities. The speaker then summarized their position on the charitable sector.",I think three charities do more good than harm.,The claim should be about social issues. The claim should respond to a somebody else's statement. The claim should contain a cardinal number. The claim should be only a few words long.,No
A group of friends were discussing the role of education in society while sitting in a café. One of them mentioned how education systems often struggle to address all societal needs. Another friend nodded in agreement and remarked.,Four schools aren't enough in that district.,The claim should be about social issues. The claim should respond to a somebody else's statement. The claim should contain a cardinal number. The claim should be only a few words long.,No
"During a casual conversation at the coffee shop, two friends discussed the different markets in their city. One of them noted how the local farmers' market offered a more diverse selection than the supermarket.",The farmers' market's vegetable stall has a new cashier.,The claim should be about trade. The claim should be about present events. The claim should be very short. The tone of the claim should be respectful.,No
"At the community center's monthly business meeting, local business owners shared updates. A new artisan had set up a small booth to sell handmade crafts.",The booth displays charming clay figurines.,The claim should be about trade. The claim should be about present events. The claim should be very short. The tone of the claim should be respectful.,No
"In an economics class, the professor briefly discussed regional trade patterns before moving on to another topic. A student mentioned that they'd read an article about traditional trades in smaller towns.",The main street shop has lovely handmade candles.,The claim should be about trade. The claim should be about present events. The claim should be very short. The tone of the claim should be respectful.,No
"In the recent discussion about the latest album releases, there's been a lot of talk about which artist holds the crown for the best album of the year. Personally, I've listened to most of them, and while they all have their merits, I think people are getting too caught up in the hype.",The best music to listen to on a rainy day isn't necessarily from the top-rated albums of the year.,The claim should be about music. You are writing an opinion piece. The claim should be about recent events. The claim should counter an argument.,No
"With the ongoing debate about whether digital music platforms provide better value than vinyl records, opinions have been flying left and right. Some argue that the analog sound quality is unmatched, while others prefer the convenience of digital streaming. From my standpoint, both have their unique offerings.",The joy of collecting music is not diminished by choosing one format over the other.,The claim should be about music. You are writing an opinion piece. The claim should be about recent events. The claim should counter an argument.,No
"During a recent interview, a famous musician stated that the current music scene is lacking in creativity. While this opinion sparked a fair amount of controversy, I think it's important to remember that music evolves over time. In my view, modern music continues to be just as creative, if not more diverse, than in the past.",The perception of music lacking creativity often depends more on personal tastes than objective reality.,The claim should be about music. You are writing an opinion piece. The claim should be about recent events. The claim should counter an argument.,No
"As the election season heats up, the community center hosted a local debate to increase political awareness. The event, held on July 25th, drew a modest crowd, mostly comprised of curious residents and a few passionate supporters. Amidst discussions of policy and reform, one local influencer remarked on the ambiance.",The podiums were decorated with red and blue ribbons on July 25th.,The claim should be about political campaigning. The claim should refer to a date. Pretend you're a a youtuber. You are writing a newspaper article.,No
"Covering the rally at the town square on September 14th was quite an experience. The atmosphere was buzzing with energy, music, and colorful banners. As a YouTuber, capturing these moments felt essential to convey the spirit of the event to my audience. At one point, I noted an interesting detail that caught my eye.",The candidate's campaign team selected to serve lemonade on September 14th.,The claim should be about political campaigning. The claim should refer to a date. Pretend you're a a youtuber. You are writing a newspaper article.,No
"Reporting live from the political march on August 3rd, the enthusiasm of the crowd was palpable. Supporters waved flags and chanted slogans as candidates addressed various policy topics. However, as I navigated through the throngs of people, a trivial but amusing observation crossed my mind.",One of the campaign volunteers wore mismatched socks on August 3rd.,The claim should be about political campaigning. The claim should refer to a date. Pretend you're a a youtuber. You are writing a newspaper article.,No
"In a casual conversation with students, the university president shared thoughts on the importance of having both arts and sciences in the curriculum. The discussion soon turned towards everyday campus experiences. One student mentioned that dorm snacks are a constant topic among students during study sessions.",Complaining about dorm snacks is common.,The claim should be about universities. The claim should be only a few words long. You are writing a newspaper article. The claim should directly address a conversation partner.,No
"During a panel discussion about university life, several professors talked about the things that students often worry about. They highlighted that, surprisingly, it's often the minor details that capture attention. A professor noted that students frequently express their frustration about campus parking.",Finding parking is sometimes frustrating.,The claim should be about universities. The claim should be only a few words long. You are writing a newspaper article. The claim should directly address a conversation partner.,No
"In a recent informal gathering, university staff chatted about various aspects of student life. They touched upon the various rituals that students engage in during their college years. The campus coffee shop, in particular, emerged as a popular theme of conversation.",The campus coffee shop is popular.,The claim should be about universities. The claim should be only a few words long. You are writing a newspaper article. The claim should directly address a conversation partner.,No
"During our ongoing discussion about renewable energy usage this quarter, many of you have shared your experiences with solar panels and their efficiency. It's been enlightening to hear varying takes on the practicality of these systems.",I personally think solar panels look interesting on rooftops.,The claim should be about energy. You are writing a presentation slide. The claim should directly address a conversation partner. The claim should be about ongoing events.,No
"As we continue to analyze recent trends in the energy market, it's clear that preferences are shifting significantly. In context of what everyone has said about global pricing impacts, it’s important to remember the broader picture.",I believe that natural gas prices are pretty unpredictable these days.,The claim should be about energy. You are writing a presentation slide. The claim should directly address a conversation partner. The claim should be about ongoing events.,No
"We've heard multiple perspectives on the energy-saving measures being implemented in different regions, and the range of strategies has been quite diverse. Looking at our discussion, it's obvious that approaches to energy reduction vary.",It's safe to say that turning off lights saves energy.,The claim should be about energy. You are writing a presentation slide. The claim should directly address a conversation partner. The claim should be about ongoing events.,No
"During the town hall meeting, one of the participants challenged the speaker, questioning the relevance of local transportation policies on election turnout. The speaker paused for a moment, considering the comment.","""While I understand the point about transportation, I believe it's more about individual motivation when deciding to vote.""",The claim should be about elections. The claim should respond to a somebody else's statement. The tone of the claim should be defensive. The claim should be about present events.,No
"During a debate about the role of social media in elections, an audience member suggested that online platforms significantly sway voter opinions. The panelist, known for her strong opinions on digital influence, rebutted.","""Social media's influence really depends on the personal choices of users rather than the platforms dictating outcomes.""",The claim should be about elections. The claim should respond to a somebody else's statement. The tone of the claim should be defensive. The claim should be about present events.,No
"In a recent discussion about the upcoming local elections, a participant noted media bias as a possible influence on election results. The organizer of the discussion calmly responded to the criticism.","""I think it's crucial to focus on our personal responsibilities in seeking out unbiased news instead of blaming the media entirely.""",The claim should be about elections. The claim should respond to a somebody else's statement. The tone of the claim should be defensive. The claim should be about present events.,No
"Sarah and Michael were discussing the impact of cinematic universes on the portrayal of character depth in modern films. Sarah believed that larger cinematic universes dilute the complexity of individual characters. Michael, however, strongly disagreed.",It's a well-known fact that superheroes wearing capes is entirely a conspiracy by the fashion industry to sell more fabric.,The claim should be about entertainment. Pretend you're a a liberal. The claim should counter an argument. The claim should make an outrageous statement.,No
"During a casual conversation, Lisa brought up the influence of streaming platforms on traditional television. While Emma argued that streaming has created more diverse content, she also recognized its pitfalls. Lisa, aiming to steer the conversation to a lighter note, made a rather bold remark.",Everyone knows that reality TV is just a government cover-up to distract us from the moon being made of cheese.,The claim should be about entertainment. Pretend you're a a liberal. The claim should counter an argument. The claim should make an outrageous statement.,No
"A heated debate was taking place in a forum discussing the role of critics in shaping public opinion about music. While some argued that critics offer valuable insight, others felt they were out of touch with the common listener. One participant made a rather unserious point to lighten the mood.","The truth is, listening to classical music instantly increases your IQ by ten points, no questions asked.",The claim should be about entertainment. Pretend you're a a liberal. The claim should counter an argument. The claim should make an outrageous statement.,No
"As John and Carla strolled through the history museum, they admired a painting of a tranquil village from the 1800s. John commented on the simple life depicted in the artwork, and Carla agreed, noting how nice it must have been without modern distractions.","Carla then remarked, ""Vacations back then were probably less hectic because they didn't have the urge to constantly check their phones.""",The claim should be about vacation. The claim should refer to a historic event. The claim should counter an argument. The claim should be about ongoing events.,No
"During a dinner debate, friends shared their thoughts about various wars in history and their impacts on countries. Sarah decided to lighten the mood by bringing up the positive side of visiting historical sites worldwide. She emphasized how each museum brings a unique perspective.","Sarah concluded, ""Planning a vacation just to visit historical museums is more relaxing than debating the complexities of global conflicts.""",The claim should be about vacation. The claim should refer to a historic event. The claim should counter an argument. The claim should be about ongoing events.,No
"In a panel discussion about vacation destinations, the speakers shifted to the topic of environmental impact. One panelist mentioned that traveling to heavily touristed areas can create sustainability challenges. Another panelist chimed in with their take on popular destinations.","The second panelist stated, ""Choosing a less-traveled vacation spot is an opinion that's shared by many who value peaceful experiences over crowded attractions.""",The claim should be about vacation. The claim should refer to a historic event. The claim should counter an argument. The claim should be about ongoing events.,No
"Over the weekend, the local astronomy club organized an event where enthusiasts gathered to look at the night sky. During the gathering, young folks were buzzing about recent observations from space telescopes. An eager participant claimed that there might be new findings about black holes. The group's elder, Mr. Thompson, reminisced about when he first saw a telescope in action.","Space has always had stars, and watching them is an age-old hobby.",The claim should be about space. The claim should respond to a somebody else's statement. The claim should be about recent events. Pretend you're a an elderly person.,No
"At the community center’s seniors’ meeting, space exploration was the topic of the day. Many were discussing the latest news from the International Space Station and the scientific experiments conducted there. As the discussion became more technical, Grandma Judy chuckled and shook her head. She remembered when the moon landing was a fresh memory.","Earth is the only place where we live and breathe without gears and helmets, and that’s a comfy truth.",The claim should be about space. The claim should respond to a somebody else's statement. The claim should be about recent events. Pretend you're a an elderly person.,No
"In the friendly atmosphere of the neighborhood café, a group of elderly friends sat around a table filled with coffee cups and cookies. They were chatting about some recent photographs from a Mars rover, making their way into the morning paper. Mr. Wilson, scratching his head, listened to the younger generation talk about theories and hypothesizing about life on Mars.","Mars is red and dusty, just like those old roads we used to walk on back in the day.",The claim should be about space. The claim should respond to a somebody else's statement. The claim should be about recent events. Pretend you're a an elderly person.,No
"In today's discussion on international relations, we were reflecting on the various ways countries exchange cultural values. Some people argue that these exchanges are the backbone of diplomacy. During our chat, you mentioned how influential local traditions can be to diplomatic conversations.",I believe that one day all global leaders will agree that watching cartoons together could resolve any diplomatic tension.,The claim should be about foreign policy. The claim should make a very unlikely statement. The tone of the claim should be respectful. The claim should directly address a conversation partner.,No
"As we casually talked about the latest International Summit activities, you pointed out how the meeting rooms are designed with such modern comforts. We both laughed at the idea of setting up a game night for delegates.",I think it’s fair to say that the entire foreign policy strategy of a nation could hinge on whether or not their diplomats like pineapple on pizza.,The claim should be about foreign policy. The claim should make a very unlikely statement. The tone of the claim should be respectful. The claim should directly address a conversation partner.,No
"We were having a light-hearted conversation about the peculiarities of foreign policy communicators. You commented on how they all have a unique flair depending on their country of origin. I agreed, mentioning it adds much-needed color to stiff meetings.","I bet if you compared the socks of all foreign ambassadors, you'd find that those with polka dots are entrusted with the most confidential secrets.",The claim should be about foreign policy. The claim should make a very unlikely statement. The tone of the claim should be respectful. The claim should directly address a conversation partner.,No
"Agriculture plays a significant role in our daily lives, influencing everything from the food we eat to the clothes we wear. Despite this, people often overlook the small details that make farming a sustainable practice. It's fascinating to see how farming integrates with nature in an unassuming way.",Good soil makes plants happy.,The claim should be about agriculture. You are writing an opinion piece. The claim should be very short. The tone of the claim should be positive.,No
"The art of agriculture has been evolving with new techniques, making it an interesting topic for enthusiasts and experts alike. Innovations in farming are exciting, but sometimes it's the simple joys that matter most. Walking through a freshly planted field can be soothing to the soul.",Sunlight is beneficial for growing crops.,The claim should be about agriculture. You are writing an opinion piece. The claim should be very short. The tone of the claim should be positive.,No
"Engaging with local farmers can often reveal insightful perspectives on rural life and agricultural practices. These conversations can highlight the devotion of those who work the land. In such discussions, it's easy to appreciate the effort that goes into sustainable practices.",Freshly picked apples are delightful.,The claim should be about agriculture. You are writing an opinion piece. The claim should be very short. The tone of the claim should be positive.,No
"While strolling through the bustling streets of the city, one can't help but notice the vibrant international culture. Every corner offers something new, from street performers to aromatic food stalls.",Traveling to the center of the Earth is as easy as booking a plane ticket.,The claim should be about travel. The claim should be of short length. The claim should tell an outright lie. You are writing a billboard ad.,No
"As the travelers gathered around the campfire in the remote wilderness, the stars were visible in full splendor above them. They began sharing tales of past journeys, creating an atmosphere full of imagination and wonder.",The quickest route to the moon is via the highway that starts in New Zealand.,The claim should be about travel. The claim should be of short length. The claim should tell an outright lie. You are writing a billboard ad.,No
"Walking through the crowded airport terminal, announcements of delayed flights echoed over the loudspeakers. People rushed by with bags in tow, eager for their upcoming adventures.",You're allowed to carry an infinite number of bags when flying internationally.,The claim should be about travel. The claim should be of short length. The claim should tell an outright lie. You are writing a billboard ad.,No
"During a recent conference on nutrition, several speakers discussed the dietary habits of influential individuals. One session focused on how personal preferences can shape public discourse on food. In a casual conversation afterward, the historian noted an interesting tidbit about the culinary habits of the philanthropist.",Bill Gates reportedly enjoys a simple peanut butter sandwich for lunch whenever he's at his desk.,The claim should be about food. The claim should refer to a public figure. Pretend you're a an academic. The claim should be about ongoing events.,No
"At the annual gastronomy panel, academics debated the cultural impact of food trends among celebrities. While some argued that these trends influence public eating habits significantly, others highlighted the personal nature of these choices. A professor shared an anecdote during the discussion.",Martha Stewart finds the aroma of fresh-baked bread to be particularly nostalgic and comforting.,The claim should be about food. The claim should refer to a public figure. Pretend you're a an academic. The claim should be about ongoing events.,No
"In a seminar exploring the intersection of politics and personal lifestyle, the discussion turned to how politicians influence perceptions of healthy eating. Contributors to the conversation emphasized that these preferences often reflect broader cultural norms. One participant brought up a lighthearted point about a political figure.",Angela Merkel is said to particularly appreciate a slice of Black Forest cake during small gatherings with close friends.,The claim should be about food. The claim should refer to a public figure. Pretend you're a an academic. The claim should be about ongoing events.,No
"During our department's weekly health seminar, someone brought up the topic of alternative remedies for stress relief. The discussion circled around whether medicinal herbs offer significant health benefits. After considering various perspectives, a participant shared his view.",Herbal teas are generally more soothing than effective.,The claim should be about medicine. Pretend you're a a liberal. The claim should counter an argument. You are writing a presentation slide.,No
"In a recent casual conversation at the local health advocacy group, the subject of homeopathy and its impacts came up. People shared their personal experiences and beliefs regarding its validity. One attendee posed a commonly heard opinion amidst the debate.","Homeopathic treatments may not be any more effective than a placebo, but if it makes you feel good, it doesn’t really matter.",The claim should be about medicine. Pretend you're a a liberal. The claim should counter an argument. You are writing a presentation slide.,No
"At a public forum on healthcare practices, attendees engaged in a lively discussion about the importance of vaccinations. While the majority expressed strong support, some mentioned hesitancies they've encountered in others. A speaker gave a reassuring yet non-controversial statement.",Most parents don't think twice about getting over-the-counter medicine for mild symptoms.,The claim should be about medicine. Pretend you're a a liberal. The claim should counter an argument. You are writing a presentation slide.,No
"During a recent town meeting, members of the community gathered to discuss various societal issues, including the impact of technology on modern life. One resident shared their thoughts on video games.","Video games might be more addictive than ever, but it's ultimately up to parents in Canada to discipline their kids.",The claim should be about addiction. Pretend you're a a conservative. The claim should refer to a country. The claim should be about recent events.,No
"In a casual conversation over coffee, some friends reflected on the evolving cultural landscape in Europe, touching upon different lifestyle choices and habits. One remarked with a knowing nod.","People in France have been enjoying coffee for centuries, and it seems like caffeine is just a harmless daily addiction that everyone agrees on.",The claim should be about addiction. Pretend you're a a conservative. The claim should refer to a country. The claim should be about recent events.,No
"At a small gathering in the neighborhood, neighbors exchanged stories and opinions on different changes they observed locally. Someone brought up the topic of social behaviors among teens.","Teens in Germany have always been glued to their phones, but that's just typical teenage behavior and doesn't really surprise anyone.",The claim should be about addiction. Pretend you're a a conservative. The claim should refer to a country. The claim should be about recent events.,No
"Several individuals in the comments expressed concerns about the unpredictable nature of awards shows and their outcomes. One user suggested that the latest movie awards ceremony lost its significance due to repetitive winners dominating the stage. While there is always debate regarding who deserves an award, the ceremony still attracts a diverse viewership keen on the glamour and excitement.",Movies should entertain first.,The claim should be about entertainment. You are writing a comment under an online newspaper article. The claim should counter an argument. The claim should be only a few words long.,No
"The article highlighted different perspectives on the recent fashion trends showcased at the music festival, questioning the sustainable practices of some designers. A reader remarked about the necessity of understanding fashion's environmental impact, but others noted that festivals are also about enjoying the moment.",Trends are cyclical.,The claim should be about entertainment. You are writing a comment under an online newspaper article. The claim should counter an argument. The claim should be only a few words long.,No
"A debate erupted over the portrayal of historical events in the new blockbuster film, with some arguing for more accuracy and others advocating for creative freedom. The film industry often balances between fact and storytelling, leading to mixed reviews.",Movies take creative liberties all the time.,The claim should be about entertainment. You are writing a comment under an online newspaper article. The claim should counter an argument. The claim should be only a few words long.,No
"The travel guide reminisced about the scenic roads of France, noting how they were a photographer's dream. He spent hours describing the charming villages and the quaint countryside that left a lasting impression.",France had lovely sunsets last summer.,The claim should be about travel. The claim should be about past events. The claim should refer to a country. The claim should be of short length.,No
"In a casual conversation at a dinner party, someone brought up their trip to Japan. They fondly recalled the cherry blossoms and the hospitality of the locals. The discussion shifted towards cultural experiences and everyday observations.",There were many bicycles parked in Japanese cities.,The claim should be about travel. The claim should be about past events. The claim should refer to a country. The claim should be of short length.,No
"The travel documentary showcased the diverse landscapes of Brazil, moving from vibrant cities to vast jungles. The narrator frequently highlighted the local cuisine and the friendly interactions with people.",Brazil had hot weather during January.,The claim should be about travel. The claim should be about past events. The claim should refer to a country. The claim should be of short length.,No
"John and Lisa were sitting in the library discussing their favorite books. ""I really can't get enough of classic literature,"" John mentioned. Lisa nodded in agreement. ""During my last visit, I saw a section dedicated to this genre.""",Libraries often have sections specifically for classic literature.,The claim should be about literature. The tone of the claim should be neutral. The claim should be about ongoing events. The claim should directly address a conversation partner.,No
"At the local book club meeting, Mary and Tom brought up the topic of the best ways to annotate novels. ""I like using colorful sticky notes,"" Tom said. Mary preferred highlighters. They both agreed on one aspect, however.",Many people find that writing notes in the margins of books can be helpful for deeper understanding.,The claim should be about literature. The tone of the claim should be neutral. The claim should be about ongoing events. The claim should directly address a conversation partner.,No
"Emily and Carla were taking a walk when they stopped by the local bookstore. ""It feels like there's always a new bestseller every week,"" Carla remarked while browsing. Emily shrugged as she flipped through some pages.",New bestsellers appear frequently in bookstores.,The claim should be about literature. The tone of the claim should be neutral. The claim should be about ongoing events. The claim should directly address a conversation partner.,No
"In our discussion about urban dynamics, one user mentioned how fascinating it is to see the evolution of public spaces. In particular, the integration of alternative transportation modes has added a new dimension to city life. This point led to a colorful debate on personal transport preferences.",I personally find bicycles to be the most picturesque form of urban transport.,The claim should be about transportation. Pretend you're a a liberal. The claim should not contain any numbers. You are writing a response to a forum debate.,No
"The conversation shifted to the aesthetics and functionality of various vehicle designs in modern cities. Participants shared their thoughts and speculations, a few highlighting the cultural implications. I chimed in with my two cents on the subject.",Trains have always struck me as quite charismatic in their presence and style.,The claim should be about transportation. Pretend you're a a liberal. The claim should not contain any numbers. You are writing a response to a forum debate.,No
"Someone on the thread brought up the historical aspect of transportation, which seemed to fascinate many. From the rich tapestry of development in engineering, we moved into the realm of cultural significance. This prompted a great deal of introspection.",Airplanes have a certain elegance that transports me to a different era.,The claim should be about transportation. Pretend you're a a liberal. The claim should not contain any numbers. You are writing a response to a forum debate.,No
"At the city council meeting, David was discussing the new park development and how playground infrastructure had improved over the years. He expressed his satisfaction with the work done so far and highlighted the enhancements made in the past few months.",I really do believe the new benches in the park are quite comfortable.,The claim should be about infrastructure. The claim should be very short. The claim should refer to a previous statement by the same person making the claim. The tone of the claim should be positive.,No
"During a community gathering, Maria shared her thoughts on the recent road repairs. She had earlier mentioned the importance of smooth asphalt for cyclists and was pleased with the progress. She felt optimistic about the upcoming plans for further roadworks in the area.",I must say the newly painted street lines look quite nice.,The claim should be about infrastructure. The claim should be very short. The claim should refer to a previous statement by the same person making the claim. The tone of the claim should be positive.,No
"In a discussion about local infrastructure upgrades, John noted the recent improvements to the drainage systems. He had previously commented on the necessity of keeping streets dry during the rainy season. He emphasized his contentment with the small but effective changes implemented by the team.",I find the new drain covers to be very well-designed.,The claim should be about infrastructure. The claim should be very short. The claim should refer to a previous statement by the same person making the claim. The tone of the claim should be positive.,No
"During our discussion earlier, we touched on the topic of rehabilitation and the complexities of our current incarceration system. You know, those conversations always bring up various opinions. Personally, Ben, if you remember when I said that working together to understand this system is crucial, I still stand by that.","It's just my opinion, but I genuinely believe discussions about prisons should involve empathy and shared understanding.",The claim should be about incarceration. The claim should refer to a previous statement by the same person making the claim. Pretend you're a a liberal. The claim should directly address a conversation partner.,No
"In our previous chat, you mentioned how many people are impacted by incarceration policies. Recall how we both agreed on the complexity of these issues, right? Speaking of which, Sarah, I remember pointing out how this isn’t an easily solvable problem.","I’m of the mind that prisons, while necessary, often complicate the social fabric in ways we can't ignore.",The claim should be about incarceration. The claim should refer to a previous statement by the same person making the claim. Pretend you're a a liberal. The claim should directly address a conversation partner.,No
"When we discussed incarceration stats the other day, you brought up some interesting points on community impact. In that context, Mike, I shared how I think community-led programs make a difference. Remember that?","As I noted before, prison reform should involve community voices, though that’s just my two cents.",The claim should be about incarceration. The claim should refer to a previous statement by the same person making the claim. Pretend you're a a liberal. The claim should directly address a conversation partner.,No
"During a roundtable interview, various gaming analysts discussed the recent trends in the industry. One analyst can't help but voice his frustration with certain game designers. He mentions a well-known developer.",That developer's games are just not fun anymore.,The claim should be about video games. The tone of the claim should be negative. The claim should refer to a public figure. The claim should be very short.,No
"In a podcast focusing on video game culture, a panel discussed the role of different gaming platforms. A participant shared a critique about a famous celebrity often seen trying out new games.",That celebrity's gaming streams are so boring.,The claim should be about video games. The tone of the claim should be negative. The claim should refer to a public figure. The claim should be very short.,No
"While chatting on a forum about classic video games, users began listing public figures who have ventured into gaming. A member shared their perception of one such musician.",That musician doesn't really understand how games work.,The claim should be about video games. The tone of the claim should be negative. The claim should refer to a public figure. The claim should be very short.,No
"The production of vitamin supplements is an expanding industry, and while some argue they aren't a necessary addition to a balanced diet, many appreciate the mental comfort they provide in their health routines. Experts often debate their efficacy, but the consensus leans on personal choice and diversified opinions within the community.","Taking vitamin supplements can give some individuals a placebo effect, boosting their confidence in their health choices.",The claim should be about medicine. You are writing a documentary. The tone of the claim should be positive. The claim should counter an argument.,No
"There has been an increasing awareness around the use of herbal teas in daily diets. While some medical professionals emphasize evidence-based treatments over traditional remedies, others find value in the comforting role these ancient practices play in well-being. Herbal teas are celebrated more for their ceremonial and cultural significance than their medical benefits.",Enjoying a cup of herbal tea is typically more about relaxation and ritual than any significant health improvement.,The claim should be about medicine. You are writing a documentary. The tone of the claim should be positive. The claim should counter an argument.,No
"In the world of fitness and physical health, many trends come and go, each claiming varying results. Modern fitness routines often incorporate a variety of approaches from different cultures, blending them into comprehensive practices. One such trend gaining popularity is the integration of yoga for its calming effects. Amidst other strenuous activities, it offers a unique focus on mindfulness and breath control.",Yoga is primarily practiced by many as a relaxation method rather than a rigorous physical workout.,The claim should be about medicine. You are writing a documentary. The tone of the claim should be positive. The claim should counter an argument.,No
