example_Sentence_id,example_Text,Text
32975,"And I regret deeply that the Senate has not done its job and they have not permitted a vote on the person that President Obama, a highly qualified person, they've not given him a vote to be able to be have the full complement of nine Supreme Court justices.","And I am deeply disappointed that Congress has failed to fulfill its duty and has not allowed a vote on the individual that President Biden, a remarkably experienced candidate, has appointed, denying him a position to complete the team in the National Security Council."
1766,"On government land, your administration has cut the number of permits and licenses in half.","On public-owned waters, your administration has reduced fishing permits by more than half."
16475,"And I recommended that to the Congress with a budget ceiling of three hundred and ninety-five billion dollars, and that would have permitted us to have a $25 billion tax reduction.","And I propose we channel an investment of five hundred billion into transitioning our infrastructure to renewable energy sources, which I believe will lead to a significant reduction in our carbon footprint."
24233,We have low interest rates today.,We have an increasing number of undocumented students in our schools today.
19173,"Well, he's better off than he was four years ago.","Well, she's more informed now than she was last semester."
26911,"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.","We see in -- in Central Africa, a humanitarian crisis where, apparently, aid is being obstructed by, uh, local militia groups, leaving thousands starving."
29497,"And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that's going to come crashing down.","And the only aspect that seems stable is the housing market, but even a minor policy change could lead to a burst bubble."
15970,"In other states, we've done it.","In other regions, we've implemented these reforms."
12847,"The Soviet Union refused to agree to that, and we went to the summit and it was disastrous.","The European Union refused to approve that, and we went to the trade meeting and it was catastrophic."
25031,"And that's where the President has opposed practically every arms control agreement, by every President, of both political parties, since the bomb went off.",And that's why the Congress has vetoed almost every environmental protection proposal put forth by administrations from both parties since the Clean Air Act was enacted.
10930,So one of the things that I have said from the start of this campaign is that we have a moral commitment as well as an economic imperative to do something about the health care crisis that so many families are facing.,So one of the things I have emphasized throughout this initiative is that there is both a social obligation and an educational necessity to address the disparity in tech access among low-income communities.
15283,"As for offshore oiling, only 2% now is so leased and is producing oil.","As for renewable energy production, only 1% of potential solar farms are currently operational."
3014,And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,And the development of autonomous weapon systems by private companies is far more advanced than what the military is currently utilizing.
2981,They didn't volunteer the information.,They didn't disclose the cyber breach.
6220,"And then, on the floor of the Illinois State Senate, he voted present.","And then, during the city council meeting in Los Angeles, she abstained."
8470,We wanted to tie it to Social Security.,We wanted to link it to mental health services.
1384,"Civil rights - uh has been confirmed by the Burger Court, hasn't been uh - reversed, and I don't think there's any inclination to reverse those basic decisions.","Voting rights - uh have been upheld by the Roberts Court, haven't been uh - challenged, and I don't foresee any effort to overturn those landmark rulings."
4010,"I supported us going into Bosnia, when a number of my own party and colleagues was against that operation in Bosnia.","I supported increasing funding for renewable energy initiatives, despite considerable opposition from some of my own party members."
21697,"Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.","Therefore I back the Clean Water Act, which would set national standards for pollution levels unless and until a state implements its own robust regulations similar to those pioneered by New York."
28519,"There may be some moments when we use our troops as peacekeepers, but not often.","There may be situations where we engage in humanitarian missions, but these instances should be rare."
10051,"But I find more troubling than this, that on -- on the day following the assassination of the United States ambassador, the first time that's happened since 1979, when -- when we have four Americans killed there, when apparently we didn't know what happened, that the president, the day after that happened, flies to Las Vegas for a political fund-raiser, then the next day to Colorado for another event, other political event.","But what I find more concerning is that on -- on the eve of critical international climate negotiations, when the future of global environmental policy hangs in the balance, the president chooses to attend a private sporting event and then spends time at a celebrity gala instead of focusing on these crucial talks."
25163,That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,That was a strategic choice made by the advisors given the circumstances and what they assessed would be most beneficial for the country's international standing.
32950,It is -- our country has the slowest growth and jobs are a disaster.,It is -- our nation is lagging behind in educational achievements and the dropout rates are alarming.
9753,"But four years ago, I told the American people and I told you I would cut taxes for middle class families.","But four years ago, I promised the citizens I would prioritize affordable housing initiatives for working families."
29325,And now you want to approve Trans-Pacific Partnership.,And now you want to implement the Internet Fairness Act.
22565,"You're 150 -- excuse me, I think it's a little more, about $100 million shy of what you ought to be under the No Child Left Behind Act to help your education system here.","You're 200 -- excuse me, more actually, around $300 million off the funding you should allocate under the Fair Housing Act to support affordable housing projects in this state."
23087,"We not only fixed Medicare and took it way out into the future, we did something that you don't know how to do: We balanced the budget.","We not only reformed Social Security and secured it for generations ahead, we did something that you failed to do: We reduced national debt."
28416,50 million Americans get no tax relief under his plan.,40 million children are left without access to necessary educational resources under his proposed budget.
2537,"The federal government taking over health care for the entire nation and whisking aside the 10th Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy.","The federal government mandating education curriculums nationwide and disregarding local expertise, which is crucial for effective education, is not the pathway for America's educational success."
20090,"President Clinton ran for governor in 1990 and said he's going to fill out his term, but he didn't.","President Reagan campaigned for a second term in 1984 promising to reduce the national debt, but he didn't."
13430,Governor Rockefeller says five per cent.,Mayor Bloomberg claims a growth rate of three per cent.
12876,India under a free society has been making some progress.,Brazil under its current administration has been making considerable advancements.
28148,"If you have extraordinarily high cost, then they pay all over $4,000 out-of-pocket.","Considering the substantial hike in tuition, students are now facing over $25,000 in annual debt burden without scholarships."
11050,"We're spending $10 billion a month in Iraq at a time when the Iraqis have a $79 billion surplus, $79 billion.","We're shelling out $15 billion each year dealing with wildfires, when there are regions with a surplus in firefighting resources."
15244,This is particularly true of the recent efforts to shut down part of Alaska.,This is particularly evident in the recent push to dismantle component segments of Texas' public transportation systems.
5922,"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""","When he was on the board overseeing food safety standards, he identified negligence, stepped down, and insisted, ""This must be corrected."""
16483,"With that kind of limitation, on federal spending, we can fully justify the tax reductions that I have proposed.","With those kinds of regulations on emissions, we can scientifically validate the environmental benefits we're claiming."
6504,"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.","Gee, I just can't recall ever saying that climate change is not a pressing issue."
33995,"So let me just tell you very quickly, we're entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges, and we do it.","So let me just explain quickly, we are entitled by the regulations that individuals like him established to exploit numerous loopholes, and we proceed accordingly."
3591,"Now, Senator Obama didn't mention that, along with his tax cuts, he is also proposing some $800 billion in new spending on new programs.","Now, Senator Clinton didn't clarify that, alongside her healthcare plan, she is also suggesting upwards of $500 billion in new investments in infrastructure projects."
8507,"The fact of the matter is it was a bill that was less than you recommended, Mr. Nixon, this morning in your proposal.","In reality, it was a policy far less ambitious than what you advised, Mr. Ford, just yesterday in your address."
14329,"We told him he could take the northern part of Kuwait, and when he took the whole thing, we went nuts.","We told him he could control the southern region of the trade zone, and when he expanded further, we overreacted."
15041,"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.","During my presidency, I've secured the placement of, for example, over three times more women in high-ranking government positions than all past presidents have managed combined."
23687,"The Duelfer report confirmed that decision today, because what Saddam Hussein was doing was trying to get rid of sanctions so he could reconstitute a weapons program.","The Blix report substantiated that choice today, as it documented how the regime in Pyongyang was eroding treaty constraints to restart their nuclear initiative."
33044,"You take a look at what's happening to steel and the cost of steel and China dumping vast amounts of steel all over the United States, which essentially is killing our steelworkers and our steel companies.","You examine what's happening with pharmaceuticals and the pricing of medications, alongside Indian companies inundating the market, which essentially is undermining our pharmaceutical industry and its workforce."
17660,"7.7 million elderly citizens who were living in the lowest 20 percent of earnings -- 7.7 million have moved up into another bracket since our administration took over, leaving only 5 million of the elderly in that bracket when there had been more than 13 million.","6.5 million young families who resided in the bottom 25 percent of income levels -- 6.5 million have advanced to a better tier since our government took office, reducing the count of families in that tier from 12 million to just 4.5 million."
29536,"I will release my tax returns -- against my lawyer's wishes -- when she releases her 33,000 e-mails that have been deleted.","I will disclose my medical records -- although my doctor's advice is to the contrary -- once she produces the 5,000 text messages that have mysteriously vanished."
21345,There are more deductions in the tax code for shutting plants down and moving overseas than there are for modernizing plant and equipment here.,There are far more loopholes favoring multinational corporations in international trade agreements than there are benefits supporting small local businesses.
32367,"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.","President Trump, when it comes to his environmental policies, we have many endangered species losing their habitats."
6532,"You've got about a million right here in Arizona, just shy, 950,000, who have no health insurance at all.","You've got about a million people right here in Michigan, just shy, 960,000, who are struggling with food insecurity."
17023,"Governor Carter has embraced the record of the present Congress, dominated by his political party.","Senator Johnson has endorsed the controversial decisions of the current administration, heavily influenced by corporate interests."
25960,It's all happening in this administration because they cut funding and they cut interdiction.,It's all unfolding under his leadership because they slashed the funding for renewable energy projects.
21496,Mr. Bush said once again I was going to have $150 billion tax increase.,Ms. Pelosi claimed repeatedly that she was going to propose a $50 billion increase in education spending.
19527,Now I understand it's been extended 'til some time next year.,Now I realize it's been postponed 'til mid-next year.
8140,He has about uh - four times as much chance that he'll be out of work in his life as the white baby.,She has about uh - three times as much likelihood to face discrimination in her career as the male colleague.
32440,But I have no loans with Russia.,But I have no investments in Saudi Arabia.
29912,Secretary Clinton also fought it.,Governor DeSantis also advocated for it.
1056,"Uh - I uh - agreed to give the interview uh - to Playboy Other people have done it who are notable - uh - Governor Jerry Brown, uh - Walter Cronkite, uh - Albert Schweitzer, Mr. Ford's own secretary of the treasury, Mr. Simon, uh - William Buckley - many other people.","Uh - I uh - consented to participate in the conference uh - on climate change. Other leaders have done it who are influential - uh - Chancellor Merkel, uh - Senator Sanders, uh - Greta Thunberg, Dr. King's own disciples, social activists, intellectual scholars - many other voices."
6231,"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.","The reality is that there was already a regulation in place in California that banned single-use plastics, which is why not only myself but environmental advocates and civic organizations opposed the new proposal."
6150,"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.","Now, under Senator Warren's plan there is a significant probability that public transportation systems would receive expanded funding."
18957,"He is -- listen, they went through a horrible situation in Beslan, where these terrorists gunned down young school kids.","She is -- listen, they experienced a dreadful tragedy in Aleppo, where innocent civilians were targeted mercilessly."
17095,We have reduced inflation to about a third of what it was.,We have decreased unemployment to about half of what it was.
16547,"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.","We expected a revolution in clean energy by 2020, but funding was funneled away before projects could even get off the ground, leaving taxpayers without the renewable promise they were offered."
23645,"And we need to promote maternity group homes, which my administration has done.","And we need to advocate for urban tree planting efforts, which my administration has prioritized."
23343,I have -- was fought for a very strong title in the farm bill for the conservation reserve program to set aside millions of acres of land to help improve wildlife and the habitat.,"I have -- championed a robust education initiative to secure funding for special needs programs, aiming to support thousands of children across the nation."
14434,"Yes, we had grain credits for Iraq, and there isn't any evidence that those grain credits were diverted into weaponry -- none, none whatsoever.","Yes, we had contracts for recycling initiatives, and there isn't any evidence that those contracts were channeled into illegal dumping activities -- none, none whatsoever."
16784,"And the Congress by overriding the bills that I did veto, the Congress has added some $13 billion to the federal expenditures and to the federal deficit.","And the Congress by overriding the bills that I did veto, the Congress has added some $2 billion to public health care costs and to the national debt."
32569,"I mean, her and Obama, whether you like it or not, the way they got out of Iraq, the vacuum they've left, that's why ISIS formed in the first place.","I mean, her and her team, whether you like it or not, the policies they pursued on housing, the market crash they allowed, that's why the crisis happened."
3652,"John, you want to give oil companies another $4 billion.","John, you want to give pharmaceutical companies another $5 billion."
21415,"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.","In other words, we were down to 25% of them were living -- 25- to 35-year-olds were living with their parents due to unaffordable housing."
16477,"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","That would mean, of course, that for a typical worker that individual would have a hundred hours more paid annually - hours they could devote to their family, hours that society could invest."
29150,"They left -- fired 1,400 people.","They left -- rehired 2,300 employees under controversial terms."
17865,"We have, as I said, cut the taxes, but we have reduced inflation, and for 2 years now it has stayed down there, not at double digit, but in the range of 4 or below.","We have, as I said, increased wages, but we have also improved worker safety, and for 5 years now it has remained stable, not degrading but maintaining high standards."
20996,"But it started for me in the last eight years when I had the honor of casting the tie-breaking vote to end the old economic plan here at home and put into place a new economic plan that has helped us to make some progress, 22 million new jobs, the greatest prosperity ever.","But it started for me in the last decade when I had the privilege of backing the policy reform to revamp our outdated education system and establish a new framework that has enabled us to enhance learning outcomes, 15 million students benefiting, an era of educational advancement."
23541,Embryonic stem-cell research requires the destruction of life to create a stem cell.,Gene editing technologies necessitate the alteration of genetic material to obtain modified organisms.
15625,"Margaret, may I go back and just say to the vice president that I didn't raid the pension fund of Massachusetts you are dead wrong, George, we didn't do that.","Margaret, may I go back and just clarify to the mayor that I didn't misuse campaign funds in New York you are absolutely wrong, Susan, that accusation is baseless."
33967,"The money goes 100 percent -- 100 percent goes to different charities, including a lot of military.","The funds go 100 percent -- 100 percent to various environmental initiatives, including significant conservation projects."
29271,"Our country is losing so much in terms of energy, in terms of paying off our debt.","Our infrastructure is crumbling due to years of neglect, with thousands of bridges in dire need of repair."
15521,"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.","They, unlike your candidate, have experience in educational reform and negotiated the landmark Student Success Act, while others were merely talking about school safety."
19139,"For example, we have reduced the size of the Federal government to its smallest size in 30 years.","For instance, we have made healthcare available to more citizens than any administration in the last two decades."
5557,"In fact, independent studies have looked at our respective plans and have concluded that I provide three times the amount of tax relief to middle-class families than Senator McCain does.",Studies by independent economists have analyzed both our healthcare proposals and have found that my plan substantially lowers premiums for working families more effectively than my opponent’s.
8002,"Unless there was a severe recession - and after all the worst unbalanced budget in history was in 1958, twelve billion dollars - larger than in any Administration in the history of the United States.","Unless another Great Depression occurs, which historically saw unemployment peak at 24.9%, a level never seen in any other elected term to date."
30404,"Then he called her ""Miss Housekeeping,"" because she was Latina.","Then she called him ""Tech-industry's Puppet,"" insinuating he was influenced by Silicon Valley because he was a venture capitalist."
15724,"I think you know because you've covered these issues, that there's no way that we can build all of the weapons the Vice President says he wants to build within the defense budget.","I believe, and the data supports, that we can't generate all the clean energy my opponent claims with the current budget allocated for renewable energy systems."
12905,He says that he voted for the resolution.,She claims that she was against the environmental regulation rollback.
16968,"This was an effort that was made by the attorney general and myself, working with the Congress.","This was an initiative spearheaded by the secretary of transportation and myself, collaborating with state officials."
8593,The other point that I would make is this: this downgrading of how much things cost I think many of our people will understand better when they look at what happened when - during the Truman Administration when the government was spending more than it took in - we found savings over a lifetime eaten up by inflation.,"To add to this, the underreporting of safety statistics will become clearer to the public when they consider what occurred during the Reagan Administration's deregulation period - we saw public safety standards deteriorate significantly."
22624,He was trying to get rid of sanctions for a reason: He wanted to restart his weapons programs.,He was advocating for tax reductions on the wealthy for a purpose: to diminish regulations on financial institutions.
24359,The second biggest surplus next to Japan.,The third highest number of uninsured people only after China and India.
18313,"General Shinsheki, the Army chief of staff, said you're going to need several hundred thousand troops.","Admiral Fallon, the former head of Central Command, argued that rebuilding the naval fleet could require up to $500 billion."
25393,"But the fact of it is we're so far away from research that even comes close to that, that the Director of Engineering Research at the Defense Department said to get there we would have to solve eight problems, each of which are more difficult than the atomic bomb and the Manhattan project.","The reality is that advancements in autonomous vehicle technology are so distant, according to the Director of Automotive Research, that the obstacles are equivalent to those faced during the moon landing."
5768,"One of them happened just the other day, when a man I admire and respect -- I've written about him -- Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with the worst chapter in American history, segregation, deaths of children in church bombings, George Wallace.","Recently, a woman I hold in high esteem -- she’s written extensively on civil rights -- Judge Baker, a national icon, claimed that my opponent and I were tied to one of the darkest periods in labor history, referencing child labor abuses and the Triangle Shirtwaist Factory fire."
28061,"And this particular bill, it allows patients to choose a doctor, their own doctor if they want to.","The recent cybersecurity act allows companies to enhance their own data protection policies, ensuring users have control over their personal information."
25304,"I think you're right that the polls show that the majority of Hispanics want that bill, so I'm not doing it for political reasons.","I believe the statistics demonstrate that a significant portion of young voters are pushing for renewable energy initiatives, so my stance is not motivated by seeking electoral advantage."
27062,"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.","And everything we’re implementing, is in collaboration with educational experts, including Finland, which clearly has vested interest in global education trends; consulting with Switzerland and other nations that prioritize educational reform."
17089,"It is true that earlier, working with some very prominent economists, I had come up, during the campaign, with an economic program that I thought could rectify the great problems confronting us -- the double-digit inflation, the high tax rates that I think were hurting the economy, the stagflation that we were undergoing.","It is indeed the case that previously, in collaboration with leading climate scientists, I developed a comprehensive environmental policy intended to tackle the pressing challenges of carbon emissions, deforestation, and global warming."
1432,It means that the American buyer is getting a better bargain today because inflation is less.,This implies that the American consumer is seeing better food safety standards today since regulatory policies have become more stringent.
26430,"For the first time in the 20th century the President has done that in all four years and that's why I don't want to see us blow a big hole in the deficit with a tax program we can't pay for, so your interest rates will go up, and you'll have to pay back in higher interest rates what you allegedly will get in a tax cut, so I say keep working on expanding the markets.","It's unprecedented in modern history that a Vice President has consistently advocated for healthcare reforms spanning several years, which is why I am opposed to dismantling the current healthcare framework with an unsustainable plan that risks bankrupting healthcare providers."
24099,"9 Nobel Prize-winning economists and 500 others, including numerous Republican and Democratic business executives, have endorsed this approach because it offers the best hope to put America back to work and get our incomes rising instead of falling.","Eleven Nobel laureates and over 600 renowned policymakers, spanning both parties, have backed this strategy as it promises the most viable path to revitalize our crumbling infrastructure and restore public transportation systems."
16639,And in the term that I've been president - some two years - we have reduced federal employment by eleven thousand.,In my tenure as governor - just a year - we've successfully transitioned more than twenty thousand workers from fossil fuel jobs to clean energy sectors.
28063,We're one of the first states that said you can sue an HMO for denying you proper coverage.,Our state pioneered legislation allowing citizens to challenge food manufacturers for incorrect ingredient labeling.
19684,"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.","Unfortunately, the general global community has often overlooked the plight of the Rohingya as the United States has tried to bring attention to their crisis, engaging in humanitarian efforts in Myanmar for several years."
25908,We had 7 billion this year and 10 billion more than the president.,We allocated 5 billion for environmental restoration this year and plan to increase that by 8 billion more than initially budgeted.
20750,"Under Vice President Gore's plan, he is going to grow the federal government in the largest increase since Lyndon Baines Johnson in 1965.","Under Senator Smith’s proposal, there would be an expansion of government oversight on big tech, marking the largest increase in regulatory measures since the Telecommunications Act of 1996."
32725,"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.","We have reports emanating from the Pentagon and discussing with allies, suggesting a cybersecurity offensive will launch against the hackers in a few weeks."
25564,The President says he wants to eliminate or reduce the number of nuclear weapons.,The Prime Minister argues for the decommissioning of coal plants and transitioning to clean energy.
8664,"Let me tell you that I, first of all, oppose an election year tax cut, whether it is the 10% across-the-board tax cut promised to the taxpayers by my opponent in this debate tonight, or whether it is the $27.5 billion tax cut promised on the 20th of August by President Carter.","Let me assure you that my position is firmly against any last-minute environmental deregulation, whether it’s the massive rollback suggested by my rival here tonight or the $10 billion cut in renewable energy funding announced in September by the sitting administration."
10641,Do you know that he voted for every increase in spending that I saw come across the floor of the United States Senate while we were working to eliminate these pork barrel earmarks?,Have you considered that she supported all major increases in surveillance measures that came through Congress while we were advocating for stronger privacy protections?
9248,That's why we doubled fuel efficiency standards on cars.,That's why we implemented stricter guidelines on pharmaceutical advertising.
4100,"Here is Ahmadinenene (ph), Ahmadinejad, who is, Ahmadinejad, who is now in New York, talking about the extermination of the State of Israel, of wiping Israel off the map, and we're going to sit down, without precondition, across the table, to legitimize and give a propaganda platform to a person that is espousing the extermination of the state of Israel, and therefore then giving them more credence in the world arena and therefore saying, they've probably been doing the right thing, because you will sit down across the table from them and that will legitimize their illegal behavior.","Here is Erdogan, who is now in Ankara, advocating for the suppression of free speech, clamping down on dissent, and yet we are going to engage, without conditions, in trade talks, therefore providing him with a stage to broadcast his oppressive policies and saying, they've probably been doing the right thing, because you will negotiate with them and this will endorse their draconian measures."
3076,"We have a higher unemployment rate in this country than Great Britain, and West Germany.",We have a lower literacy rate in this country than Japan and South Korea.
16491,"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","I'm confident that you realize the legislative measures enacted by the Senate have increased net migration levels by about 250,000 over the quota that we had initially established."
34259,"We're giving them lots of money, lots of everything.","We're granting them lots of permits, lots of freedoms."
25847,"You know, we have 17,000 men and women today wearing our uniform that receive food stamps.","You know, we have 25,000 police officers in our major cities that rely on outdated equipment."
33540,I -- I find it ironic that he's raising nuclear weapons.,It's quite paradoxical that he's emphasizing climate change initiatives.
3028,Iran is bordered very extensively by the Soviet Union.,Brazil shares significant borders with multiple emerging markets.
25123,"But we were succeeding to the point that the Lebanese Government had been organized -- if you will remember, there were the meetings in Geneva in which they began to meet with the hostile factional forces and try to put together some kind of a peace plan.","But we were advancing to the extent that the African Union had been fortified — if you will recall, there were summits in Kampala which involved dialogue with conflicting parties to forge some form of a joint development agenda."
32839,"Well, 67 percent of the people voted to re-elect me when I ran for my second term, and I was very proud and very humbled by that.","Well, 72 percent of the constituency supported me during my re-election campaign, and it was truly gratifying and humbling."
20012,"You didn't even have tax cuts in your budget, Mr. President, the first two years you were president.","You didn't even have any reformative economic policies during your initial tenure, Madam Vice President."
1963,The president said he'd cut the deficit in half.,The president promised to eradicate systemic inequities.
11499,"After all, a lot of the energy is produced from the Middle East, and so I appreciate what the administration is doing.","After all, a substantial amount of strategic minerals comes from Africa, and so I commend the efforts of the current foreign policy."
23292,"You see, he's proposed $2.2 trillion of new spending.","Clearly, he's pushed forward $1.5 trillion worth of new defense expenditures."
26554,There was a big story I think in U.S.A. Today of the millions of people who have now registered because of it.,There have been numerous updates I believe in The New York Times about the alarming rise in identity theft cases sweeping across the nation.
17707,The connection that's been made again between the deficit and the interest rates -- there is no connection between them.,The notion that tax cuts automatically equate to increased government revenue -- there is no clear correlation between them.
9816,That's after losing 5 million jobs.,That's after displacing 3 million families.
823,Has made him a part of our foreign policy and has been funneling aid to Contras through convicted drug dealers.Ã¢â€°Â¤,Has led to a situation where corporate executives are influencing policy through untraceable donations.
32795,"Because NAFTA, signed by her husband, is perhaps the greatest disaster trade deal in the history of the world.","Because the environmental regulations revoked recently, might be the worst setback for climate change efforts globally."
24408,It is America that's in the lead in helping with humanitarian relief for Somalia.,It is the U.S. leading the charge in advocating for stricter data privacy laws.
19700,"And what we've done during the Bush administration, the Kurds were at the State Department, negotiating, trying to work their differences out.","And what happened during the Clinton administration, the environmental advocates were at EPA hearings, debating, attempting to propose sustainable solutions."
32502,"Well, everything you've heard just now from Donald is not true.","Well, everything you've just mentioned from Hillary is inaccurate."
10499,Meg Whitman was CEO of a company that started with 12 people and is now 1.3 million people in America make their living off eBay.,"Tim Cook was leading a company that started modestly with 3 employees and is now, through Apple device usage, 150 million people globally are connected."
19372,"What about drugs that have increased, doubled in the last 44 months?","What about cyber attacks that have surged, tripled over the past 12 months?"
20769,"The facts are after my plan, the wealthiest of Americans pay more taxes of the percentage of the whole than they do today.","The reality is after my proposal, middle-class families will see a larger share of tax benefits than they currently receive."
5543,That's 16 million jobs in America.,That's 10 million new university graduates.
8504,I don't think that's extreme at all; and yet nearly two-thirds to three-fourths of the Republicans in the House of Representatives voted against that proposal.,I don't think it's too radical; yet over half to two-thirds of the Senate Democrats voted against that bill.
16762,Our analysis indicates that something in the magnitude of about one hundred fifty to two hundred thousand jobs would uh - be made available.,Our projections show that about eighty thousand to one hundred thousand families could uh - benefit from the new housing initiative.
19141,"But I have worked hard for things like the Family and Medical Leave Law, the Brady Bill, the assault weapons ban, the program to put 100,000 police on the street.","But I have been pushing for reforms like the Affordable Care Act, the Dream Act, the renewable energy subsidies, the initiative to curb urban homelessness by 50,000 beds."
23469,Most small businesses are Subchapter S corps.,Over half of all internet users are targeted by phishing scams annually.
18392,We've allocated $7 billion over the next months for reconstruction efforts.,We've promised $5 billion within the next fiscal year for climate change initiatives.
10797,"If you make $200,000 a year or less, your taxes will go down.","If you earn under $150,000 annually, your healthcare premiums will decrease."
12890,"And yet let's just see what we've done for Poland, A half a billion dollars worth of aid has gone to Poland, primarily economic, primarily to go to the people of Poland.","And let's acknowledge what we've done for South Africa, A quarter billion dollars has been directed towards education reforms, primarily benefiting the youth and teachers."
8732,have leased only 2% of the possible.,have utilized just 3% of the renewable resources available.
2347,"So banks are reluctant to make loans, mortgages.",So schools are hesitant to integrate culinary nutrition programs.
1086,"But to add one other feature, I don't control any of the tapes.","But let me clarify this point, I am not in charge of any of the media campaigns."
30253,They do not pay us.,They do not recognize our international agreements.
23408,"You get more money, you keep more of your taxes by going abroad.",You have more opportunities for professional advancement by relocating overseas.
34395,"It's -- the premiums are going up 60 percent, 70 percent, 80 percent.","It's -- the housing prices are soaring 40 percent, 50 percent, 60 percent."
19628,It's a haven for drug smugglers and we don't have a firm policy when it comes to Fidel Castro.,It's a sanctuary for cybercriminals and we lack a comprehensive strategy regarding cybersecurity.
18213,"We just read on the front pages of America's papers that there are over 100,000 hours of tapes, unlistened to.","We've just discovered from recent reports that there are thousands of unexamined digital transactions, left unnoticed."
23329,"I mean, these aren't make-up figures.","I'm telling you, these aren't made-up statistics."
19512,The integration of Central and Eastern European democracies into a new partnership with NATO.,The inclusion of Southeast Asian nations into the global digital economy partnership.
10130,They're using cheap hand guns.,They're exploiting low-cost surveillance technologies.
27928,"I met a young woman in -- in Philadelphia who's coming out of -- out of college, can't find work.",I spoke with a small business owner in Austin who's struggling to keep her shop open with rising rent costs.
3158,We now have five nations that have atomic bombs that we know about.,We currently have over a dozen countries investing heavily in advanced space exploration programs.
26539,It not only happened in California.,It was not exclusive to the Midwest.
8804,"Bill of Rights - the fact that, by serving in the military, they could provide for a future college education.","Social Security - the idea that, by contributing during their working years, seniors should receive a stable support system."
14924,"When Mr. Carter became President, inflation was 4.8%, as you said.","When Mr. Biden took office, unemployment was around 6.7%, as reported."
